Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q3 2024,Q2 2024,Q1 2024,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+9 Quarters,Currency,Fiscal_Year_period
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,574,761",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"-1,816","455,674",-,-,"9,507",53,"-74,819","16,623","-303,494","-438,274",-,-,"-4,942",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-408,358","-7,021,341","-3,795,175","-2,016,823","426,206","631,938","667,291","-368,041","626,545","214,346","192,459","1,253,085","240,294","-1,442,518","-915,065","-122,401","-794,072","-1,206,828","-233,187","-2,098,742",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"258,882","552,481","370,525","-4,499","80,718","219,959","74,754","83,589","55,139","69,612","37,018","150,543",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-667,240","-7,573,822","-4,165,700","-2,012,324","345,488","411,979","592,537","-451,630","571,406","144,734","155,441","1,102,542","240,294","-1,442,518","-915,065","-122,401","-794,072","-1,206,828","-233,187","-2,098,742",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-130,777","-109,472","-30,728","-91,036","-75,837",867,"339,408","-36,616","-249,055","877,785","-564,607","-1,122,842","-283,126","15,306","-4,896","38,608",-708,"21,004","16,145","11,258",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-798,017","-7,683,294","-4,196,428","-2,103,360","269,651","412,846","931,945","-488,246","322,351","1,022,519","-409,166","-20,300","-42,832","-1,427,212","-919,961","-83,793","-794,780","-1,185,824","-217,042","-2,087,484",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-798,017","-7,683,294","-4,196,428","-2,103,360","269,651","412,846","931,945","-488,246","322,351","1,022,519","-409,166","-20,300","-42,832","-1,427,212","-919,961","-83,793","-794,780","-1,185,824","-217,042","-2,087,484",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-16.349%,-59.625%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"240,264,062","210,438,579","183,184,310","210,336,000","170,832,611","170,832,611","170,832,611","170,648,422","170,632,611","170,444,437","164,976,815","157,175,392","155,218,887","120,244,292","108,038,431","90,596,827","104,821,009","91,140,126","72,562,742","78,144,265",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"240,264,062","210,438,579","214,046,728","210,336,000","170,832,611","170,832,611","170,832,611","170,648,422","170,632,611","170,444,437","164,976,815","157,175,392","163,249,739","120,244,292","108,038,431","90,596,827","104,821,009","91,140,126","72,562,742","78,144,265",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),40.643%,23.184%,25.296%,23.257%,0.117%,0.228%,3.549%,8.572%,4.522%,41.748%,52.702%,73.489%,55.741%,31.933%,48.890%,15.935%,44.649%,26.776%,18.327%,-36.172%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.003,-0.037,-0.023,-0.010,0.002,0.002,0.005,-0.003,0.002,0.006,-0.002,-0.000,-0.000,-0.012,-0.009,-0.001,-0.008,-0.013,-0.003,-0.027,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.003,-0.037,-0.023,-0.010,0.002,0.002,0.005,-0.003,0.002,0.006,-0.002,-0.000,-0.000,-0.012,-0.009,-0.001,-0.008,-0.013,-0.003,-0.027,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-16.464%,-59.727%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"931,285","1,767,347","1,044,434","1,322,338","1,088,775","1,032,091","829,365","392,676","180,720","818,019","-498,523","153,966","-1,126,609","-1,277,343","-35,611","-248,168","-563,508","-184,748","145,856","-132,349",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.004,0.008,0.005,0.006,0.006,0.006,0.005,0.002,0.001,0.005,-0.003,0.001,-0.007,-0.011,-0.000,-0.003,-0.005,-0.002,0.002,-0.002,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,56.115%,43.736%,48.954%,67.608%,49.987%,43.258%,55.565%,32.371%,45.735%,47.312%,61.958%,82.759%,73.990%,39.467%,13.351%,49.860%,63.298%,7.937%,59.075%,-39.916%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,13.968%,1.653%,13.932%,34.223%,19.239%,17.096%,17.899%,-3.132%,11.430%,10.287%,17.100%,44.234%,29.813%,-16.697%,-62.595%,4.289%,-41.382%,-44.872%,-9.978%,-142.342%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-11.412%,-99.549%,-63.062%,-32.249%,4.283%,6.875%,20.570%,-9.625%,7.582%,21.755%,-10.962%,-0.540%,-1.414%,-92.771%,-87.517%,-7.930%,-87.919%,-101.127%,-19.619%,-483.629%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,13.318%,22.899%,15.695%,20.274%,17.294%,17.188%,18.306%,7.741%,4.250%,17.404%,-13.356%,4.095%,-37.194%,-83.029%,-3.388%,-23.485%,-62.335%,-15.755%,13.184%,-30.663%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"1,238,458","338,863","1,182,146","2,430,965","1,407,624","1,094,383","926,552","61,867","724,499","723,170","690,310","1,708,922","958,635","-216,325","-614,833","128,456","-369,069","-394,227","-53,045","-590,723",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,17.711%,4.390%,17.765%,37.272%,22.358%,18.226%,20.451%,1.220%,17.040%,15.386%,18.494%,45.449%,31.649%,-14.061%,-58.489%,12.156%,-40.826%,-33.620%,-4.795%,-136.859%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"261,750","211,293","255,052","198,819","196,363","67,820","115,639","220,726","238,497","239,683","52,010","45,704","55,610","40,546","43,152","83,129","5,019","131,952","57,336","23,667",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"976,708","127,570","927,094","2,232,146","1,211,261","1,026,563","810,913","-158,859","486,002","483,487","638,300","1,663,218","903,025","-256,871","-657,985","45,327","-374,088","-526,179","-110,381","-614,390",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,13.967%,1.653%,13.932%,34.223%,19.239%,17.096%,17.899%,-3.132%,11.430%,10.287%,17.100%,44.234%,29.813%,-16.697%,-62.594%,4.289%,-41.382%,-44.872%,-9.977%,-142.342%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,18.939%,34.807%,11.203%,-,8.800%,32.476%,19.234%,12.014%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"6,992,714","7,718,129","6,654,474","6,522,291","6,295,717","6,004,637","4,530,540","5,072,635","4,251,808","4,700,127","3,732,713","3,760,075","3,028,991","1,538,422","1,051,185","1,056,702","903,994","1,172,612","1,106,296","3,924,983",Upgrade,Financials in USD,Fiscal year is January - December
