Fiscal Quarter,Q4 2011,Q3 2011,Q1 2011,Q4 2010,Q3 2010,Q2 2010,Q1 2010,Q4 2009,Q3 2009,Q2 2009,Q1 2009,Q4 2008,Q3 2008,Q2 2008,Q1 2008,Q4 2007,Q3 2007,Q2 2007,Q1 2007,Q4 2006,+3 Quarters,Currency,Fiscal_Year_period
Free Cash Flow,-,-,-,-,-,-,"600,000","35,635",-,"-12,438","-79,494","-1,582,152","-1,304,513","-520,173","-940,141","-1,226,575","-1,820,918","-1,616,284","-1,631,367","91,844",Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,80.000%,-,-,-,-,-,-,100.000%,-3.177%,-191.774%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,70.698%,-,-,-,-,-,-,-157143.321%,-42318.901%,-180337.419%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,504.917%,-,-,-,-,-,-,-165001.805%,-107299.892%,-253149.516%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-4490.253%,-4280.775%,-255185.806%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"23,000","-81,844","897,540","-248,765","-248,765","-247,777","-341,654","-445,403","-62,951,687","-406,900","-755,833","-1,095,668","-1,425,610","-1,815,305","-2,009,851","-2,023,591","-2,077,143","-3,958,547","-2,495,103","-2,382,701",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,72.558%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"23,000","23,000","23,000","24,000","24,000","22,000","22,000","12,597","28,387","28,387","30,029","22,424","28,035","54,321","39,287","7,788","49,319","59,935","37,354","28,189",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,-,"-104,844","874,540","-272,765","-272,765","-269,777","-363,654","-458,000","-62,980,074","-435,287","-785,862","-1,118,092","-1,453,645","-1,869,626","-2,049,138","-2,031,379","-2,126,462","-4,018,482","-2,532,457","-2,410,890",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,70.698%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
