Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2021,FY 2020,2019 - 2018,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-11,660,559","-9,120,001","-20,035,435","-6,049,348","-4,669,841","-7,953,138",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-2,045,707",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-12,167,101",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,"4,976",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,"175,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-12,616,834","-30,026,458","-1,222,549",-,"-824,377","-4,311,051",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"150,638","-19,151","10,214,508",-,"-3,120,377","3,859,984",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-24,126,755","-39,165,610","-25,256,284","-6,049,348","-8,439,595","-8,399,229",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-5,096,501","-4,959,178","3,667,318","1,680,798","-530,180","197,515",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-19,030,254","-34,206,432","-28,923,602","-7,730,146","-7,909,415","-8,596,744",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-19,030,254","-34,206,432","-28,923,602","-7,730,146","-7,909,415","-8,596,744",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"129,352,224","115,964,196","73,179,173","5,486,572","22,830,758","18,882,072",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"129,352,224","115,964,196","73,179,173","5,486,572","22,830,758","18,882,072",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),59.231%,58.466%,1233.787%,-75.969%,20.912%,298.065%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.147,-0.295,-0.395,-1.409,-0.346,-0.455,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.195,-0.300,-0.400,-1.409,-0.346,-0.455,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,656,537","-6,618,582","-6,439,197","-615,104","-2,614,005","-3,906,263",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.044,-0.057,-0.088,-0.112,-0.114,-0.207,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,31.841%,32.533%,35.381%,25.150%,27.473%,26.454%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-24.766%,-21.670%,-53.117%,-8.231%,-44.876%,-98.964%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-66.845%,-112.076%,-107.112%,-23.105%,-80.719%,-107.844%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-19.869%,-21.685%,-23.846%,-1.838%,-26.677%,-49.003%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,702,699","-5,008,076","-12,786,368","-1,361,578","-1,885,199","-4,260,876",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-20.031%,-16.409%,-47.351%,-4.070%,-19.239%,-53.451%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,347,956","1,605,825","1,556,855","1,392,132","2,512,112","3,628,006",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,050,655","-6,613,901","-14,343,223","-2,753,710","-4,397,311","-7,888,882",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-24.766%,-21.670%,-53.117%,-8.230%,-44.876%,-98.964%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"694,821","864,770","265,286","533,068","993,099",Upgrade,Financials in USD,Fiscal year is January - December
