Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+8 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-178,092","-75,813","-176,027","-191,972","-193,174","-262,043","-165,960","-172,811","-198,838","-214,319","-208,084","-1,825,095","-202,606","-204,707","-161,369","-232,260","-253,828","-627,955","-110,849","-302,575",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-178,092","-75,813","-176,027","-191,972","-193,174","-262,043","-165,960","-172,811","-198,838","-214,319","-208,084","-1,825,095","-202,606","-204,707","-161,369","-232,260","-253,828","-627,955","-110,849","-302,575",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-178,092","-75,813","-176,027","-191,972","-193,174","-262,043","-165,960","-172,811","-198,838","-214,319","-208,084","-1,825,095","-202,606","-204,707","-161,369","-232,260","-253,828","-627,955","-110,849","-302,575",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"35,244,681","29,374,836","34,191,384","33,160,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","26,667,047","33,929,900","25,256,902","25,256,902","23,235,290","23,234,631",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"35,244,681","29,374,836","34,191,384","33,160,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","29,374,836","26,667,047","33,929,900","25,256,902","25,256,902","23,235,290","23,234,631",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),19.983%,-,16.397%,12.889%,-,-,-,-,-,-,10.154%,-13.425%,16.304%,16.304%,14.770%,46.032%,8.641%,8.816%,0.351%,21.259%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.005,-0.003,-0.005,-0.006,-0.007,-0.009,-0.006,-0.006,-0.007,-0.007,-0.007,-0.062,-0.007,-0.007,-0.006,-0.007,-0.010,-0.025,-0.005,-0.013,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.005,-0.003,-0.005,-0.006,-0.007,-0.009,-0.006,-0.006,-0.007,-0.007,-0.007,-0.062,-0.007,-0.007,-0.006,-0.007,-0.010,-0.025,-0.005,-0.013,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,891,"-98,207","-85,223","-143,661","-65,255","-93,339","-33,768","-168,381","-175,676","-175,657","-151,089","-247,858","-221,489","-167,218","-249,187","-69,397","-361,250","-775,964","-178,536","-178,150",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.000,-0.003,-0.002,-0.004,-0.002,-0.003,-0.001,-0.006,-0.006,-0.006,-0.005,-0.008,-0.008,-0.006,-0.009,-0.002,-0.014,-0.031,-0.008,-0.008,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,81.010%,97.371%,49.627%,-6.572%,68.962%,25.724%,100.000%,100.000%,94.679%,99.343%,94.771%,-,92.603%,67.364%,79.392%,84.749%,72.254%,52.222%,62.254%,98.380%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-775.808%,-308.440%,-377.091%,-1272.566%,-3663.352%,-12396.024%,-406.714%,-481.506%,-546.503%,-710.813%,-455.769%,-2627.830%,-491.062%,-211.612%,-182.024%,-149.327%,-77.133%,-538.829%,-33.274%,-279.405%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-1232.044%,-179.528%,-435.258%,-1295.270%,-4405.336%,-12864.163%,-407.854%,-485.711%,-576.292%,-726.013%,-539.749%,-4533.496%,-580.616%,-268.282%,-219.571%,-169.715%,-140.241%,-623.732%,-38.029%,-278.596%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,6.164%,-232.558%,-210.729%,-969.307%,-1488.141%,-4582.180%,-82.986%,-473.260%,-509.162%,-595.044%,-391.910%,-615.674%,-634.730%,-219.150%,-339.062%,-50.709%,-199.592%,-770.746%,-61.250%,-164.032%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-111,504","-129,432","-151,697","-187,783","-159,826","-251,704","-164,695","-170,444","-186,736","-207,794","-173,710","-1,055,879","-169,325","-159,506","-131,777","-202,256","-137,458","-540,265","-94,848","-302,810",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-209.043%,-179.305%,-147.791%,-75.946%,-,-32.539%,-278.813%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,639,819,806,824,812,803,801,871,"1,824","2,038","1,998","2,033","2,031","1,960","1,998","2,102","2,149","2,212","2,142",643,Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-112,143","-130,251","-152,503","-188,607","-160,638","-252,507","-165,496","-171,315","-188,560","-209,832","-175,708","-1,057,912","-171,356","-161,466","-133,775","-204,358","-139,607","-542,477","-96,990","-303,453",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-211.612%,-182.024%,-149.327%,-77.133%,-,-33.274%,-279.405%,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"14,455","42,229",-,"14,821","4,385","2,037",-,"35,579","34,503","29,520","38,552","40,258","34,895","76,303","73,493","136,853","180,994","100,677","291,488","108,607",Upgrade,Financials in CAD,Fiscal year is January - December
Advertising Expenses,58,"2,088",402,-,"1,702","5,306","1,859",-,"10,337","3,342","1,765",-,"3,223","4,658","16,517",-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
