Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q2 2015,Q1 2015,+20 Quarters,Currency,Fiscal_Year_period
EPS (Basic),-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-24,227","-24,227","-49,409","-79,856","11,488","11,488","-13,933","-22,417","-68,013","-68,013","-75,690","-95,610","-40,077","-40,077","-15,129","-43,045","-13,523","-13,523","-224,089","-120,961",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.000,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,73.714%,82.226%,69.728%,100.000%,100.000%,99.916%,-,47.059%,31.448%,34.715%,68.706%,62.551%,72.732%,50.359%,6.274%,68.227%,-,-,62.076%,74.307%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-22.361%,-211.661%,89.577%,-216.318%,-237.374%,-280.006%,-58149.485%,-10944.706%,-38790.837%,-27536.010%,-6387.127%,-5068.142%,-5727.061%,-3642.308%,-45920.392%,-753.342%,-,-,-492.573%,-70.481%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-58.274%,-260.502%,58.593%,-237.559%,-259.788%,-313.538%,-88721.134%,-15601.345%,-44162.670%,-32139.767%,-7494.737%,-13046.185%,-5840.073%,-3740.103%,-21496.863%,-2500.866%,-,-,-497.328%,-71.016%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-31.091%,-42.048%,-79.134%,-230.099%,36.550%,43.859%,-7181.959%,-3767.563%,-7693.778%,-8809.974%,-5383.357%,-5568.433%,-2077.605%,-2055.231%,-5932.941%,-1164.953%,-,-,-308.773%,-38.364%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-9,924","-114,455","59,679",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-330,710","-196,099",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-12.736%,-198.644%,95.583%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-62.195%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"7,500","7,500","3,750",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"26,770","26,125",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-17,424","-121,955","55,929","-75,073","-74,609","-73,342","-112,810","-65,121","-342,911","-212,578","-89,803","-87,020","-110,475","-71,025","-117,097","-27,836","-29,800","-16,307","-357,480","-222,224",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-22.360%,-211.661%,89.577%,-216.317%,-237.374%,-280.006%,-,-,-,-,-,-,-,-,-,-,-,-,-,-70.481%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,543",Upgrade,Financials in USD,Fiscal year is January - December
