Fiscal Quarter,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"621,562,333","516,732,435","271,165,969","136,653,564","84,169,583","68,325,203","43,196,439","20,335,239","30,758,499","12,549,491","12,321,639","12,752,506","12,272,252","12,257,640","12,257,640","12,257,640","17,061,316","4,321,132","3,590,974","3,590,974",Upgrade,Financials in USD,Fiscal year is September - August
Shares Outstanding (Diluted),"621,562,333","516,732,435","271,165,969","445,003,054","84,169,583","68,325,203","43,196,439","20,335,239","30,758,499","12,549,491","12,321,639","12,752,506","12,272,252","12,257,640","12,257,640","12,257,640","17,061,316","4,321,132","3,590,974","3,590,974",Upgrade,Financials in USD,Fiscal year is September - August
Shares Change (YoY),638.464%,656.284%,527.751%,2088.335%,173.647%,444.446%,250.574%,59.461%,150.635%,2.381%,0.522%,4.037%,-28.070%,183.667%,241.346%,241.346%,375.117%,20.333%,-,-,Upgrade,Financials in USD,Fiscal year is September - August
EPS (Basic),-0.021,-0.001,-0.002,0.003,-0.030,-0.041,-0.049,-0.017,-0.034,-0.219,-0.062,-0.030,-0.030,0.000,-0.001,-0.001,-0.000,-0.011,-0.002,-0.007,Upgrade,Financials in USD,Fiscal year is September - August
EPS (Diluted),-0.021,-0.001,-0.002,0.001,-0.030,-0.041,-0.050,-0.020,-0.034,-0.219,-0.062,-0.030,-0.030,0.000,-0.001,-0.001,-0.000,-0.011,-0.002,-0.007,Upgrade,Financials in USD,Fiscal year is September - August
Free Cash Flow,"-290,825","-237,444","-343,891","-116,228","-284,964","-421,154","-479,491","-294,953","-479,155","-535,317","-340,788","-182,380","-90,252","-17,780",-45,"-15,331","-7,108","-23,318",-45,"-5,263",Upgrade,Financials in USD,Fiscal year is September - August
Free Cash Flow Per Share,-0.000,-0.000,-0.001,-0.000,-0.003,-0.006,-0.011,-0.015,-0.016,-0.043,-0.028,-0.014,-0.007,-0.001,-0.000,-0.001,-0.000,-0.005,-0.000,-0.001,Upgrade,Financials in USD,Fiscal year is September - August
Gross Margin,-,1.467%,-22.395%,19.944%,-7.761%,22.425%,74.229%,71.302%,-,14.997%,-,71.009%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
Operating Margin,-,-43.310%,-171.939%,-38.669%,-93.799%,-52.739%,-1597.490%,-9804.879%,-,-6256.648%,-,-3665.800%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
Profit Margin,-,-59.891%,-80.241%,66.666%,-406.550%,-298.597%,-8176.209%,-7797.439%,-,-13916.805%,-,-3853.214%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
Free Cash Flow Margin,-,-29.965%,-54.813%,-20.407%,-45.209%,-44.780%,-1857.340%,-6511.104%,-,-2710.466%,-,-1823.253%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
EBITDA,"-753,457","-158,185","-252,277","-153,744","-548,448","-495,103","-411,510","-443,261","-1,609,701","-1,234,815","-410,042","-365,992","-524,462",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
EBITDA Margin,-,-19.963%,-40.211%,-26.993%,-87.011%,-52.643%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
D&A For EBITDA,"189,941","185,003","826,453","66,502","42,785",899,898,900,898,873,873,698,188,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
EBIT,"-943,398","-343,188","-1,078,730","-220,246","-591,233","-496,002","-412,408","-444,161","-1,610,599","-1,235,688","-410,915","-366,690","-524,650","-5,825","-4,682","-14,761","-4,104","-17,550","-5,178","-24,204",Upgrade,Financials in USD,Fiscal year is September - August
EBIT Margin,-,-43.310%,-171.939%,-38.669%,-93.799%,-52.739%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
Revenue as Reported,-,"792,406","627,390","569,562","630,320","940,491","25,816","4,530",-,"19,750",-,"10,003",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
Advertising Expenses,-,"25,671","14,644","9,319",-,"16,234",-498,"51,022",-,"80,705","14,262","1,432",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
