Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+9 Quarters,Currency,Fiscal_Year_period
Earnings From Continuing Operations,"-786,388","-1,945,183","-1,017,628","-3,051,323","-1,424,079","-1,759,246","-2,508,355","-6,542,556","-2,889,874","-4,363,785","-939,076","-8,231,426","-2,670,841","-2,769,511","-3,102,761","-15,438,830","-7,667,152","-7,646,182","-2,109,536","-7,634,032",Upgrade,Financials in CAD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-219,562",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-786,388","-1,945,183","-1,017,628","-3,051,323","-1,424,079","-1,759,246","-2,508,355","-6,542,556","-2,889,874","-4,363,785","-939,076","-8,231,426","-2,670,841","-2,769,511","-3,102,761","-15,438,830","-7,667,152","-7,646,182","-2,109,536","-7,853,594",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-786,388","-1,945,183","-1,017,628","-3,051,323","-1,424,079","-1,759,246","-2,508,355","-6,542,556","-2,889,874","-4,363,785","-939,076","-8,231,426","-2,670,841","-2,769,511","-3,102,761","-15,438,830","-7,667,152","-7,646,182","-2,109,536","-7,853,594",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"100,824,201","93,733,975","90,834,210","94,910,769","87,142,161","83,517,820","75,802,901","79,774,881","59,726,627","54,382,783","45,973,986","48,266,405","41,271,574","41,271,574","36,344,033","41,537,962","26,566,915","24,889,167","22,970,463","24,119,355",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"100,824,201","93,733,975","90,834,210","94,910,769","87,142,161","83,517,820","75,802,901","79,774,881","59,726,627","54,382,783","45,973,986","48,266,405","41,271,574","41,271,574","36,344,033","41,537,962","26,566,915","24,889,167","22,970,463","24,119,355",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),15.701%,12.232%,19.829%,18.973%,45.902%,53.574%,64.882%,65.280%,44.716%,31.768%,26.497%,16.198%,55.350%,65.821%,58.221%,72.218%,21.698%,37.211%,44.597%,62.659%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.008,-0.021,-0.011,-0.032,-0.016,-0.021,-0.033,-0.082,-0.048,-0.080,-0.020,-0.171,-0.065,-0.067,-0.085,-0.372,-0.289,-0.307,-0.092,-0.326,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.008,-0.021,-0.011,-0.032,-0.016,-0.021,-0.033,-0.082,-0.048,-0.080,-0.020,-0.171,-0.065,-0.067,-0.085,-0.372,-0.289,-0.307,-0.092,-0.326,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-268,723","-2,207,046","74,096","-860,343","2,664,654","-1,184,818","-2,068,333","-888,835","-3,055,571","-370,194","-3,171,486","-4,085,701","-1,728,249","-3,072,269","-3,545,972","-3,809,785","-2,732,873","-6,572,569","-2,475,351","-5,793,653",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.003,-0.024,0.001,-0.009,0.031,-0.014,-0.027,-0.011,-0.051,-0.007,-0.069,-0.085,-0.042,-0.074,-0.098,-0.092,-0.103,-0.264,-0.108,-0.240,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,56.901%,47.076%,46.478%,28.405%,45.790%,44.889%,50.243%,-169.407%,68.275%,64.660%,173.464%,138.604%,51.335%,29.410%,149.026%,-,-148.644%,-7.575%,784.793%,524.050%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-12.369%,-29.292%,-13.807%,-46.454%,-21.529%,-56.097%,-201.825%,-433.559%,-310.681%,-221.020%,-62.788%,-264.275%,-260.585%,-341.476%,-1076.123%,-,-643.029%,-646.493%,-761.099%,-6172.387%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-12.534%,-31.770%,-15.788%,-50.406%,-22.775%,-53.071%,-214.349%,-575.879%,-374.694%,-395.788%,-90.473%,-675.920%,-270.337%,-349.588%,-1145.323%,-,-869.335%,-1077.735%,-808.552%,-6399.865%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-4.283%,-36.047%,1.150%,-14.212%,42.614%,-35.742%,-176.748%,-78.236%,-396.178%,-33.576%,-305.550%,-335.495%,-174.930%,-387.805%,-1308.926%,-,-309.865%,-926.408%,-948.763%,-4721.226%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-557,464","-1,557,836","-782,620","-2,669,145","-1,112,377","-1,699,841","-2,203,867","-4,874,619","-2,227,539","-2,236,951","-447,307","-3,176,702","-2,413,028","-2,613,504","-2,650,253","-6,549,631","-5,300,387","-4,215,814","-1,614,881","-7,317,025",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-8.885%,-25.443%,-12.142%,-44.093%,-17.790%,-51.279%,-188.330%,-,-288.817%,-202.887%,-43.095%,-260.853%,-244.242%,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"218,536","235,611","107,302","142,941","233,839","159,694","157,931","51,049","168,628","199,922","204,405","41,674","161,467","91,742","265,039","195,150","370,850","370,849","370,849","257,420",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-776,000","-1,793,447","-889,922","-2,812,086","-1,346,216","-1,859,535","-2,361,798","-4,925,668","-2,396,167","-2,436,873","-651,712","-3,218,376","-2,574,495","-2,705,246","-2,915,292","-6,744,781","-5,671,237","-4,586,663","-1,985,730","-7,574,445",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-12.369%,-29.291%,-13.806%,-46.454%,-21.529%,-56.097%,-201.825%,-,-,-221.020%,-62.788%,-264.275%,-260.585%,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"6,273,949","6,122,751","6,445,660","6,053,443","6,252,950","3,314,872","1,170,218","1,136,100","771,263","1,102,557","1,037,961","1,217,811","987,967","792,221","270,907",-,"881,956","709,468","260,903","122,715",Upgrade,Financials in CAD,Fiscal year is January - December
