Fiscal Quarter,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,+11 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-239,598","-138,408","-211,936","-31,513","-3,204","-6,370",-776,-776,-847,"-5,088","-364,242","-603,007","-899,248","-215,441","-83,584","-231,882","-15,593","-11,524","-14,401","-1,599",Upgrade,Financials in USD,Fiscal year is March - February
Shares Outstanding (Basic),"174,165,805","187,165,805","531,494,000","373,294,139","373,294,139","739,994,000","898,188,862","898,188,862","898,188,862","898,188,862",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Shares Outstanding (Diluted),"174,165,805","187,165,805","531,494,000","373,294,139","373,294,139","739,994,000","898,188,862","898,188,862","898,188,862","898,188,862",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Shares Change (YoY),-53.344%,-74.707%,-40.826%,-58.439%,-58.439%,-17.613%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
EPS (Basic),-0.001,-0.001,-0.000,-0.000,-0.000,-0.000,-,-,-,-0.000,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
EPS (Diluted),-0.001,-0.001,-0.000,-0.000,-0.000,-0.000,-,-,-,-0.000,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Free Cash Flow,"-209,467","-209,467","-211,413","-31,339","-2,205","-1,670",814,814,"-1,161","-1,089","-231,881","-11,085","-3,854","-7,650","-42,313","-41,752",-693,"-1,070","-6,522","-5,181",Upgrade,Financials in USD,Fiscal year is March - February
Free Cash Flow Per Share,-0.001,-0.001,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Gross Margin,-,100.000%,221.360%,1.589%,21.904%,50.816%,83.366%,83.366%,72.231%,68.873%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Operating Margin,-,-4613.633%,476.020%,-305.359%,-39.604%,-59.091%,-3.713%,-3.713%,-2.548%,-12.243%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Profit Margin,-,-4613.600%,-4238.720%,-305.359%,-39.604%,-59.091%,-3.708%,-3.708%,-2.548%,-12.246%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Free Cash Flow Margin,-,-6982.233%,-4228.260%,-303.672%,-27.256%,-15.492%,3.890%,3.890%,-3.492%,-2.621%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
EBITDA,"-238,925","-137,736","25,799","-29,515","-2,205","-5,371",222,222,152,"-4,088",-,"-601,710","-897,242","-214,199","-81,506","-231,757","-15,468","-11,399","-14,276","-1,375",Upgrade,Financials in USD,Fiscal year is March - February
EBITDA Margin,-,-,515.980%,-285.998%,-27.256%,-49.824%,1.061%,1.061%,0.457%,-9.839%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
D&A For EBITDA,673,673,"1,998","1,998",999,999,999,999,999,999,-,125,125,125,125,125,125,125,125,125,Upgrade,Financials in USD,Fiscal year is March - February
EBIT,"-239,598","-138,409","23,801","-31,513","-3,204","-6,370",-777,-777,-847,"-5,087","-209,598","-601,835","-897,367","-214,324","-81,631","-231,882","-15,593","-11,524","-14,401","-1,500",Upgrade,Financials in USD,Fiscal year is March - February
EBIT Margin,-,-,476.020%,-,-39.604%,-59.091%,-3.713%,-3.713%,-2.548%,-12.243%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
