Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"2,998,000","2,633,000","3,608,000","2,548,000","2,165,000","840,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"10,601,000","17,514,000","34,764,000","27,040,000","19,586,000","18,045,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-791,000","-515,000","-473,000","-247,000","-11,000","-78,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-1,893,000","-1,893,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"2,047,000",-,-,"1,868,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"161,000","-18,000","-49,000","-2,000","-53,000","-32,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,"-12,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-511,000","-511,000","-193,000","-1,725,000",-,"1,072,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"7,567,000","14,577,000","36,096,000","25,066,000","19,522,000","20,863,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,697,000","3,849,000","10,196,000","6,144,000","2,107,000","2,431,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"5,870,000","10,728,000","25,900,000","18,922,000","17,415,000","18,432,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"5,870,000","10,728,000","25,900,000","18,922,000","17,415,000","18,432,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"229,000","80,000","-165,000","-494,000","-265,000","-8,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"6,099,000","10,808,000","25,735,000","18,428,000","17,150,000","18,424,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"6,099,000","10,808,000","25,735,000","18,428,000","17,150,000","18,424,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-64.912%,-58.003%,39.652%,7.452%,-6.915%,63.900%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,033,548,128","2,039,736,531","2,048,288,128","2,049,299,538","2,012,359,226","1,802,751,622",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,047,989,934","2,069,710,308","2,084,431,989","2,115,687,598","2,078,537,878","1,860,191,676",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-0.948%,-0.706%,-1.477%,1.787%,11.738%,22.455%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.003,0.005,0.013,0.009,0.009,0.010,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.003,0.005,0.012,0.009,0.008,0.010,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-65.086%,-57.720%,41.384%,4.820%,-16.172%,33.784%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"7,136,000","18,603,000","14,777,000","-5,831,000","17,078,000","5,833,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.003,0.009,0.007,-0.003,0.008,0.003,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,28.560%,30.168%,35.626%,36.164%,32.974%,37.137%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,5.537%,7.777%,13.402%,13.719%,12.459%,14.483%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,2.346%,4.159%,10.279%,9.991%,13.632%,18.348%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,2.745%,7.159%,5.902%,-3.161%,13.574%,5.809%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"41,180,000","45,019,000","54,102,000","42,563,000","23,200,000","18,778,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,15.840%,17.325%,21.610%,23.077%,18.440%,18.700%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"26,784,000","24,810,000","20,548,000","17,259,000","7,525,000","4,235,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"14,396,000","20,209,000","33,554,000","25,304,000","15,675,000","14,543,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,5.537%,7.777%,13.402%,13.719%,12.459%,14.483%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,22.426%,26.405%,28.247%,24.511%,10.793%,11.652%,Upgrade,Financials in USD,Fiscal year is January - December
