Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,-,-,"26,026","134,068",-,-,-,"-107,774","428,656","-430,000",-,"882,738","16,041",-,"7,123",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"4,139,791","-7,125,981","-169,448","-14,666,188","382,394","-2,688,452","-2,510,579","-6,477,754","-1,469,567","-2,266,785","-3,166,759","-4,282,387","-6,420,181","-1,488,881","-677,163","-2,365,102","-77,207","286,174","173,756","855,184",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,"-1,032,000",-,-,-,"-44,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"4,139,791","-7,125,981","-169,448","-14,666,188","382,394","-2,688,452","-2,510,579","-5,445,754","-1,469,567","-2,266,785","-3,166,759","-4,238,387","-6,420,181","-1,488,881","-677,163","-2,365,102","-77,207","286,174","173,756","855,184",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"53,998","11,805,719","-789,782",-,"-945,909","-3,652,488","-173,327",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"4,193,789","4,679,738","-959,230","-14,666,188","-563,515","-6,340,940","-2,683,906","-5,445,754","-1,469,567","-2,266,785","-3,166,759","-4,238,387","-6,420,181","-1,488,881","-677,163","-2,365,102","-77,207","286,174","173,756","855,184",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,"-1,950,635",-,-,-,"-308,225","136,793","-487,696",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"4,193,789","4,679,738","-959,230","-16,616,823","-563,515","-6,340,940","-2,683,906","-5,753,979","-1,332,774","-2,754,481","-3,166,759","-4,238,387","-6,420,181","-1,488,881","-677,163","-2,365,102","-77,207","286,174","173,756","855,184",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"4,193,789","4,679,738","-959,230","-16,616,823","-563,515","-6,340,940","-2,683,906","-5,753,979","-1,332,774","-2,754,481","-3,166,759","-4,238,387","-6,420,181","-1,488,881","-677,163","-2,365,102","-77,207","286,174","173,756","855,184",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-89.321%,-90.059%,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"92,399,774","80,559,825","72,546,612","72,389,647","71,867,107","71,655,553","56,479,012","42,632,611","37,546,891","31,171,811","26,545,972","25,578,534","22,609,563","21,151,880","21,036,875","82,942,500","375,000","375,000","375,000","375,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"116,380,530","80,559,825","72,546,612","72,389,647","71,867,107","71,655,553","56,479,012","42,632,611","37,546,891","31,171,811","26,545,972","25,578,534","22,609,563","21,151,880","21,036,875","82,942,500","375,000","375,000","375,000","375,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),61.939%,12.426%,28.449%,69.799%,91.406%,129.873%,112.759%,66.673%,66.066%,47.371%,26.188%,-69.161%,5929.217%,5540.501%,5509.833%,22018.000%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.045,0.058,-0.013,-0.230,-0.008,-0.088,-0.048,-0.135,-0.035,-0.088,-0.119,-0.166,-0.284,-0.070,-0.032,-0.029,-0.206,0.763,0.463,2.280,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.040,0.057,-0.013,-0.230,-0.008,-0.091,-0.048,-0.135,-0.035,-0.088,-0.120,-0.169,-0.284,-0.070,-0.032,-0.029,-0.206,0.763,0.463,2.280,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,016,630","-4,316,924","6,513,919","-2,402,435","-1,660,540","-281,839","989,379","-1,749,290","-581,990","-2,943,156","503,954","-1,572,288","-533,804","-1,966,855","-907,204","-21,068","-140,277","399,362","707,424","964,284",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.009,-0.054,0.090,-0.033,-0.023,-0.004,0.018,-0.041,-0.016,-0.094,0.019,-0.061,-0.024,-0.093,-0.043,-0.000,-0.374,1.065,1.886,2.571,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,45.259%,47.510%,28.823%,55.677%,40.439%,21.495%,37.801%,69.184%,65.688%,69.070%,66.237%,66.455%,56.792%,58.930%,62.483%,66.792%,64.209%,64.508%,65.163%,61.738%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,2.751%,-9.965%,3.551%,-30.639%,-16.950%,-17.456%,-8.129%,-17.137%,-12.329%,-10.271%,-19.517%,-37.721%,-156.697%,-31.978%,-17.506%,14.698%,15.205%,7.325%,4.681%,17.934%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,34.570%,66.383%,-6.854%,-135.451%,-10.484%,-75.634%,-22.536%,-25.003%,-9.921%,-16.313%,-26.214%,-65.277%,-181.348%,-47.798%,-27.324%,-75.534%,-2.690%,7.223%,4.566%,17.902%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-8.380%,-61.236%,46.542%,-19.583%,-30.892%,-3.362%,8.308%,-7.601%,-4.332%,-17.430%,4.172%,-24.215%,-15.078%,-63.143%,-36.606%,-0.673%,-4.888%,10.080%,18.590%,20.185%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"716,145","-319,163","881,200","-2,957,990","-398,597","-660,021","-170,118","-641,147","-1,085,121","-1,153,004","-2,118,462","-2,209,927","-5,308,214","-832,400","-421,360","472,602","448,748","302,586","190,516","860,846",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,5.903%,-4.527%,6.296%,-24.112%,-7.415%,-7.873%,-1.428%,-2.786%,-8.077%,-6.828%,-17.536%,-34.036%,-149.939%,-26.723%,-17.002%,15.094%,15.636%,7.638%,5.006%,18.020%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"382,435","383,349","384,263","800,731","512,511","803,472","797,991","3,302,656","571,225","581,284","239,248","239,250","239,252","163,686","12,493","12,369","12,370","12,369","12,369","4,123",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"333,710","-702,512","496,937","-3,758,721","-911,108","-1,463,493","-968,109","-3,943,803","-1,656,346","-1,734,288","-2,357,710","-2,449,177","-5,547,466","-996,086","-433,853","460,233","436,378","290,217","178,147","856,723",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,2.751%,-9.965%,3.550%,-30.639%,-16.950%,-17.456%,-8.129%,-17.137%,-12.329%,-10.271%,-19.517%,-37.721%,-156.696%,-31.978%,-17.506%,14.698%,15.205%,7.325%,4.681%,17.934%,Upgrade,Financials in USD,Fiscal year is January - December
