Fiscal Quarter,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,+8 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Investments,-,-,-,-,"-288,000",-,-,-,"-2,235,000",-,-,"200,000",-,-,-,-,"-6,200,000",-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Assets,-,"786,000","-964,000",-,"-831,000",-,-,"831,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Asset Writedown,-,"-471,000",-,-,"545,000",-,-,"-795,000",-,-,-,-,-,-,-,-,"-2,132,000",-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Other Unusual Items,-,-,-,-,-,"803,000",-,-,-,-,-,-,-,-,-,-,"-415,000","40,000",-,"-824,000",Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,-,"-1,077,000","-3,233,000","-3,079,000","2,618,000","472,000","-3,461,000","-2,442,000","-3,140,000","3,671,000","-7,897,000","-3,165,000","-2,461,000","-947,000","-4,775,000","-3,312,000","-18,606,000","-3,693,000","-2,793,000","-4,167,000",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Continuing Operations,-,"-1,077,000","-3,233,000","-3,079,000","2,618,000","472,000","-3,461,000","-2,442,000","-3,140,000","3,671,000","-7,897,000","-3,165,000","-2,461,000","-947,000","-4,775,000","-3,312,000","-18,606,000","-3,693,000","-2,793,000","-4,167,000",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Discontinued Operations,-,-,-,-,"-12,971,000",-,-,"-1,745,000","-52,150,000","-1,082,000","-728,000","-114,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Company,-,"-1,077,000","-3,233,000","-3,079,000","-10,353,000","472,000","-3,461,000","-4,187,000","-55,290,000","2,589,000","-8,625,000","-3,279,000","-2,461,000","-947,000","-4,775,000","-3,312,000","-18,606,000","-3,693,000","-2,793,000","-4,167,000",Upgrade,Financials in USD,Fiscal year is October - September
Minority Interest in Earnings,-,"-33,000",-,"13,000","-18,000","68,000","-11,000","123,000","72,000","65,000","14,000","91,000","26,000","121,000","110,000","235,000","391,000",-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Net Income,-,"-1,110,000","-3,233,000","-3,066,000","-10,371,000","540,000","-3,472,000","-4,064,000","-55,218,000","2,654,000","-8,611,000","-3,188,000","-2,435,000","-826,000","-4,665,000","-3,077,000","-18,215,000","-3,693,000","-2,793,000","-4,167,000",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,-,"-1,110,000","-3,233,000","-3,066,000","-10,371,000","540,000","-3,472,000","-4,064,000","-55,218,000","2,654,000","-8,611,000","-3,188,000","-2,435,000","-826,000","-4,665,000","-3,077,000","-18,215,000","-3,693,000","-2,793,000","-4,167,000",Upgrade,Financials in USD,Fiscal year is October - September
Net Income Growth,-,-,-,-,-,-79.653%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Basic Shares Outstanding,-,"2,603,384","2,438,464","2,288,172","2,260,749","2,246,073","2,236,871","2,302,316","2,231,430","2,081,377","1,377,629","696,801","642,846","664,109","572,247","524,023","479,802","362,217","153,987","139,314",Upgrade,Financials in USD,Fiscal year is October - September
Diluted Shares Outstanding,-,"2,603,384","2,438,464","2,288,172","2,260,749","2,246,073","2,236,871","2,302,316","2,231,430","2,854,503","1,377,629","696,801","642,846","664,109","572,247","524,023","479,802","362,217","153,987","139,314",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),-,15.908%,9.012%,-0.614%,1.314%,-21.315%,62.371%,230.412%,247.117%,329.824%,140.740%,32.971%,33.982%,83.346%,271.620%,276.145%,387.936%,309.202%,93.417%,111.207%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-,-0.426,-1.326,-1.340,-4.587,0.240,-1.552,-1.765,-24.746,1.275,-6.251,-4.575,-3.788,-1.244,-8.152,-5.872,-37.964,-10.196,-18.138,-29.911,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-,-0.426,-1.326,-1.340,-4.909,0.240,-1.552,-1.765,-24.746,0.621,-6.251,-4.575,-3.788,-1.244,-8.152,-5.872,-37.964,-10.196,-18.138,-29.911,Upgrade,Financials in USD,Fiscal year is October - September
EPS Growth,-,-,-,-,-,-61.282%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-,-37.389%,-45.891%,-65.977%,-,-60.873%,-83.825%,-97.103%,-69.360%,-63.965%,-40.062%,-55.229%,-46.073%,-15.009%,-188.224%,-220.655%,-845.585%,-1098.397%,-1302.041%,-823.964%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-,-28.982%,-83.025%,-75.536%,-,12.947%,-83.946%,-96.509%,-1222.449%,48.895%,-156.877%,-60.505%,-47.217%,-15.894%,-227.007%,-234.527%,-1449.085%,-1183.654%,-1425.000%,-1232.840%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-,-15.901%,-7.601%,-16.630%,-,-34.260%,-49.057%,-46.687%,-15.054%,-69.528%,-69.885%,-18.770%,-18.906%,-11.603%,-93.917%,-115.854%,-193.477%,-451.923%,-1057.143%,-187.870%,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,-,"-1,099,000","-1,302,000","-2,146,000","3,994,000","-1,948,000","-2,806,000","-3,439,000","-1,488,000","-1,955,000","-704,000","-2,177,000","-1,642,000","-175,000","-3,341,000","-2,395,000","-10,099,797","-3,185,000","-2,316,000","-2,564,000",Upgrade,Financials in USD,Fiscal year is October - September
EBITDA Margin,-,-28.695%,-33.436%,-52.870%,-,-46.703%,-67.843%,-81.667%,-32.942%,-36.017%,-12.826%,-41.317%,-31.840%,-3.367%,-162.579%,-182.546%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
D&A For Ebitda,"333,000","333,000","485,000","532,000","591,000","591,000","661,000","650,000","1,645,000","1,517,000","1,495,000","733,000","734,000","605,000","527,000","500,000","529,203","242,000","236,000","221,000",Upgrade,Financials in USD,Fiscal year is October - September
EBIT,-,"-1,432,000","-1,787,000","-2,678,000","3,403,000","-2,539,000","-3,467,000","-4,089,000","-3,133,000","-3,472,000","-2,199,000","-2,910,000","-2,376,000","-780,000","-3,868,000","-2,895,000","-10,629,000","-3,427,000","-2,552,000","-2,785,000",Upgrade,Financials in USD,Fiscal year is October - September
EBIT Margin,-,-37.389%,-45.891%,-65.977%,-,-60.873%,-83.825%,-97.103%,-69.360%,-63.965%,-40.062%,-55.229%,-46.073%,-15.009%,-188.224%,-220.655%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"621,000",-,-,Upgrade,Financials in USD,Fiscal year is October - September
