Fiscal Quarter,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+20 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-6,857,930","-8,061,398","-8,216,265","-9,584,422","-9,904,470","-9,808,625","-14,212,716","-9,440,784","-10,702,647","-13,223,767","-9,845,772","-9,888,181","-13,631,575","-9,760,484","-7,511,872","-6,879,581","-8,310,123","-7,573,180","-12,439,532","-10,060,553",Upgrade,Financials in USD,Fiscal year is August - July
Income Tax Expense,"2,950",-,19,"-3,337,117","2,950",-,"-2,416,675","1,542","1,450","1,500","-875,035",-,"2,450",-,"-9,563","3,520","4,904","2,435",-272,-,Upgrade,Financials in USD,Fiscal year is August - July
Net Income,"-6,860,880","-8,061,398","-8,216,284","-6,247,305","-9,907,420","-9,808,625","-11,796,041","-9,442,326","-10,704,097","-13,225,267","-8,970,737","-9,888,181","-13,634,025","-9,760,484","-7,502,309","-6,883,101","-8,315,027","-7,575,615","-12,439,260","-10,060,553",Upgrade,Financials in USD,Fiscal year is August - July
Net Income to Common,"-6,860,880","-8,061,398","-8,216,284","-6,247,305","-9,907,420","-9,808,625","-11,796,041","-9,442,326","-10,704,097","-13,225,267","-8,970,737","-9,888,181","-13,634,025","-9,760,484","-7,502,309","-6,883,101","-8,315,027","-7,575,615","-12,439,260","-10,060,553",Upgrade,Financials in USD,Fiscal year is August - July
Shares Outstanding (Basic),"2,587,341","1,790,301","1,789,620","1,788,892","1,787,039","1,780,788","1,774,608","1,697,069","1,303,486","1,216,870","1,044,961","997,867","486,910","484,024","444,230","302,948","285,119","250,883","241,242","231,238",Upgrade,Financials in USD,Fiscal year is August - July
Shares Outstanding (Diluted),"2,587,341","1,790,301","1,789,620","1,788,892","1,787,039","1,780,788","1,774,608","1,697,069","1,303,486","1,216,870","1,044,961","997,867","486,910","484,024","444,230","302,948","285,119","250,883","241,242","231,238",Upgrade,Financials in USD,Fiscal year is August - July
Shares Change (YoY),44.784%,0.534%,0.846%,5.411%,37.097%,46.342%,69.825%,70.070%,167.706%,151.407%,135.230%,229.386%,70.774%,92.928%,84.143%,31.011%,80.279%,147.307%,148.826%,145.708%,Upgrade,Financials in USD,Fiscal year is August - July
EPS (Basic),-2.652,-4.503,-4.591,-3.492,-5.544,-5.508,-6.647,-5.564,-8.212,-10.868,-8.585,-9.909,-28.001,-20.165,-16.888,-22.720,-29.163,-30.196,-51.563,-43.507,Upgrade,Financials in USD,Fiscal year is August - July
EPS (Diluted),-2.652,-4.503,-4.591,-3.492,-5.544,-5.508,-6.647,-5.564,-8.212,-10.868,-8.585,-9.909,-28.001,-20.165,-16.888,-22.720,-29.163,-30.196,-51.563,-43.507,Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow,"-6,626,975","-6,126,634","-6,916,159","-5,340,687","-10,258,098","-9,868,252","-8,451,574","-13,057,181","-10,851,278","-9,738,604","-9,362,044","-8,211,464","-7,440,644","-8,131,212","-8,092,744","-7,693,614","-6,449,322","-6,778,187","-6,235,222","-5,829,279",Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow Per Share,-2.561,-3.422,-3.865,-2.985,-5.740,-5.542,-4.763,-7.694,-8.325,-8.003,-8.959,-8.229,-15.281,-16.799,-18.217,-25.396,-22.620,-27.017,-25.846,-25.209,Upgrade,Financials in USD,Fiscal year is August - July
EBITDA,"-7,601,050","-7,244,486","-8,069,837","-9,482,971","-9,350,470","-9,851,498","-13,812,168","-10,372,924","-11,968,053","-12,990,049","-10,154,190","-9,780,330","-13,468,096","-9,782,305","-7,458,940","-6,852,295","-8,419,068","-7,442,663","-12,539,610","-9,210,007",Upgrade,Financials in USD,Fiscal year is August - July
D&A For EBITDA,"62,457","62,383","62,586","64,741","65,963","63,996","64,790","64,006","58,024","50,044","50,717","54,350","55,497","56,071","60,277","61,694","60,870","60,871","61,358","82,163",Upgrade,Financials in USD,Fiscal year is August - July
EBIT,"-7,663,507","-7,306,869","-8,132,423","-9,547,712","-9,416,433","-9,915,494","-13,876,958","-10,436,930","-12,026,077","-13,040,093","-10,204,907","-9,834,680","-13,523,593","-9,838,376","-7,519,217","-6,913,989","-8,479,938","-7,503,534","-12,600,968","-9,292,170",Upgrade,Financials in USD,Fiscal year is August - July
