Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
EPS Growth,-,-65.995%,162.135%,49.995%,-43.508%,-38.493%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,756,341","1,687,639","-3,137,728","-7,526,256","-964,903","-5,653,028",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.008,0.010,-0.022,-0.051,-0.010,-0.071,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,25.445%,34.581%,65.230%,44.119%,42.688%,43.635%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-46.594%,-22.475%,26.181%,21.447%,12.834%,16.050%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-22.187%,12.635%,30.836%,13.389%,8.435%,12.513%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-5.133%,4.848%,-8.861%,-20.208%,-3.830%,-25.324%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,852,841","1,537,015","15,524,278","11,246,738","5,340,903","4,394,030",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-5.415%,4.415%,43.841%,30.198%,21.199%,19.684%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"14,091,066","9,361,137","6,253,400","3,259,255","2,107,469","811,328",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-15,943,907","-7,824,122","9,270,878","7,987,483","3,233,434","3,582,702",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-46.593%,-22.475%,26.181%,21.447%,12.834%,16.050%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,26.882%,19.477%,23.851%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"25,193,958","22,322,568",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,"443,984","926,459",Upgrade,Financials in USD,Fiscal year is January - December
