Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+8 Quarters,Currency,Fiscal_Year_period
EPS (Basic),-0.016,-0.015,-0.014,-0.038,-0.017,-0.023,-0.023,-0.019,-0.034,-0.023,-0.019,-0.028,-0.059,-0.049,-0.047,-0.156,-0.083,-0.074,-0.064,-0.127,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.016,-0.015,-0.014,-0.038,-0.017,-0.023,-0.023,-0.019,-0.034,-0.023,-0.019,-0.028,-0.059,-0.049,-0.047,-0.156,-0.083,-0.074,-0.064,-0.127,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-552,473","-604,988","-420,340","-1,675,753","-913,782","-1,582,208","-1,161,171","-1,864,154","-2,122,714","-2,564,044","-3,846,139","-5,593,714","-5,018,769","-5,076,483","-5,522,204","-6,670,869","-6,330,266","-8,291,302","-6,705,557","-6,837,762",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.003,-0.004,-0.002,-0.010,-0.006,-0.010,-0.007,-0.012,-0.014,-0.017,-0.026,-0.038,-0.034,-0.035,-0.040,-0.052,-0.054,-0.079,-0.068,-0.070,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,27.975%,35.058%,-165.850%,-88.900%,-99.289%,-,-24.598%,17.769%,-64.346%,39.400%,19.955%,-164.147%,-278.163%,-181.119%,-106.473%,-267.156%,-,20.289%,-30.466%,-226.795%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-65.651%,-211.789%,-723.362%,-647.639%,-651.808%,-1888.744%,-390.832%,-90.257%,-782.361%,-139.042%,-254.025%,-1065.230%,-1675.430%,-1437.642%,-1023.351%,-1921.661%,-38330.626%,-616.510%,-1449.375%,-1636.912%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-198.934%,-328.597%,-1007.251%,-2619.888%,-784.930%,-2246.814%,-452.567%,-192.613%,-1089.105%,-165.971%,-242.431%,-1214.504%,-1803.660%,-1619.994%,-968.815%,-2261.363%,-37796.168%,-626.337%,-1228.205%,-1891.540%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-41.574%,-77.198%,-174.946%,-686.716%,-259.827%,-991.737%,-147.638%,-123.191%,-446.583%,-121.014%,-320.199%,-1651.925%,-1034.446%,-1138.350%,-817.784%,-757.146%,-24428.920%,-672.700%,-1303.546%,-1041.118%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-833,656","-1,609,131","-1,644,285","-1,521,209","-1,932,826","-2,652,590","-2,740,827","-1,302,225","-3,438,289","-2,182,743","-2,850,016","-3,541,856","-7,804,749","-6,311,008","-6,353,488","-16,669,841","-9,153,418","-7,132,632","-7,021,906","-10,743,327",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-62.733%,-205.330%,-,-,-,-,-,-86.056%,-,-103.018%,-237.269%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"38,768","50,618","93,722","59,185","359,503","360,693","333,061","63,575","280,454","763,271","201,260","65,205","323,853","100,173","556,834","261,026","779,197","466,104","433,811","7,439",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-872,424","-1,659,749","-1,738,007","-1,580,394","-2,292,329","-3,013,283","-3,073,888","-1,365,800","-3,718,743","-2,946,014","-3,051,276","-3,607,061","-8,128,602","-6,411,181","-6,910,322","-16,930,867","-9,932,615","-7,598,736","-7,455,717","-10,750,766",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-65.651%,-211.789%,-,-,-,-,-,-90.257%,-,-139.042%,-254.025%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"1,328,887","783,680","240,268","244,024","351,688","159,539","786,498","1,513,227","475,323","2,118,794","1,201,173","338,618","485,165","445,951","675,264","881,054","25,913","1,232,541","514,409","656,771",Upgrade,Financials in CAD,Fiscal year is January - December
