Fiscal Quarter,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,Q3 2010,Q2 2010,Q1 2010,Q4 2009,Q3 2009,Q2 2009,Q1 2009,Q4 2008,Q3 2008,Q2 2008,Q1 2008,Q4 2007,+20 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,-,-,-,-,-,"-52,478",-,"-3,806,966",-,-,-,-,-,-,-,-,-,"152,706","-140,903",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-785,184","-668,299","-581,838","-548,350","-605,617","-624,875","-709,734","-4,722,077","-1,119,189","-942,487","-927,049","-899,051","-932,845","-1,023,396","-919,743","-1,024,505","-767,714","-1,448,295","-1,274,998","-890,585",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-785,184","-668,299","-581,838","-548,350","-605,617","-624,875","-709,734","-4,722,077","-1,119,189","-942,487","-927,049","-899,051","-932,845","-1,023,396","-919,743","-1,024,505","-767,714","-1,448,295","-1,274,998","-890,585",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-785,184","-668,299","-581,838","-548,350","-605,617","-624,875","-709,734","-4,722,077","-1,119,189","-942,487","-927,049","-899,051","-932,845","-1,023,396","-919,743","-1,024,505","-767,714","-1,448,295","-1,274,998","-890,585",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"165,734","165,734","165,734","165,734","165,734","165,734","165,734","105,120","85,512","85,512","85,512","85,512","85,512","85,512","85,512","85,512","85,512","85,512","85,512","85,530",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"165,734","165,734","165,734","165,734","165,734","165,734","165,734","105,120","85,512","85,512","85,512","85,512","85,512","85,512","85,512","85,512","85,512","85,512","85,512","85,530",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,-,-,57.662%,93.814%,93.814%,93.814%,22.930%,-,-,-,-,-,-,-,-0.021%,-,-,8.841%,12.574%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.738,-4.032,-3.511,-3.309,-3.654,-3.770,-4.282,-44.921,-13.088,-11.022,-10.841,-10.514,-10.909,-11.968,-10.756,-11.981,-8.978,-16.937,-14.910,-10.413,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.738,-4.032,-3.511,-3.309,-3.654,-3.770,-4.282,-44.921,-13.088,-11.022,-10.841,-10.514,-10.909,-11.968,-10.756,-11.981,-8.978,-16.937,-14.910,-10.413,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-522,574","-397,426","-525,411","-384,317","-551,071","-589,788","-773,533","-634,767","-658,530","-857,202","-651,675","-719,951","-716,834","-724,077","-927,743","-776,381","-797,178","-789,591","-791,036","-842,039",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.153,-2.398,-3.170,-2.319,-3.325,-3.559,-4.667,-6.038,-7.701,-10.024,-7.621,-8.419,-8.383,-8.468,-10.849,-9.079,-9.322,-9.234,-9.251,-9.845,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,71.169%,65.048%,69.206%,70.399%,67.623%,49.114%,66.214%,77.025%,69.004%,62.244%,64.874%,96.472%,46.088%,32.810%,44.606%,73.689%,36.986%,68.070%,55.001%,48.436%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-159.501%,-124.122%,-80.273%,-122.225%,-149.754%,-70.568%,-203.185%,-162.103%,-952.211%,-219.391%,-1088.836%,-1102.026%,-797.214%,-631.422%,-936.990%,-1243.767%,-478.610%,-1156.449%,-335.687%,-855.776%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-167.391%,-142.034%,-85.511%,-122.976%,-153.435%,-90.156%,-198.456%,-1319.432%,-1194.694%,-285.258%,-1329.713%,-1328.307%,-953.381%,-738.983%,-1054.135%,-1301.405%,-490.430%,-1660.032%,-530.431%,-844.180%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-111.406%,-84.465%,-77.218%,-86.189%,-139.615%,-85.094%,-216.295%,-177.365%,-702.957%,-259.445%,-934.730%,-1063.695%,-732.615%,-522.848%,-1063.304%,-986.219%,-509.252%,-905.027%,-329.091%,-798.164%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-725,277","-561,958","-523,098","-518,434","-563,246","-460,962","-700,028","-553,171","-863,601","-695,574","-730,033","-713,121","-748,222","-841,908","-784,061","-947,545","-716,993","-974,043","-771,843","-860,730",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-154.620%,-119.433%,-76.878%,-116.267%,-142.700%,-66.507%,-195.742%,-154.566%,-,-210.526%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"22,896","22,063","23,095","26,566","27,845","28,147","26,617","26,974","28,430","29,291","29,082","32,774","31,820","32,530","33,472","31,586","32,218","34,901","35,049","42,088",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-748,173","-584,021","-546,193","-545,000","-591,091","-489,109","-726,645","-580,145","-892,031","-724,865","-759,115","-745,895","-780,042","-874,438","-817,533","-979,131","-749,211","-1,008,944","-806,892","-902,818",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-159.501%,-124.122%,-80.273%,-122.225%,-149.754%,-70.568%,-203.185%,-162.103%,-,-219.391%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"469,071","470,522","680,422","445,900","394,707","693,103","357,628","357,887","93,680","330,398","69,718","67,684","97,846","138,487","87,251","78,723","156,539","87,245","240,370","105,497",Upgrade,Financials in USD,Fiscal year is January - December
