Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),-,"1,000","-5,000","-7,000","-13,000","-3,000","-18,000","-7,000","18,000","-2,000","2,000","4,000","-2,000",-,"-4,000","-3,000",-,-,"3,000","9,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"479,000","1,925,000","2,365,000","-4,899,000","743,000","-714,000","2,475,000","2,710,000","716,000","64,000","45,000","45,000","52,000","9,000","53,000","67,000","35,000","92,000","101,000","33,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,909,000","-4,860,000","-7,678,000","-16,510,000","-7,930,000","-7,712,000","-7,819,000","-6,969,000","-15,295,000","-14,981,000","-16,389,000","-13,953,000","-13,771,000","-14,022,000","-9,842,000","-11,871,000","-5,251,000","-6,222,000","-5,725,000","-6,487,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,"-36,000",-,-,-,-,-,-,-,-,-,-,-,"42,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,909,000","-4,860,000","-7,678,000","-16,510,000","-7,930,000","-7,712,000","-7,819,000","-7,005,000","-15,295,000","-14,981,000","-16,389,000","-13,953,000","-13,771,000","-14,022,000","-9,842,000","-11,871,000","-5,251,000","-6,222,000","-5,725,000","-6,445,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"30,000","31,000",-,"18,000",-,"300,000",-,-,-,-,-,-,-,-,-,-,"300,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,939,000","-4,891,000","-7,678,000","-16,528,000","-7,930,000","-8,012,000","-7,819,000","-7,005,000","-15,295,000","-14,981,000","-16,389,000","-13,953,000","-13,771,000","-14,022,000","-9,842,000","-11,871,000","-5,551,000","-6,222,000","-5,725,000","-6,445,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,939,000","-4,891,000","-7,678,000","-16,528,000","-7,930,000","-8,012,000","-7,819,000","-7,005,000","-15,295,000","-14,981,000","-16,389,000","-13,953,000","-13,771,000","-14,022,000","-9,842,000","-11,871,000","-5,551,000","-6,222,000","-5,725,000","-6,445,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"852,801","852,723","852,136","625,966","558,564","463,205","383,763","383,763","273,161","264,843","264,832","263,558","263,217","261,393","256,813","252,821","230,936","178,076","154,132","148,464",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"852,801","852,723","852,136","625,966","558,564","463,205","383,763","383,763","273,161","264,843","264,832","263,558","263,217","261,393","256,813","252,821","230,936","178,076","154,132","148,464",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),52.677%,84.092%,122.047%,63.113%,104.482%,74.898%,44.908%,45.609%,3.778%,1.320%,3.123%,4.247%,13.978%,46.787%,66.619%,70.291%,55.920%,20.433%,8.364%,12.714%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-5.792,-5.736,-9.010,-26.404,-14.197,-17.297,-20.375,-18.253,-55.993,-56.566,-61.885,-52.941,-52.318,-53.643,-38.324,-46.954,-24.037,-34.940,-37.143,-43.411,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-5.792,-5.736,-9.010,-26.404,-14.197,-17.297,-20.375,-18.327,-56.000,-56.566,-61.885,-53.624,-52.318,-53.643,-38.324,-46.954,-24.037,-34.940,-37.143,-43.411,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,503,000","-7,183,000","-9,420,000","-6,006,000","-8,926,000","-7,270,000","-10,874,000","-10,664,000","-10,634,000","-11,950,000","-18,257,000","-12,616,000","-11,139,000","-12,045,000","-14,413,000","-7,159,000","-2,723,000","-5,321,000","-6,218,000","-6,805,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-5.280,-8.424,-11.055,-9.595,-15.980,-15.695,-28.335,-27.788,-38.929,-45.121,-68.938,-47.868,-42.319,-46.080,-56.123,-28.316,-11.791,-29.881,-40.342,-45.836,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,59.717%,68.308%,-,-,2.778%,97.087%,-,-,-,-,-,-,-9.945%,-44.944%,22.009%,-163.768%,100.000%,-,-,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1970.671%,-2000.923%,-49390.000%,-,-4903.889%,-205.098%,-168650.000%,-,-,-,-82300.000%,-,-7657.459%,-7906.742%,-4755.502%,-17433.333%,-178.800%,-,-,-20870.968%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1745.230%,-1504.923%,-38390.000%,-,-4405.556%,-265.210%,-130316.667%,-,-,-,-81945.000%,-,-7608.287%,-7877.528%,-4709.091%,-17204.348%,-185.033%,-,-,-20790.323%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1591.166%,-2210.154%,-47100.000%,-,-4958.889%,-240.649%,-181233.333%,-,-,-,-91285.000%,-,-6154.144%,-6766.854%,-6896.172%,-10375.362%,-90.767%,-,-,-21951.613%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,482,000","-6,414,000","-9,790,000","-10,062,000","-8,743,000","-6,113,000","-10,037,000","-9,265,000","-15,665,000","-14,708,000","-16,355,000","-13,927,000","-13,752,000","-13,968,000","-9,831,000","-11,920,000","-5,253,000","-6,201,000","-5,724,000","-6,339,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-202.350%,-,-,-,-,-,-,-,-,-,-,-175.100%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"95,000","89,000","88,000","85,000","84,000","83,000","82,000","82,000","90,000","105,000","105,000","106,000","108,000","106,000","108,000","109,000","111,000","129,000","128,000","131,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,577,000","-6,503,000","-9,878,000","-10,147,000","-8,827,000","-6,196,000","-10,119,000","-9,347,000","-15,755,000","-14,813,000","-16,460,000","-14,033,000","-13,860,000","-14,074,000","-9,939,000","-12,029,000","-5,364,000","-6,330,000","-5,852,000","-6,470,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-205.098%,-,-,-,-,-,-,-,-,-,-,-178.800%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"283,000","325,000","20,000",-,"180,000","3,021,000","6,000",-,"-438,000",-,"20,000",-,"181,000","178,000","209,000","69,000","3,000,000",-,-,"31,000",Upgrade,Financials in USD,Fiscal year is January - December
