Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"111,000","117,000","134,000","157,000","113,000","116,000","121,000","92,000","81,000","41,000","46,000","48,000","36,000","38,000","60,000","82,000","57,000","63,000","89,000","94,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Equity Investments,"4,000","2,000","-9,000","-10,000","9,000","9,000","8,000","-27,000","-1,000","-17,000","-12,000","8,000",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"36,000","16,000","-2,000","33,000","-2,000","-57,000","36,000","131,000","7,000","-118,000","-71,000","-70,000","-13,000","-10,000","-151,000","11,000","64,000","51,000","50,000","-6,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,036,000","-926,000","-626,000","47,000","-1,282,000","-179,000","-94,000","744,000","195,000","58,000","-474,000","978,000","-1,053,000","-979,000","-732,000","-854,000","3,681,000","-1,465,000","-314,000","-717,000",Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,918,000",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"-9,000","-13,000","-24,000",-,"-95,000",-,"61,000","153,000","267,000","296,000","166,000","926,000","298,000",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-1,036,000","-926,000","-626,000","47,000","-1,282,000","-188,000","-107,000","720,000","195,000","-37,000","-474,000","1,039,000","-900,000","-712,000","-436,000","-688,000","4,607,000","-3,085,000","-314,000","-717,000",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,-,-,-,"197,000",-,"93,000","166,000","-458,000",-,-,-,"96,000",-,-,-,"-96,000","399,000",-,"180,000","-234,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,036,000","-926,000","-626,000","-150,000","-1,282,000","-281,000","-273,000","1,178,000","195,000","-37,000","-474,000","943,000","-900,000","-712,000","-436,000","-592,000","4,208,000","-3,085,000","-494,000","-483,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-1,036,000","-926,000","-626,000","-150,000","-1,282,000","-281,000","-273,000","1,178,000","195,000","-37,000","-474,000","943,000","-900,000","-712,000","-436,000","-592,000","4,208,000","-3,085,000","-494,000","-483,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-1,036,000","-926,000","-626,000","-150,000","-1,282,000","-281,000","-273,000","1,178,000","195,000","-37,000","-474,000","943,000","-900,000","-712,000","-436,000","-592,000","4,208,000","-3,085,000","-494,000","-483,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,24.920%,-,-,-,-,-,-,-,-,4681.818%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"19,272,495","19,442,819","19,591,906","19,987,774","20,367,631","20,334,153","20,334,153","20,392,231","20,627,424","20,813,853","20,936,672","21,016,282","20,761,085","20,612,840","20,626,608","20,648,448","20,648,448","20,648,448","20,700,133","20,813,254",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"19,272,495","19,442,819","19,591,906","19,987,774","20,367,631","20,334,153","20,334,153","20,643,129","20,912,159","20,813,853","20,936,672","22,295,112","20,761,085","20,612,840","20,626,608","20,648,448","21,796,236","20,648,448","20,700,133","20,813,254",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),-5.377%,-4.383%,-3.650%,-3.175%,-2.604%,-2.305%,-2.878%,-7.410%,0.728%,0.975%,1.503%,7.975%,-4.749%,-0.172%,-0.355%,-0.792%,4.182%,-8.174%,-1.503%,-0.965%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.054,-0.048,-0.032,-0.008,-0.063,-0.014,-0.013,0.058,0.009,-0.002,-0.023,0.045,-0.043,-0.035,-0.021,-0.029,0.204,-0.149,-0.024,-0.023,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.054,-0.050,-0.032,-0.010,-0.063,-0.014,-0.013,0.058,0.009,-0.002,-0.023,0.045,-0.043,-0.035,-0.021,-0.030,0.190,-0.150,-0.024,-0.023,Upgrade,Financials in CAD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,28.746%,-,-,-,-,-,-,-,-,4417.356%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-408,000","-365,000","378,000","-366,000","97,000","81,000","2,131,000","-2,228,000","454,000","-89,000","614,000","-691,000","-270,000","-782,000","-200,000","568,000","4,692,000","47,000","242,000","6,000",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.021,-0.019,0.019,-0.018,0.005,0.004,0.105,-0.108,0.022,-0.004,0.029,-0.031,-0.013,-0.038,-0.010,0.028,0.215,0.002,0.012,0.000,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,54.730%,54.672%,48.259%,64.762%,49.423%,59.454%,59.452%,64.428%,48.707%,56.004%,54.777%,61.505%,50.952%,58.393%,64.808%,56.897%,83.947%,63.012%,64.587%,55.812%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-32.610%,-25.538%,-14.632%,-2.392%,-45.532%,-4.378%,-5.128%,9.486%,2.205%,3.071%,-7.594%,13.938%,-33.846%,-32.011%,-18.162%,-32.032%,49.473%,-87.940%,-9.463%,-15.340%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-28.826%,-22.652%,-12.530%,-3.175%,-42.268%,-5.444%,-5.932%,19.536%,3.233%,-0.568%,-9.574%,12.470%,-30.070%,-24.144%,-13.354%,-21.211%,57.636%,-178.015%,-12.949%,-12.644%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-11.352%,-8.929%,7.566%,-7.746%,3.198%,1.569%,46.306%,-36.949%,7.527%,-1.367%,12.402%,-9.138%,-9.021%,-26.517%,-6.126%,20.351%,64.265%,2.712%,6.343%,0.157%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-860,000","-740,000","-346,000","161,750","-1,004,000","149,000","139,000","843,000","491,000","570,000","-10,000","1,306,000","-663,000","-593,000","-262,000","-597,500","4,027,000","-1,110,000","53,000","-338,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-23.929%,-18.102%,-6.926%,3.423%,-33.102%,2.886%,3.020%,13.980%,8.140%,8.753%,-0.202%,17.270%,-22.152%,-20.108%,-8.024%,-21.408%,55.157%,-64.051%,1.389%,-8.848%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"312,000","304,000","385,000","274,750","377,000","375,000","375,000","271,000","358,000","370,000","366,000","252,000","350,000","351,000","331,000","296,500","415,000","414,000","414,000","248,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-1,172,000","-1,044,000","-731,000","-113,000","-1,381,000","-226,000","-236,000","572,000","133,000","200,000","-376,000","1,054,000","-1,013,000","-944,000","-593,000","-894,000","3,612,000","-1,524,000","-361,000","-586,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-32.610%,-25.538%,-14.632%,-2.392%,-45.532%,-4.378%,-5.128%,9.486%,2.205%,3.071%,-7.594%,13.938%,-33.846%,-32.011%,-18.162%,-32.032%,49.473%,-87.940%,-9.463%,-15.340%,Upgrade,Financials in CAD,Fiscal year is January - December
Effective Tax Rate,-,-,-,419.149%,-,-,-,-,-,-,-,9.240%,-,-,-,-,8.661%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
