Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"89,000","-149,000","-12,000","51,000","99,000","76,000","68,000","35,000","63,000","47,000","-6,000","32,000","14,000","15,000","5,000","8,000","23,000","-4,000","31,000","11,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-527,000","309,000","828,000","-1,191,000","2,850,000","-502,000","-582,000","-3,100,000","5,296,000","-2,023,000","-4,159,000","737,000","-809,000","-620,000","2,656,000","-1,065,000","-1,362,000","-2,436,000","-3,369,000","-3,058,000",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,"-81,000",-,-,-,-,-,"-34,000","-167,000",-,"7,000","6,000",-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,"-672,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Legal Settlements,-,"-147,000",-,-,"-2,573,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,"-4,000","-103,000",-,-,-,-,-,"-47,000","-46,000","-89,000","-213,000","-70,000","-117,000",-,-,"-454,000",-,"-370,000",-,"-2,924,000",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-531,000","59,000","156,000","-1,191,000","277,000","-502,000","-582,000","-3,147,000","5,169,000","-2,112,000","-4,372,000","667,000","-926,000","-620,000","2,622,000","-1,686,000","-1,362,000","-2,799,000","-3,363,000","-5,982,000",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,"13,000","-13,000",-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Continuing Operations,"-531,000","59,000","156,000","-1,191,000","277,000","-502,000","-582,000","-3,147,000","5,169,000","-2,112,000","-4,372,000","654,000","-913,000","-620,000","2,622,000","-1,686,000","-1,362,000","-2,799,000","-3,363,000","-5,982,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Discontinued Operations,"-54,000","63,000","-3,489,000",-,"136,000","79,000","13,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-585,000","122,000","-3,333,000","-1,191,000","413,000","-423,000","-569,000","-3,147,000","5,169,000","-2,112,000","-4,372,000","654,000","-913,000","-620,000","2,622,000","-1,686,000","-1,362,000","-2,799,000","-3,363,000","-5,982,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-585,000","122,000","-3,333,000","-1,191,000","413,000","-423,000","-569,000","-3,147,000","5,169,000","-2,112,000","-4,372,000","654,000","-913,000","-620,000","2,622,000","-1,686,000","-1,362,000","-2,799,000","-3,363,000","-5,982,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-92.010%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"409,039,064","409,039,064","409,039,064","405,413,856","409,039,064","408,984,777","406,754,039","403,951,367","404,054,387","404,054,387","404,054,387","406,824,261","358,219,105","349,948,978","348,973,785","348,527,823","348,352,981","347,799,885","346,024,635","91,789,702",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"409,039,064","418,953,642","423,958,978","405,413,856","472,318,208","408,984,777","406,754,039","403,951,367","480,431,159","404,054,387","404,054,387","408,510,020","358,219,105","349,948,978","359,342,852","348,527,823","348,352,981","347,799,885","346,024,635","91,789,702",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),-13.398%,2.437%,4.230%,0.362%,-1.689%,1.220%,0.668%,-1.116%,34.117%,15.461%,12.443%,17.210%,2.832%,0.618%,3.849%,279.703%,507.946%,496.133%,504.914%,57.622%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.001,0.000,-0.008,-0.003,0.001,-0.001,-0.001,-0.008,0.013,-0.005,-0.011,0.002,-0.003,-0.002,0.008,-0.005,-0.004,-0.008,-0.010,-0.065,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.001,0.000,-0.008,-0.003,0.001,-0.001,-0.001,-0.008,0.010,-0.010,-0.011,0.002,-0.003,-0.002,0.008,-0.010,-0.004,-0.010,-0.010,-0.065,Upgrade,Financials in CAD,Fiscal year is January - December
EPS Growth,-,-,-,-,-91.260%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"1,773,000","895,000","621,000","1,479,000","1,714,000","304,000","1,746,000","46,000","2,282,000","939,000","1,725,000","-6,308,000","-6,977,000","-3,150,000","-3,671,000","1,169,000","-2,596,000","225,000","-7,316,000","-1,175,000",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.004,0.002,0.001,0.004,0.004,0.001,0.004,0.000,0.005,0.002,0.004,-0.015,-0.019,-0.009,-0.010,0.003,-0.007,0.001,-0.021,-0.013,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,41.781%,39.721%,48.547%,40.767%,43.112%,26.619%,35.117%,23.824%,63.825%,29.575%,18.637%,58.154%,38.417%,51.559%,67.092%,40.525%,40.459%,32.830%,42.653%,4.827%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,0.896%,5.442%,8.123%,-1.057%,12.657%,0.932%,0.489%,-7.784%,32.578%,-5.982%,-19.033%,12.734%,1.997%,3.360%,29.186%,0.455%,-9.396%,-29.146%,-47.697%,-186.106%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-2.426%,0.550%,-15.907%,-4.295%,1.500%,-1.483%,-2.281%,-12.199%,28.212%,-11.382%,-26.258%,4.665%,-6.829%,-4.984%,20.767%,-14.757%,-17.973%,-47.513%,-66.779%,-390.215%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,7.354%,4.038%,2.964%,5.333%,6.223%,1.066%,7.000%,0.178%,12.455%,5.060%,10.360%,-44.999%,-52.188%,-25.322%,-29.075%,10.232%,-34.257%,3.819%,-145.274%,-76.647%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"1,435,000","2,384,000","2,945,000","130,500","4,176,000","588,000","1,159,000","-1,646,000","6,862,000","-88,000","-2,373,000","2,202,000","1,221,000","1,325,000","4,594,000","461,750","-88,000","-1,132,000","-1,922,000","-2,645,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,5.952%,10.757%,14.055%,0.470%,15.162%,2.061%,4.647%,-6.380%,37.452%,-0.474%,-14.252%,15.708%,9.133%,10.651%,36.385%,4.042%,-1.161%,-19.216%,-38.165%,-172.537%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"1,219,000","1,178,000","1,243,000","423,500","690,000","322,000","1,037,000","362,000","893,000","1,022,000","796,000","417,000","954,000","907,000","909,000","409,750","624,000","585,000","480,000","208,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"216,000","1,206,000","1,702,000","-293,000","3,486,000","266,000","122,000","-2,008,000","5,969,000","-1,110,000","-3,169,000","1,785,000","267,000","418,000","3,685,000","52,000","-712,000","-1,717,000","-2,402,000","-2,853,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,0.896%,5.442%,8.123%,-1.056%,12.657%,0.932%,0.489%,-7.784%,32.578%,-5.982%,-19.033%,12.734%,1.997%,3.360%,29.186%,0.455%,-9.396%,-29.146%,-47.697%,-186.106%,Upgrade,Financials in CAD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,1.949%,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"24,109,000","22,162,000","20,953,000","27,733,000","27,542,000","28,529,000","24,942,000","25,797,000","18,322,000","18,556,000","16,650,000","14,018,000","13,369,000","12,440,000","12,626,000","11,425,000","7,578,000","5,891,000","5,036,000","1,533,000",Upgrade,Financials in CAD,Fiscal year is January - December
