Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-326,000,000","-337,000,000","-331,000,000","-372,000,000","-431,000,000","-138,000,000","-170,000,000","-116,000,000","-135,000,000","-105,000,000","-102,000,000","-83,000,000","-109,000,000","-112,000,000","-115,000,000","-33,000,000","-98,000,000","-182,000,000","-141,000,000","-91,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Interest & Investment Income,-,-,-,"27,000,000",-,-,-,"5,000,000",-,-,-,-,-,-,-,"1,000,000",-,-,-,"5,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-91,000,000",-,-,-,"-44,000,000",-,-,-,"18,000,000",-,-,-,"-157,000,000",-,-,-,"-13,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,000,000","-1,000,000",-,"-49,000,000",-,-,"1,000,000","-26,000,000",-,-,-,"-35,000,000","-1,000,000",-,"1,000,000","-32,000,000","1,000,000",-,"1,000,000","-20,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
EBT Excluding Unusual Items,"1,753,000,000","305,000,000","1,137,000,000","1,389,000,000","218,000,000","512,000,000","1,325,000,000","1,766,000,000","564,000,000","332,000,000","1,335,000,000","1,486,000,000","598,000,000","355,000,000","919,000,000","1,539,000,000","366,000,000","358,000,000","1,557,000,000","1,919,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Merger & Restructuring Charges,"-41,000,000","-30,000,000","-28,000,000","160,000,000","-33,000,000","22,000,000",-,"206,000,000",-,"-65,000,000","-504,000,000",-,-,-,-,-,-,-,-,"-128,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"-1,000,000",-,-,-,-,-,-,-,"-56,000,000",-,-,-,"-2,000,000",-,-,-,"34,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Asset Writedown,-,-,-,"-65,000,000",-,-,-,-,-,-,-,"-7,000,000",-,-,-,-,-,-,-,"-63,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Other Unusual Items,-,-,"-127,000,000","-245,000,000","-69,000,000","-258,000,000",-,"-206,000,000",-,"51,000,000","-157,000,000",-,-,-,-,"399,000,000",-,-,-,-,Upgrade,Financials in SEK,Fiscal year is January - December
Pretax Income,"1,712,000,000","275,000,000","982,000,000","1,238,000,000","116,000,000","276,000,000","1,325,000,000","1,766,000,000","564,000,000","318,000,000","674,000,000","1,423,000,000","598,000,000","355,000,000","919,000,000","1,936,000,000","366,000,000","358,000,000","1,557,000,000","1,762,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Income Tax Expense,"248,000,000","51,000,000","182,000,000","212,000,000","22,000,000","54,000,000","258,000,000","380,000,000","113,000,000","60,000,000","131,000,000","182,000,000","125,000,000","87,000,000","223,000,000","434,000,000","88,000,000","75,000,000","375,000,000","402,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Net Income,"1,464,000,000","224,000,000","800,000,000","1,026,000,000","94,000,000","222,000,000","1,067,000,000","1,386,000,000","451,000,000","258,000,000","543,000,000","1,241,000,000","473,000,000","268,000,000","696,000,000","1,502,000,000","278,000,000","283,000,000","1,182,000,000","1,360,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Net Income to Common,"1,464,000,000","224,000,000","800,000,000","1,026,000,000","94,000,000","222,000,000","1,067,000,000","1,386,000,000","451,000,000","258,000,000","543,000,000","1,241,000,000","473,000,000","268,000,000","696,000,000","1,502,000,000","278,000,000","283,000,000","1,182,000,000","1,360,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Net Income Growth,1457.447%,0.901%,-25.023%,-25.974%,-79.157%,-13.953%,96.501%,11.684%,-4.651%,-3.731%,-21.983%,-17.377%,70.144%,-5.300%,-41.117%,10.441%,-48.708%,-43.287%,30.897%,128.571%,Upgrade,Financials in SEK,Fiscal year is January - December
Shares Outstanding (Basic),"343,013,416","340,594,228","339,826,597","339,571,161","315,931,581","310,619,195","296,270,780","296,001,290","295,932,119","295,319,743","295,155,297","295,149,731","295,144,629","295,007,237","294,899,097","294,896,839","294,896,839","294,744,579","294,299,740","294,299,740",Upgrade,Financials in SEK,Fiscal year is January - December
Shares Outstanding (Diluted),"346,842,463","344,748,411","344,066,148","342,879,915","318,798,779","313,901,652","299,336,870","299,010,309","298,721,286","297,977,075","297,477,540","296,898,071","296,654,487","296,019,976","298,733,689","297,878,877","297,450,656","297,000,174","297,133,788","296,179,148",Upgrade,Financials in SEK,Fiscal year is January - December
Shares Change (YoY),8.797%,9.827%,14.943%,14.672%,6.721%,5.344%,0.625%,0.711%,0.697%,0.661%,-0.420%,-0.329%,-0.268%,-0.330%,0.538%,0.574%,0.524%,0.512%,2.720%,9.526%,Upgrade,Financials in SEK,Fiscal year is January - December
EPS (Basic),4.268,0.658,2.354,3.021,0.298,0.715,3.601,4.682,1.524,0.874,1.840,4.205,1.603,0.908,2.360,5.093,0.943,0.960,4.016,4.621,Upgrade,Financials in SEK,Fiscal year is January - December
EPS (Diluted),4.220,0.650,2.330,2.991,0.298,0.710,3.565,4.635,1.510,0.860,1.830,4.183,1.590,0.900,2.330,5.036,0.930,0.953,3.980,4.594,Upgrade,Financials in SEK,Fiscal year is January - December
EPS Growth,1318.335%,-8.451%,-34.634%,-35.478%,-80.293%,-17.442%,94.784%,10.811%,-5.046%,-4.444%,-21.459%,-16.937%,70.968%,-5.548%,-41.457%,9.624%,-49.180%,-43.618%,27.564%,109.687%,Upgrade,Financials in SEK,Fiscal year is January - December
Free Cash Flow,"1,180,000,000","2,302,000,000","2,230,000,000","838,000,000","956,000,000","349,000,000","1,920,000,000","1,847,000,000","732,000,000","283,000,000","1,642,000,000","2,089,000,000","254,000,000","1,387,000,000","1,693,000,000","704,000,000","376,000,000","1,928,000,000","1,877,000,000","966,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
Free Cash Flow Per Share,3.402,6.677,6.481,2.444,2.999,1.112,6.414,6.177,2.450,0.950,5.520,7.036,0.856,4.685,5.667,2.363,1.264,6.492,6.317,3.262,Upgrade,Financials in SEK,Fiscal year is January - December
Gross Margin,81.288%,76.571%,75.687%,80.184%,78.038%,71.388%,79.633%,78.164%,76.694%,73.762%,76.528%,79.248%,74.501%,75.615%,80.169%,81.161%,78.721%,77.557%,77.538%,78.712%,Upgrade,Financials in SEK,Fiscal year is January - December
Operating Margin,30.171%,11.816%,23.465%,27.386%,12.558%,13.342%,28.517%,32.504%,17.479%,11.275%,29.178%,32.394%,18.825%,14.544%,28.216%,38.420%,15.589%,17.590%,36.581%,41.677%,Upgrade,Financials in SEK,Fiscal year is January - December
Profit Margin,21.236%,4.116%,12.788%,14.993%,1.819%,4.557%,20.366%,23.139%,11.278%,6.656%,11.025%,25.347%,12.576%,8.346%,19.011%,32.788%,9.360%,9.218%,25.480%,27.812%,Upgrade,Financials in SEK,Fiscal year is January - December
Free Cash Flow Margin,17.116%,42.301%,35.646%,12.246%,18.498%,7.163%,36.648%,30.835%,18.305%,7.301%,33.340%,42.667%,6.754%,43.195%,46.244%,15.368%,12.660%,62.801%,40.461%,19.755%,Upgrade,Financials in SEK,Fiscal year is January - December
EBITDA,"3,004,000,000","1,558,000,000","2,377,000,000","2,657,000,000","1,585,000,000","1,287,000,000","2,158,000,000","2,191,000,000","1,278,000,000","999,000,000","1,990,000,000","1,926,000,000","1,202,000,000","957,000,000","1,518,000,000","2,090,000,000","972,000,000","1,050,000,000","2,204,000,000","2,301,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
EBITDA Margin,43.574%,28.629%,37.995%,38.828%,30.669%,26.416%,41.191%,36.578%,31.958%,25.774%,40.406%,39.338%,31.959%,29.804%,41.464%,45.623%,32.727%,34.202%,47.510%,47.055%,Upgrade,Financials in SEK,Fiscal year is January - December
D&A For EBITDA,"924,000,000","915,000,000","909,000,000","783,000,000","936,000,000","637,000,000","664,000,000","244,000,000","579,000,000","562,000,000","553,000,000","340,000,000","494,000,000","490,000,000","485,000,000","330,000,000","509,000,000","510,000,000","507,000,000","263,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
EBIT,"2,080,000,000","643,000,000","1,468,000,000","1,874,000,000","649,000,000","650,000,000","1,494,000,000","1,947,000,000","699,000,000","437,000,000","1,437,000,000","1,586,000,000","708,000,000","467,000,000","1,033,000,000","1,760,000,000","463,000,000","540,000,000","1,697,000,000","2,038,000,000",Upgrade,Financials in SEK,Fiscal year is January - December
EBIT Margin,30.171%,11.816%,23.465%,27.386%,12.558%,13.341%,28.517%,32.504%,17.479%,11.274%,29.178%,32.394%,18.825%,14.544%,28.216%,38.419%,15.589%,17.590%,36.581%,41.677%,Upgrade,Financials in SEK,Fiscal year is January - December
Effective Tax Rate,14.486%,18.545%,18.534%,17.124%,18.965%,19.565%,19.472%,21.517%,20.035%,18.868%,19.436%,12.790%,20.903%,24.507%,24.265%,22.417%,24.044%,20.950%,24.085%,22.815%,Upgrade,Financials in SEK,Fiscal year is January - December
