Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),-,-,-,"1,167,925,311",-,-,-,"1,167,925,311",-,-,-,"1,154,057,110",-,-,-,"998,981,262",-,-,-,"841,467,122",Upgrade,Financials in ILS,Fiscal year is January - December
Shares Outstanding (Diluted),-,-,-,"1,167,925,311",-,-,-,"1,167,925,311",-,-,-,"1,154,057,110",-,-,-,"998,981,262",-,-,-,"841,467,122",Upgrade,Financials in ILS,Fiscal year is January - December
Shares Change (YoY),-,-,-,-,-,-,-,1.202%,-,-,-,15.523%,-,-,-,18.719%,-,-,-,3.693%,Upgrade,Financials in ILS,Fiscal year is January - December
EPS (Basic),-,-,-,-0.006,-,-,-,-0.009,-,-,-,-0.014,-,-,-,-0.007,-,-,-,-0.006,Upgrade,Financials in ILS,Fiscal year is January - December
EPS (Diluted),-,-,-,-0.006,-,-,-,-0.009,-,-,-,-0.014,-,-,-,-0.007,-,-,-,-0.006,Upgrade,Financials in ILS,Fiscal year is January - December
Free Cash Flow,"-5,884,000","-6,126,000","-5,257,000","-6,139,000","-6,098,000","-6,806,000","-8,178,000","-6,836,000","-8,200,000","-7,839,000","-12,329,000","-9,182,000","-6,951,000","-9,271,000","-20,243,000","-4,277,000","-3,271,000","-3,216,000","-5,236,000","-3,560,000",Upgrade,Financials in ILS,Fiscal year is January - December
Free Cash Flow Per Share,-,-,-,-0.005,-,-,-,-0.006,-,-,-,-0.008,-,-,-,-0.004,-,-,-,-0.004,Upgrade,Financials in ILS,Fiscal year is January - December
EBITDA,"-6,047,000","-6,516,000","-7,534,000","-6,414,000","-6,800,000","-6,595,000","-7,507,000","-9,578,500","-7,620,000","-8,642,000","-9,037,000","-9,462,000","-9,872,000","-7,906,000","-9,881,000","-5,875,000","-4,044,000","-3,891,000","-4,781,000","-4,521,000",Upgrade,Financials in ILS,Fiscal year is January - December
D&A For EBITDA,"698,000","695,000","698,000","413,000","695,000","686,000","680,000","361,500","649,000","617,000","542,000","109,000","503,000","121,000","281,000","54,000","265,000","264,000","270,000","56,000",Upgrade,Financials in ILS,Fiscal year is January - December
EBIT,"-6,745,000","-7,211,000","-8,232,000","-6,827,000","-7,495,000","-7,281,000","-8,187,000","-9,940,000","-8,269,000","-9,259,000","-9,579,000","-9,571,000","-10,375,000","-8,027,000","-10,162,000","-5,929,000","-4,309,000","-4,155,000","-5,051,000","-4,577,000",Upgrade,Financials in ILS,Fiscal year is January - December
