Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Pretax Income,"5,714,000,000","5,714,000,000","6,555,000,000","8,134,000,000","5,989,000,000","4,198,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Income Tax Expense,"1,310,000,000","1,310,000,000","1,327,000,000","1,646,000,000","1,191,000,000","818,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Earnings From Continuing Operations,"4,404,000,000","4,404,000,000","5,228,000,000","6,488,000,000","4,798,000,000","3,380,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Earnings From Discontinued Operations,-,-,-,-,"8,000,000","1,284,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Net Income to Company,"4,404,000,000","4,404,000,000","5,228,000,000","6,488,000,000","4,806,000,000","4,664,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Net Income,"4,404,000,000","4,404,000,000","5,228,000,000","6,488,000,000","4,806,000,000","4,664,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Net Income to Common,"4,404,000,000","4,404,000,000","5,228,000,000","6,488,000,000","4,806,000,000","4,664,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Net Income Growth,-15.761%,-15.761%,-19.420%,34.998%,3.045%,-27.835%,Upgrade,Financials in ZAR,Fiscal year is July - June
Shares Outstanding (Basic),"444,200,000","444,200,000","444,200,000","453,000,000","456,500,000","456,500,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Shares Outstanding (Diluted),"444,200,000","444,200,000","444,200,000","453,000,000","456,500,000","456,500,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Shares Change (YoY),-,-,-1.943%,-0.767%,-,-,Upgrade,Financials in ZAR,Fiscal year is July - June
EPS (Basic),9.914,9.914,11.769,14.322,10.528,10.217,Upgrade,Financials in ZAR,Fiscal year is July - June
EPS (Diluted),9.914,9.914,11.769,14.322,10.528,10.217,Upgrade,Financials in ZAR,Fiscal year is July - June
EPS Growth,-15.762%,-15.762%,-17.827%,36.041%,3.045%,-27.835%,Upgrade,Financials in ZAR,Fiscal year is July - June
Free Cash Flow,"3,108,000,000","3,108,000,000","3,290,000,000","3,411,000,000","4,780,000,000","6,221,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Free Cash Flow Per Share,6.997,6.997,7.407,7.530,10.471,13.628,Upgrade,Financials in ZAR,Fiscal year is July - June
Dividend Per Share,3.590,3.590,3.420,3.260,2.620,-,Upgrade,Financials in ZAR,Fiscal year is July - June
Dividend Growth,4.971%,4.971%,4.908%,24.427%,-,-,Upgrade,Financials in ZAR,Fiscal year is July - June
Gross Margin,43.430%,43.430%,46.351%,47.288%,47.077%,50.863%,Upgrade,Financials in ZAR,Fiscal year is July - June
Operating Margin,19.890%,19.890%,21.934%,22.639%,21.466%,23.899%,Upgrade,Financials in ZAR,Fiscal year is July - June
Profit Margin,9.851%,9.851%,12.842%,16.806%,12.726%,13.857%,Upgrade,Financials in ZAR,Fiscal year is July - June
Free Cash Flow Margin,6.952%,6.952%,8.082%,8.835%,12.657%,18.482%,Upgrade,Financials in ZAR,Fiscal year is July - June
EBITDA,"10,301,000,000","10,301,000,000","10,189,000,000","9,933,000,000","9,183,000,000","9,097,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
EBITDA Margin,23.042%,23.042%,25.029%,25.729%,24.316%,27.027%,Upgrade,Financials in ZAR,Fiscal year is July - June
D&A For EBITDA,"1,409,000,000","1,409,000,000","1,260,000,000","1,193,000,000","1,076,000,000","1,053,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
EBIT,"8,892,000,000","8,892,000,000","8,929,000,000","8,740,000,000","8,107,000,000","8,044,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
EBIT Margin,19.890%,19.890%,21.934%,22.639%,21.466%,23.898%,Upgrade,Financials in ZAR,Fiscal year is July - June
Effective Tax Rate,22.926%,22.926%,20.244%,20.236%,19.886%,19.485%,Upgrade,Financials in ZAR,Fiscal year is July - June
