Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"771,000","746,000","748,000","2,000","564,000","456,000","462,000",-,"158,000","2,529,000","145,000","199,000","196,000","297,000","245,000","514,000","329,000","280,000","288,000","323,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,196,000","-927,000","-134,000","24,000","-144,000","-170,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-189,000","121,000","298,000","-236,000","205,000","-241,000","-31,000","1,195,000","-237,000","-95,000","68,000","46,000","-249,000","-390,000","-636,000","-1,199,000","-232,000","-238,000","261,000","449,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,000","-60,503,000","-443,000","-140,000","236,000","-221,000","-522,000","2,109,000","629,000","1,749,000","-5,170,000","-1,987,000","22,621,000","15,750,000","-16,380,000","-16,393,000","-76,000","582,000","10,736,000","-6,477,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"13,457,000","-41,299,000","15,429,000","12,416,000","10,412,000","-8,297,000","-12,035,000","-14,746,000","1,347,000","13,918,000","1,315,000","27,127,000","44,122,000","24,815,000","-13,039,000","-22,380,000","15,731,000","-28,742,000","-22,537,000","-29,097,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"125,000",-,-,-,-,-,"-21,000","-123,000",-,"-12,607,000","-8,396,000","-6,053,000",-,"-3,749,000",-,-,-,"-3,873,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-50,858,000",-,-,-,"-117,024,000",-,-,-,"-215,551,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-13,000",-,"18,000","16,000","-123,000","-262,000","-37,000","-447,000","-254,000","-2,216,000","-1,670,000","8,752,000","-138,000","-2,635,000","8,019,000","234,000","-46,000","192,000","-542,000","-1,507,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-182,000","-586,000","110,000","410,000","11,000","407,000","-66,000","-647,000","14,411,000","-1,480,000",-,"-1,100,000","-2,515,000",-,"-3,343,000","-134,000",-,-,-,"-7,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-2,320,000",-,-,"50,834,000","-129,491,000","-21,502,000",-,"-23,631,000",-,-,-,"200,606,000","-290,949,000",-,-,-,-,"-23,000","-1,194,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,"266,000",-,-,-,-,-,-,-,"-513,000","-810,000",-,"-11,000","-237,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"128,000","1,135,000","-367,000",-,"5,243,000",-,"5,200,000","-17,984,000",-,-,"-977,000",-,-,-,"649,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"11,322,000","-40,941,000","15,948,000","12,818,000","-119,191,000","-29,526,000","-11,003,000","-156,862,000","15,483,000","15,342,000","-868,000","11,617,000","-275,860,000","16,116,000","-8,600,000","-27,006,000","15,685,000","-28,573,000","-24,273,000","-40,928,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"19,016,000","10,238,000","18,003,000","7,950,000","-5,746,000","13,937,000","16,809,000","23,761,000","18,732,000","23,638,000","22,807,000","23,528,000","-12,408,000","13,463,000","15,524,000","14,181,000","-9,891,000","13,126,000","11,188,000","4,288,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-7,694,000","-51,179,000","-2,055,000","4,868,000","-113,445,000","-43,463,000","-27,812,000","-180,623,000","-3,249,000","-8,296,000","-23,675,000","-11,911,000","-263,452,000","2,653,000","-24,124,000","-41,187,000","25,576,000","-41,699,000","-35,461,000","-45,216,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-2,847,000","-3,153,000","-3,138,000","-2,233,000","-2,127,000","6,929,000","1,761,000","19,286,000","-6,539,000","-5,245,000","-3,706,000","-2,821,000","-7,193,000","-7,480,000","-5,269,000","-13,449,000","-10,119,000","5,266,000","8,916,000","17,228,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-10,541,000","-54,332,000","-5,193,000","2,635,000","-115,572,000","-36,534,000","-26,051,000","-161,337,000","-9,788,000","-13,541,000","-27,381,000","-14,732,000","-270,645,000","-4,827,000","-29,393,000","-54,636,000","15,457,000","-36,433,000","-26,545,000","-27,988,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-10,541,000","-54,332,000","-5,193,000","2,635,000","-115,572,000","-36,534,000","-26,051,000","-161,337,000","-9,788,000","-13,541,000","-27,381,000","-14,732,000","-270,645,000","-4,827,000","-29,393,000","-54,636,000","15,457,000","-36,433,000","-26,545,000","-27,988,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"347,360,904","344,934,086","341,631,554","339,123,492","337,466,885","313,620,015","304,708,692","302,394,671","301,118,445","296,321,886","292,719,359","280,299,168","271,183,423","260,039,695","237,701,059","220,043,797","213,754,418","206,349,166","197,735,936","131,059,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"347,360,904","344,934,086","341,631,554","339,123,492","337,466,885","313,620,015","304,708,692","302,394,671","301,118,445","296,321,886","292,719,359","280,299,168","271,183,423","260,039,695","237,701,059","220,043,797","364,291,532","206,349,166","197,735,936","131,059,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.932%,9.985%,12.117%,12.146%,12.071%,5.838%,4.096%,7.883%,11.039%,13.953%,23.146%,27.383%,-25.559%,26.019%,20.211%,67.897%,215.374%,81.971%,74.587%,35.912%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.030,-0.158,-0.015,0.008,-0.342,-0.116,-0.085,-0.534,-0.033,-0.046,-0.094,-0.053,-0.998,-0.019,-0.124,-0.248,0.072,-0.177,-0.134,-0.214,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.030,-0.158,-0.015,0.008,-0.342,-0.116,-0.085,-0.534,-0.033,-0.046,-0.094,-0.053,-1.000,-0.020,-0.124,-0.248,0.040,-0.177,-0.134,-0.221,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"43,291,000","10,726,000","32,689,000","-8,120,000","28,170,000","405,000","-17,276,000","-9,501,000","4,989,000","-20,767,000","-39,006,000","20,317,000","-18,774,000","-72,471,000","-8,460,000","3,595,000","6,893,000","-23,872,000","-81,618,000","-47,610,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.125,0.031,0.096,-0.024,0.083,0.001,-0.057,-0.031,0.017,-0.070,-0.133,0.072,-0.069,-0.279,-0.036,0.016,0.019,-0.116,-0.413,-0.363,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,51.616%,50.557%,49.323%,50.225%,48.151%,42.576%,43.135%,42.865%,46.058%,50.623%,48.912%,60.849%,53.581%,52.084%,47.610%,55.022%,48.684%,34.585%,36.564%,30.899%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,16.062%,18.157%,16.315%,14.660%,11.628%,5.857%,2.134%,-1.096%,7.998%,11.388%,9.920%,20.627%,16.603%,10.188%,9.442%,2.586%,16.736%,-22.756%,-41.223%,-46.774%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5.907%,-29.989%,-2.858%,1.424%,-61.828%,-18.868%,-13.676%,-82.394%,-4.742%,-6.351%,-13.071%,-6.919%,-127.199%,-2.349%,-16.845%,-34.651%,10.375%,-39.640%,-41.147%,-70.292%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,24.259%,5.920%,17.990%,-4.389%,15.070%,0.209%,-9.069%,-4.852%,2.417%,-9.740%,-18.620%,9.542%,-8.823%,-35.265%,-4.848%,2.280%,4.627%,-25.974%,-126.516%,-119.572%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"43,594,000","47,826,000","44,976,000","47,375,000","37,032,000","25,343,000","17,027,000","12,316,000","29,904,000","37,393,000","31,740,000","52,116,000","45,813,000","30,742,000","26,626,000","12,693,000","33,576,000","-11,304,000","-21,673,000","-15,300,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,24.428%,26.398%,24.752%,25.606%,19.811%,13.089%,8.938%,6.290%,14.486%,17.538%,15.152%,24.477%,21.531%,14.959%,15.259%,8.050%,22.536%,-12.299%,-33.595%,-38.426%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"14,931,000","14,930,000","15,331,000","20,252,000","15,297,000","14,002,000","12,961,000","14,462,000","13,395,000","13,113,000","10,960,000","8,197,000","10,486,000","9,806,000","10,151,000","8,615,000","8,641,000","9,611,000","4,921,000","3,324,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"28,663,000","32,896,000","29,645,000","27,123,000","21,735,000","11,341,000","4,066,000","-2,146,000","16,509,000","24,280,000","20,780,000","43,919,000","35,327,000","20,936,000","16,475,000","4,078,000","24,935,000","-20,915,000","-26,594,000","-18,624,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,16.061%,18.157%,16.315%,14.660%,11.627%,5.857%,2.134%,-1.096%,7.997%,11.388%,9.920%,20.627%,16.603%,10.188%,9.442%,2.586%,16.736%,-22.756%,-41.223%,-46.774%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,167.956%,-,112.886%,62.022%,-,-,-,-,120.984%,154.074%,-,202.531%,-,83.538%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
