Fiscal Quarter,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,Q4 2017,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),257,"54,997",-383,"3,004","1,446",708,"1,290",-580,-674,-813,"2,014","-597,814","19,590","-21,495","-4,385","-125,602","8,928","3,609",-,"1,951",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,177,981","-900,438","-1,084,213","-2,032,944","-688,257","-1,810,671","-2,745,786","-980,442","-571,931","-317,735","-1,019,832","-1,236,050","-927,166","-555,595","-1,288,592","-520,304","-717,127","-222,655","-596,448","-3,544,030",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"243,275",-,-,"244,700",-,-,-,-,-,-,-,-,-,-,-,"-18,004","3,117,125",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,177,981","-900,438","-1,084,213","-1,789,669","-688,257","-1,810,671","-2,501,086","-980,442","-571,931","-317,735","-1,019,832","-1,236,050","-927,166","-555,595","-1,288,592","-520,304","-717,127","-222,655","-614,452","-426,905",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,177,981","-900,438","-1,084,213","-1,789,669","-688,257","-1,810,671","-2,501,086","-980,442","-571,931","-317,735","-1,019,832","-1,236,050","-927,166","-555,595","-1,288,592","-520,304","-717,127","-222,655","-614,452","-426,905",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,177,981","-900,438","-1,084,213","-1,789,669","-688,257","-1,810,671","-2,501,086","-980,442","-571,931","-317,735","-1,019,832","-1,236,050","-927,166","-555,595","-1,288,592","-520,304","-717,127","-222,655","-614,452","-426,905",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"175,721,138","175,124,109","173,500,501","171,398,834","167,747,292","161,522,865","160,419,488","148,161,453","146,776,010","146,259,745","144,189,183","79,098,056","134,242,843","111,352,217","108,264,479","91,301,727","88,635,101","85,502,855","83,484,387","76,483,862",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"175,721,138","175,124,109","173,500,501","171,398,834","167,747,292","161,522,865","160,419,488","148,161,453","146,776,010","146,259,745","144,189,183","79,098,056","134,242,843","111,352,217","108,264,479","91,301,727","88,635,101","85,502,855","83,484,387","76,483,862",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),4.753%,8.421%,8.154%,15.684%,14.288%,10.436%,11.256%,87.314%,9.336%,31.349%,33.182%,-13.366%,51.456%,30.232%,29.682%,19.374%,20.750%,19.285%,28.024%,127.026%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.007,-0.005,-0.006,-0.010,-0.004,-0.011,-0.016,-0.007,-0.004,-0.002,-0.007,-0.016,-0.007,-0.005,-0.012,-0.006,-0.008,-0.003,-0.007,-0.006,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.007,-0.005,-0.006,-0.010,-0.004,-0.011,-0.016,-0.007,-0.004,-0.002,-0.007,-0.016,-0.007,-0.005,-0.012,-0.006,-0.008,-0.003,-0.007,-0.006,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-443,160","-248,183","-453,190","471,900","-329,830","-273,448","-356,008","-378,727","-216,810","-258,206","-430,497","-501,737","-913,565","-1,046,000","-1,937,633","-430,215","-435,027","70,178","-21,241","-200,454",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.003,-0.001,-0.003,0.003,-0.002,-0.002,-0.002,-0.003,-0.001,-0.002,-0.003,-0.006,-0.007,-0.009,-0.018,-0.005,-0.005,0.001,-0.000,-0.003,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,82.121%,91.645%,-52.992%,3.500%,38.337%,9.413%,28.968%,49.370%,-5.374%,73.001%,-39.269%,-70.338%,12.607%,77.930%,12.380%,15.852%,27.017%,65.673%,50.798%,42.522%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-338.570%,-1164.571%,-905.150%,-174.683%,-721.687%,-1716.107%,-1926.443%,-288.353%,-285.393%,-26.933%,-263.659%,-597.145%,-164.917%,-74.342%,-137.945%,-47.767%,-64.225%,-20.846%,-82.440%,-56.329%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1023.006%,-1612.677%,-1347.217%,-470.353%,-974.109%,-4631.346%,-1834.004%,-327.432%,-371.949%,-52.042%,-531.030%,-740.167%,-175.802%,-77.334%,-178.773%,-61.877%,-67.517%,-20.513%,-84.998%,-56.139%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-384.858%,-444.494%,-563.123%,124.023%,-466.818%,-699.427%,-261.055%,-126.481%,-141.000%,-42.292%,-224.161%,-300.449%,-173.223%,-145.594%,-268.817%,-51.163%,-40.957%,6.466%,-2.938%,-26.360%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-327,993","-588,371","-644,301","-643,324","-476,218","-641,692","-2,596,977","-833,839","-407,207","-130,735","-474,317","-960,929","-869,760","-467,768","-972,514","-385,144","-671,344","-173,093","-563,104","-400,716",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-284.842%,-,-,-169.076%,-,-,-,-278.472%,-264.822%,-21.413%,-246.978%,-,-164.917%,-65.109%,-134.922%,-45.803%,-63.206%,-15.947%,-77.895%,-52.695%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"61,867","61,867","84,146","21,335","33,690","29,237","30,171","29,587","31,631","33,701","32,035","36,279",-,"66,332","21,792","16,508","10,824","53,171","32,857","27,634",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-389,860","-650,238","-728,447","-664,659","-509,908","-670,929","-2,627,148","-863,426","-438,838","-164,436","-506,352","-997,208","-869,760","-534,100","-994,306","-401,652","-682,168","-226,264","-595,961","-428,350",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-174.683%,-,-,-,-288.353%,-285.393%,-26.933%,-263.659%,-,-164.917%,-74.342%,-137.945%,-47.767%,-64.225%,-20.846%,-82.440%,-56.329%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,"4,690","7,092","7,040",-,"6,386","3,654","4,412",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
