Fiscal Quarter,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,+20 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-4,243,000","-594,000","-3,400,000","-68,000","-3,771,000","-8,568,000","-1,021,000","-3,188,000","-17,410,000","-10,056,000","-7,081,000","-12,677,000","-13,040,000","-21,145,000","-22,983,000","-22,792,000","-25,573,000","-64,152,000","-20,579,000","-14,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-4,243,000","-594,000","-3,400,000","-68,000","-3,771,000","-8,568,000","-1,021,000","-3,188,000","-17,410,000","-10,056,000","-7,081,000","-12,677,000","-13,040,000","-21,145,000","-22,983,000","-22,792,000","-25,573,000","-64,152,000","-20,579,000","-14,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,243,000","-594,000","-3,400,000","-68,000","-3,771,000","-8,568,000","-1,021,000","-3,188,000","-17,410,000","-10,056,000","-7,081,000","-12,677,000","-13,040,000","-21,145,000","-22,983,000","-22,792,000","-25,573,000","-64,152,000","-20,579,000","-14,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-7,946,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,243,000","-594,000","-3,400,000","-68,000","-3,771,000","-8,568,000","-1,021,000","-3,188,000","-17,410,000","-10,056,000","-7,081,000","-12,677,000","-13,040,000","-21,145,000","-22,983,000","-22,792,000","-25,573,000","-56,206,000","-20,579,000","-14,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,320,754","7,238,048","7,215,898","5,148,106","3,364,535","3,278,153","3,251,387","3,224,117","3,046,331","1,795,427","1,550,446","1,537,132","1,320,800","1,081,763","1,056,212","990,738","863,788","1,430,701","846,186","757,799",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"7,320,754","7,238,048","7,215,898","5,418,552","3,575,970","3,278,153","3,270,188","3,246,490","3,055,843","1,795,427","1,550,446","1,537,132","1,320,800","1,081,763","1,056,212","990,738","863,788","1,430,701","846,186","757,799",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),104.721%,120.797%,120.657%,66.905%,17.021%,82.583%,110.919%,111.204%,131.363%,65.972%,46.793%,55.150%,52.908%,-24.389%,24.820%,30.739%,130.289%,440.675%,247.460%,240.243%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.580,-0.082,-0.471,-0.013,-1.121,-2.614,-0.314,-0.989,-5.715,-5.601,-4.567,-8.247,-9.873,-19.547,-21.760,-23.005,-29.606,-39.286,-24.320,-18.475,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.580,-0.149,-0.471,-0.488,-2.367,-2.614,-0.365,-1.015,-5.944,-6.915,-4.567,-8.250,-9.873,-19.547,-21.760,-23.005,-29.606,-39.286,-24.320,-18.475,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,080,000","-4,298,000","-4,038,000","-8,226,000","-6,072,000","-7,411,000","-4,619,000","-4,101,000","-6,622,000","-5,698,000","-6,812,000","-11,730,000","-14,853,000","-16,385,000","-12,137,000","-13,392,000","-17,507,000","-26,938,000","-11,136,000","-7,941,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.694,-0.594,-0.560,-1.518,-1.698,-2.261,-1.412,-1.263,-2.167,-3.174,-4.394,-7.631,-11.245,-15.147,-11.491,-13.517,-20.268,-18.829,-13.160,-10.479,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-71.233%,33.738%,43.090%,43.190%,63.579%,54.024%,53.370%,59.484%,61.077%,44.694%,68.486%,53.763%,55.053%,47.031%,51.438%,8.000%,48.125%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-9167.123%,-1190.148%,-845.393%,-642.294%,-339.653%,-165.300%,-202.033%,-257.207%,-397.838%,-1849.411%,-1450.819%,-1665.806%,-1740.196%,-1761.843%,-2102.274%,-2869.793%,-4390.938%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-93.151%,-508.907%,-822.265%,-91.487%,-125.660%,-369.718%,-280.111%,-212.197%,-559.444%,-1397.642%,-1442.360%,-1647.527%,-1718.854%,-1745.597%,-1879.799%,-2838.483%,-4375.000%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-11268.493%,-819.433%,-711.228%,-413.889%,-161.648%,-140.624%,-158.719%,-204.135%,-517.652%,-1591.961%,-1117.667%,-870.036%,-1009.955%,-1195.017%,-900.936%,-1536.000%,-2481.563%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,598,000","-4,854,000","-4,863,000","-6,289,000","-8,364,000","-8,192,000","-6,475,000","-7,833,000","-7,036,000","-6,469,000","-7,748,000","-8,171,000","-16,455,000","-20,473,000","-22,394,000","-22,257,000","-25,084,000","-61,851,000","-20,340,000","-13,664,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-149.416%,-180.195%,-232.185%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"148,000","276,000","373,000","403,000","455,000","617,000","693,000","784,000","748,000","784,000","835,000","844,000","800,000","796,000","844,000","818,000","727,000","1,007,000","466,000","387,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,746,000","-5,130,000","-5,236,000","-6,692,000","-8,819,000","-8,809,000","-7,168,000","-8,617,000","-7,784,000","-7,253,000","-8,583,000","-9,015,000","-17,255,000","-21,269,000","-23,238,000","-23,075,000","-25,811,000","-62,858,000","-20,806,000","-14,051,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-165.300%,-202.033%,-257.207%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,"73,000","741,000","1,042,000","1,116,000","2,537,000","4,709,000","3,590,000","3,337,000","2,266,000","933,000","1,466,000","1,395,000","1,326,000","1,465,000","2,990,000","725,000","320,000",Upgrade,Financials in USD,Fiscal year is January - December
