Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Free Cash Flow Per Share,0.000,-0.002,0.006,0.005,-0.018,-0.062,-0.188,-0.127,-0.305,-0.078,-0.664,-0.518,-1.759,-1.198,-2.441,-3.326,-1.669,-2.104,-0.095,-2.686,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-144.400%,-223.266%,338.161%,-194.934%,-122.168%,44.153%,-23.232%,64.365%,18.897%,36.015%,62.946%,71.687%,35.631%,74.980%,91.988%,84.683%,76.573%,78.665%,119.472%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-18553.671%,-575.503%,-654.837%,-172.920%,-854.076%,-433.106%,-152.762%,-388.781%,-236.415%,-122.628%,-171.584%,-169.464%,-132.131%,-643.619%,-584.001%,-953.486%,-168.149%,-545.861%,-195.187%,-435.283%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-21367.555%,-745.031%,-1669.259%,-479.196%,-994.225%,-481.942%,-185.141%,-435.300%,-238.701%,-129.495%,-187.328%,-202.389%,-169.214%,-681.986%,-710.198%,-1110.832%,-268.376%,-600.205%,-199.068%,-435.652%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,59.585%,-48.136%,58.791%,40.181%,-49.319%,-81.593%,-98.065%,-79.041%,-36.845%,-20.636%,-112.590%,-74.027%,-166.597%,-464.894%,-484.241%,-226.851%,-81.762%,-256.216%,-3.115%,-82.200%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,832,960","-1,537,848","-2,102,544","-301,682","-3,226,989","-1,472,808","-1,085,015","-2,240,051","-6,478,457","-1,192,095","-2,822,577","-3,098,385","-2,422,721","-2,485,433","-1,717,123","-4,288,956","-571,749","-941,396","-951,402","-2,185,995",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-80.045%,-,-,-115.512%,-,-224.314%,-93.792%,-151.725%,-156.109%,-126.819%,-,-,-,-124.430%,-,-166.998%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,"29,172","314,435","350,034","351,224","348,804","349,887","349,512","349,511","366,514","369,430","265,045","101,478","100,411","75,411","243,743","200,887","178,077","160,591","161,668",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,832,960","-1,567,020","-2,416,979","-651,716","-3,578,213","-1,821,612","-1,434,902","-2,589,563","-6,827,968","-1,558,609","-3,192,007","-3,363,430","-2,524,199","-2,585,844","-1,792,534","-4,532,699","-772,636","-1,119,473","-1,111,993","-2,347,663",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-172.920%,-,-,-152.762%,-,-236.415%,-122.628%,-171.584%,-169.464%,-132.131%,-,-,-,-168.149%,-,-195.187%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"15,269","272,287","369,096","376,889","418,957","420,593","939,305","666,073","2,888,124","1,271,002","1,860,320","1,984,751","1,910,372","401,766","306,940","475,382","459,496","205,084","569,707","539,342",Upgrade,Financials in USD,Fiscal year is January - December
