Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Operating Income,"-733,118","-1,640,632","-1,712,157","-1,324,772","-1,175,832","-1,974,303","-1,202,701","-1,111,166","-1,239,248","-1,399,695","-3,308,633","-1,047,927","-1,670,114","-3,482,111","-1,532,916","-932,124","-931,152","-1,494,081","-306,218","-8,955",Upgrade,Financials in CAD,Fiscal year is April - March
Interest Expense,"-46,246","-35,872","-80,674","-71,893","-60,329","-46,475","-36,772","-8,673","-6,096","-4,384","-2,397","-18,351","-7,921","-21,760","-6,726","-2,364","-1,634",-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Interest & Investment Income,"179,731","136,672","131,249","135,689","136,551","127,691","102,011","54,725","33,919","18,192","15,940","14,831","15,839","16,938","7,349","6,977",904,"1,812",-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Currency Exchange Gain (Loss),"-2,432","-6,572","-5,263","-2,719","-3,693","5,666","-10,295","-4,579","-3,556","-1,048","-4,507","-8,123",-970,74,"8,214",-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Other Non Operating Income (Expenses),-,"-171,883",-1,"11,037","13,641","-14,383","-80,738",358,"3,366","-5,484",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
EBT Excluding Unusual Items,"-602,065","-1,718,287","-1,666,846","-1,252,658","-1,089,662","-1,901,804","-1,228,495","-1,069,335","-1,211,615","-1,392,419","-3,299,597","-1,059,570","-1,663,166","-3,486,859","-1,524,079","-927,511","-931,882","-1,492,269","-306,218","-8,955",Upgrade,Financials in CAD,Fiscal year is April - March
Gain (Loss) on Sale of Investments,-,-,"155,785","4,159","-1,534","-35,492","13,773","-99,336","-67,622","-198,597","683,318","-189,159","-762,990","45,015","709,500","1,100,999","-337,962","638,124",-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,"-5,382",-,-,"13,138",-,-,-,-,-,-,-,-,-,-,"843,411",-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Asset Writedown,-,-,"-2,030,765",-,-,-,"-443,896",-,-,-,"-5,937,015",-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Other Unusual Items,-,"275,539","38,077",-,"-35,955","35,955",96,"-205,104","-58,628","1,056","116,557","42,003","583,800","-13,914","33,081",-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Pretax Income,"-602,065","-1,442,748","-3,509,131","-1,248,499","-1,127,151","-1,888,203","-1,658,522","-1,373,775","-1,337,865","-1,589,960","-8,436,737","-1,206,726","-1,842,356","-3,455,758","-781,498","173,488","-426,433","-854,145","-306,218","-8,955",Upgrade,Financials in CAD,Fiscal year is April - March
Income Tax Expense,"-11,610","7,630",-494,"-28,932","-18,933","-10,835","-10,744","-61,429","-32,574","-54,755","-246,404",-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Earnings From Continuing Operations,"-590,455","-1,450,378","-3,508,637","-1,219,567","-1,108,218","-1,877,368","-1,647,778","-1,312,346","-1,305,291","-1,535,205","-8,190,333","-1,206,726","-1,842,356","-3,455,758","-781,498","173,488","-426,433","-854,145","-306,218","-8,955",Upgrade,Financials in CAD,Fiscal year is April - March
Net Income to Company,"-590,455","-1,450,378","-3,508,637","-1,219,567","-1,108,218","-1,877,368","-1,647,778","-1,312,346","-1,305,291","-1,535,205","-8,190,333","-1,206,726","-1,842,356","-3,455,758","-781,498","173,488","-426,433","-854,145","-306,218","-8,955",Upgrade,Financials in CAD,Fiscal year is April - March
Minority Interest in Earnings,"24,260","27,103","17,730","26,170","41,272","1,338","322,380","6,910","40,897","32,266","301,575","26,471",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Net Income,"-566,195","-1,423,275","-3,490,907","-1,193,397","-1,066,946","-1,876,030","-1,325,398","-1,305,436","-1,264,394","-1,502,939","-7,888,758","-1,180,255","-1,842,356","-3,455,758","-781,498","173,488","-426,433","-854,145","-306,218","-8,955",Upgrade,Financials in CAD,Fiscal year is April - March
Net Income to Common,"-566,195","-1,423,275","-3,490,907","-1,193,397","-1,066,946","-1,876,030","-1,325,398","-1,305,436","-1,264,394","-1,502,939","-7,888,758","-1,180,255","-1,842,356","-3,455,758","-781,498","173,488","-426,433","-854,145","-306,218","-8,955",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Outstanding (Basic),"399,766,656","397,908,757","398,331,323","394,404,102","395,166,917","392,942,337","362,000,621","378,439,289","373,849,130","359,455,623","350,098,875","363,615,281","355,436,106","334,059,100","295,408,314","232,939,828","226,747,374","80,925,926","851,335","851,335",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Outstanding (Diluted),"399,766,656","397,908,757","398,331,323","394,404,102","395,166,917","392,942,337","362,000,621","378,439,289","373,849,130","359,455,623","350,098,875","363,615,281","355,436,106","334,059,100","295,408,314","232,939,828","226,747,374","80,925,926","851,335","851,335",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Change (YoY),1.164%,1.264%,10.036%,4.219%,5.702%,9.316%,3.400%,4.077%,5.180%,7.602%,18.514%,56.098%,56.754%,312.796%,34599.421%,27261.712%,26534.330%,9405.768%,0.022%,-0.007%,Upgrade,Financials in CAD,Fiscal year is April - March
EPS (Basic),-0.001,-0.004,-0.009,-0.003,-0.003,-0.005,-0.004,-0.003,-0.003,-0.004,-0.023,-0.003,-0.005,-0.010,-0.003,0.001,-0.002,-0.011,-0.360,-0.011,Upgrade,Financials in CAD,Fiscal year is April - March
EPS (Diluted),-0.001,-0.004,-0.009,-0.003,-0.003,-0.005,-0.004,-0.003,-0.003,-0.004,-0.023,-0.003,-0.005,-0.010,-0.003,0.001,-0.002,-0.011,-0.360,-0.011,Upgrade,Financials in CAD,Fiscal year is April - March
Free Cash Flow,"-1,231,220","-754,087","-988,815","-849,644","-1,047,983","-1,035,508","-1,059,924","-107,744","-2,269,252","-3,014,141","-1,976,723","-1,312,590","-827,398","-1,166,624","-899,788","-800,383","-898,603","-847,738","-152,944","-4,777",Upgrade,Financials in CAD,Fiscal year is April - March
Free Cash Flow Per Share,-0.003,-0.002,-0.002,-0.002,-0.003,-0.003,-0.003,-0.000,-0.006,-0.008,-0.006,-0.004,-0.002,-0.003,-0.003,-0.003,-0.004,-0.010,-0.180,-0.006,Upgrade,Financials in CAD,Fiscal year is April - March
Gross Margin,40.353%,40.075%,39.682%,42.321%,45.221%,43.531%,43.326%,49.961%,39.063%,36.835%,21.235%,37.411%,32.316%,16.085%,16.079%,26.074%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Operating Margin,-53.601%,-105.251%,-134.191%,-102.610%,-119.577%,-164.296%,-95.992%,-94.548%,-168.278%,-178.286%,-531.535%,-168.410%,-343.830%,-585.094%,-1598.986%,-6177.916%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Profit Margin,-41.396%,-91.307%,-273.602%,-92.435%,-108.504%,-156.118%,-105.785%,-111.079%,-171.693%,-191.436%,-1267.338%,-189.676%,-379.290%,-580.666%,-815.181%,1149.841%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Free Cash Flow Margin,-90.019%,-48.377%,-77.499%,-65.809%,-106.576%,-86.172%,-84.596%,-9.168%,-308.143%,-383.925%,-317.563%,-210.944%,-170.338%,-196.026%,-938.570%,-5304.765%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
EBITDA,"-664,754","-1,479,203","-1,336,339","-1,200,044","-1,052,503","-1,851,103","-1,071,768","-989,458","-1,124,034","-1,280,706","-3,132,338","-964,970","-1,549,640","-3,388,881","-1,519,518","-929,087","-929,295",-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
EBITDA Margin,-48.602%,-94.895%,-104.736%,-92.950%,-107.035%,-154.043%,-85.542%,-84.192%,-152.633%,-163.129%,-,-155.078%,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
D&A For EBITDA,"68,364","161,429","375,818","124,728","123,329","123,200","130,933","121,708","115,214","118,989","176,295","82,957","120,474","93,230","13,398","3,037","1,857",-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
EBIT,"-733,118","-1,640,632","-1,712,157","-1,324,772","-1,175,832","-1,974,303","-1,202,701","-1,111,166","-1,239,248","-1,399,695","-3,308,633","-1,047,927","-1,670,114","-3,482,111","-1,532,916","-932,124","-931,152","-1,494,081","-306,218","-8,955",Upgrade,Financials in CAD,Fiscal year is April - March
EBIT Margin,-53.601%,-105.251%,-134.191%,-102.610%,-119.577%,-164.296%,-95.992%,-94.548%,-168.278%,-178.286%,-,-168.410%,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Advertising Expenses,"61,700","50,469",-,"142,912","71,175","44,645",-,"193,963","46,774","61,670",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
