Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+7 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Assets,"-2,000,000","-8,288,000","-1,711,000","-4,365,000","3,187,000","13,000","-5,000",-,"-159,000","-17,801,000","209,000","3,000","-458,000",-,"-32,000",-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,"-61,791,000",-,"-22,821,000",-,-,"-6,183,000",-,-,-,"21,811,000",-,"-67,837,000",-,"-52,765,000","-121,425,000",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,"-1,065,000","18,608,000","-4,314,000","32,753,000","1,716,000","-292,000","-1,360,000","788,000","-3,167,000",-,"-105,000","-234,000","101,000",-,"269,000","184,000","-158,000","175,000","25,000",-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-16,981,000","-65,467,000","-19,322,000","-9,663,000","-6,862,000","-6,622,000","-13,212,000","-6,086,000","-14,569,000","-32,181,000","12,856,000","-14,619,000","-75,396,000",-,"-73,498,000","-145,468,000","-20,297,000","-16,667,000","-13,984,000","-18,470,000",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,"192,000","-628,000",-,-,-,-,-,"-62,000","-715,000","6,000","-64,000","107,000","-349,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Continuing Operations,"-16,981,000","-65,467,000","-19,322,000","-9,663,000","-6,862,000","-6,622,000","-13,212,000","-6,278,000","-13,941,000","-32,181,000","12,856,000","-14,619,000","-75,396,000",-,"-73,436,000","-144,753,000","-20,303,000","-16,603,000","-14,091,000","-18,121,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,"21,000","-159,000","-294,000","-1,458,000","-603,000","-299,000","-393,000","-9,057,000","-848,000",-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Company,"-16,981,000","-65,467,000","-19,322,000","-9,663,000","-6,841,000","-6,781,000","-13,506,000","-7,736,000","-14,544,000","-32,480,000","12,463,000","-23,676,000","-76,244,000",-,"-73,436,000","-144,753,000","-20,303,000","-16,603,000","-14,091,000","-18,121,000",Upgrade,Financials in CAD,Fiscal year is January - December
Minority Interest in Earnings,"1,324,000","2,240,000","1,046,000","1,287,000",-,-,-,"49,000","35,000","20,000","55,000","70,000","115,000",-,"285,000","176,000","172,000","163,000","84,000",-,Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-15,657,000","-63,227,000","-18,276,000","-8,376,000","-6,841,000","-6,781,000","-13,506,000","-7,687,000","-14,509,000","-32,460,000","12,518,000","-23,606,000","-76,129,000",-,"-73,151,000","-144,577,000","-20,131,000","-16,440,000","-14,007,000","-18,121,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-15,657,000","-63,227,000","-18,276,000","-8,376,000","-6,841,000","-6,781,000","-13,506,000","-7,687,000","-14,509,000","-32,460,000","12,518,000","-23,606,000","-76,129,000",-,"-73,151,000","-144,577,000","-20,131,000","-16,440,000","-14,007,000","-18,121,000",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"186,429,753","163,122,026","158,387,789","120,439,243","75,354,723","75,291,236","75,107,448","64,055,960","53,090,022","52,798,603","50,874,723","43,697,153","38,470,468",-,"31,340,098","28,118,647","27,567,871","27,516,538","27,128,251","26,754,699",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"186,429,753","163,122,026","158,387,789","120,439,243","75,354,723","75,291,236","75,107,448","64,055,960","53,090,022","52,798,603","50,874,723","43,697,153","38,470,468",-,"31,340,098","28,118,647","27,567,871","27,516,538","27,128,251","26,754,699",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),147.403%,116.655%,110.882%,88.022%,41.938%,42.601%,47.632%,46.591%,38.002%,-,62.331%,55.403%,39.548%,-,15.526%,5.098%,10.013%,34.458%,73.842%,50.020%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.084,-0.388,-0.115,-0.070,-0.091,-0.090,-0.180,-0.120,-0.273,-0.615,0.246,-0.540,-1.979,-,-2.334,-5.142,-0.730,-0.597,-0.516,-0.677,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.084,-0.388,-0.115,-0.070,-0.091,-0.090,-0.180,-0.120,-0.273,-0.615,0.246,-0.540,-1.979,-,-2.334,-5.142,-0.730,-0.597,-0.516,-0.677,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-1,320,000","-2,072,000","-7,852,000","2,279,000","-3,229,000","-5,158,000","-4,010,000","-3,481,000","-6,324,000","-7,609,000","-9,745,000","-12,739,000","-15,987,000",-,"-38,632,000","-67,263,000","-60,142,000","-101,800,000","-48,503,000","-60,588,000",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.007,-0.013,-0.050,0.019,-0.043,-0.069,-0.053,-0.054,-0.119,-0.144,-0.192,-0.292,-0.416,-,-1.233,-2.392,-2.182,-3.700,-1.788,-2.265,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,40.423%,50.384%,31.381%,9.148%,96.694%,96.121%,75.763%,78.196%,59.217%,59.450%,62.386%,4.525%,136.563%,-,76.800%,151.485%,75.525%,67.749%,68.080%,63.438%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-54.787%,-60.693%,-42.653%,-89.267%,-87.865%,-25.940%,-42.184%,-57.152%,-125.701%,-104.022%,-99.165%,-145.613%,-206.926%,-,-520.573%,-566.656%,-784.554%,-566.885%,-600.790%,-921.980%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-74.398%,-327.873%,-75.843%,-48.621%,-68.948%,-58.321%,-127.716%,-81.206%,-199.299%,-400.444%,232.288%,-342.364%,-2535.098%,-,-2495.769%,-4617.598%,-797.267%,-567.680%,-582.170%,-964.396%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-6.272%,-10.745%,-32.585%,13.229%,-32.544%,-44.362%,-37.920%,-36.774%,-86.868%,-93.869%,-180.831%,-184.757%,-532.368%,-,-1318.048%,-2148.291%,-2381.861%,-3515.193%,-2015.919%,-3224.481%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-10,501,000","-9,877,000","-8,466,000","-13,399,000","-5,509,000","294,000","-934,000","-2,521,000","-5,198,000","-4,453,000","-3,596,000","-8,337,000","-4,194,000",-,"-13,539,000","-16,117,000","-19,038,000","-15,679,000","-13,894,000","-16,815,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-49.898%,-51.219%,-35.133%,-77.779%,-55.523%,2.529%,-8.832%,-26.632%,-71.401%,-54.935%,-66.728%,-120.914%,-139.660%,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"1,029,000","1,827,000","1,812,000","1,979,000","3,209,000","3,310,000","3,527,000","2,889,000","3,953,000","3,979,000","1,748,000","1,703,000","2,020,000","1,281,000","1,719,000","1,625,000","772,000","738,000","561,000","509,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-11,530,000","-11,704,000","-10,278,000","-15,378,000","-8,718,000","-3,016,000","-4,461,000","-5,410,000","-9,151,000","-8,432,000","-5,344,000","-10,040,000","-6,214,000",-,"-15,258,000","-17,742,000","-19,810,000","-16,417,000","-14,455,000","-17,324,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-54.787%,-60.693%,-42.653%,-89.267%,-87.865%,-25.940%,-42.184%,-57.152%,-125.701%,-104.022%,-99.165%,-145.613%,-206.926%,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"21,045,000","19,284,000","24,097,000","17,227,000","9,922,000","11,627,000","10,575,000","9,466,000","7,280,000","8,106,000","5,389,000","6,895,000","3,003,000",-,"2,931,000","3,131,000","2,525,000","2,896,000","2,406,000","1,879,000",Upgrade,Financials in CAD,Fiscal year is January - December
