Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+9 Quarters,Currency,Fiscal_Year_period
Asset Writedown,-,-,-,"-12,616,834","-1,146","-17,408,478",-,"-1,222,549",-,-,-,-,-,-,-,-,-,"-4,311,051",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"284,660",-,"-134,022","-21,129","-21,129","157,129","990,701","11,212,511","-1,977,500",-,-,-,-,-,-,-,"215,189","3,644,795",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,744,576","-3,136,540","-506,360","-17,739,277","-1,433,385","-19,446,413","-546,537","-20,653,654","10,700,449","-15,574,670","164,145","-4,575,392","-1,087,386","-250,299","-193,286","-470,923","-44,156","-9,107,871","3,788,967","-1,084,010",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"442,067","802,664","958,645","-7,299,877","555,338","868,531","916,830","1,363,045","200,000","881,048","1,223,225","416,621","500,098","721,349","802,650","45,910","249,568","197,515",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,186,643","-3,939,204","-1,465,005","-10,439,400","-1,988,723","-20,314,944","-1,463,367","-22,016,699","10,500,449","-16,455,718","-1,059,080","-4,992,013","-1,587,484","-971,648","-995,936","-516,833","-293,724","-9,305,386","3,788,967","-1,084,010",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,186,643","-3,939,204","-1,465,005","-10,439,400","-1,988,723","-20,314,944","-1,463,367","-22,016,699","10,500,449","-16,455,718","-1,059,080","-4,992,013","-1,587,484","-971,648","-995,936","-516,833","-293,724","-9,305,386","3,788,967","-1,084,010",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"130,925,889","132,774,040","118,941,370","124,631,229","115,932,854","115,207,885","108,279,492","106,424,310","102,333,185","102,302,306","102,302,306","5,864,233","5,360,685","5,360,685","5,360,685","22,121,600","22,047,617","27,241,230","21,186,517","13,643,632",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"130,925,889","132,774,040","118,941,370","124,631,229","115,932,854","115,207,885","108,279,492","106,424,310","102,333,185","102,302,306","102,302,306","5,864,233","5,360,685","5,360,685","5,360,685","22,121,600","22,047,617","27,241,230","21,186,517","13,643,632",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),12.933%,15.247%,9.847%,17.108%,13.290%,12.615%,5.843%,1714.804%,1808.957%,1808.381%,1808.381%,-73.491%,-75.686%,-80.321%,-74.698%,62.139%,62.479%,239.405%,477.379%,272.438%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.024,-0.030,-0.012,-0.084,-0.017,-0.176,-0.014,-0.207,0.103,-0.161,-0.010,-0.851,-0.296,-0.181,-0.186,-0.023,-0.013,-0.342,0.179,-0.079,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.024,-0.030,-0.012,-0.098,-0.017,-0.200,-0.014,-0.210,0.100,-0.161,-0.039,-0.953,-0.300,-0.181,-0.186,-0.023,-0.013,-0.342,0.179,-0.079,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,182,358","-1,834,891","-1,296,191","-343,097","-6,133,890","-806,600","665,005","399,644","-3,860,484","-3,368,588","390,231","-969,980","-1,957,774","1,156,325","1,156,325","-1,437,471","-342,928","507,601","-552,908","-1,107,788",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.017,-0.014,-0.011,-0.003,-0.053,-0.007,0.006,0.004,-0.038,-0.033,0.004,-0.165,-0.365,0.216,0.216,-0.065,-0.016,0.019,-0.026,-0.081,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,21.888%,33.978%,40.594%,28.628%,32.838%,31.232%,35.972%,39.261%,29.419%,33.050%,41.226%,31.907%,35.602%,19.294%,20.560%,41.141%,45.707%,19.667%,44.838%,16.311%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-35.294%,-22.267%,9.963%,-62.790%,-18.850%,-10.680%,-8.920%,-156.581%,-39.956%,-34.978%,9.889%,-44.474%,-10.267%,-0.459%,1.304%,-14.400%,-7.650%,-185.147%,-1.465%,-56.308%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-47.116%,-49.758%,-18.512%,-177.678%,-35.091%,-218.563%,-15.112%,-486.912%,150.203%,-202.626%,-14.371%,-92.069%,-25.948%,-9.051%,-9.088%,-17.854%,-11.059%,-351.591%,220.629%,-60.892%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-32.267%,-23.178%,-16.379%,-5.839%,-108.233%,-8.678%,6.868%,8.838%,-55.222%,-41.479%,5.295%,-17.890%,-32.000%,10.771%,10.552%,-49.656%,-12.911%,19.179%,-32.195%,-62.228%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,013,433","-1,389,610","1,179,050","-3,315,802","-605,880","-501,575","-421,918","-6,349,497","-2,793,280","-2,333,934","1,048,232","-1,980,262","-628,147","431,234","623,416","-389,863","-175,905","-1,305,845","-13,946","-956,075",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-29.769%,-17.553%,14.898%,-56.435%,-10.691%,-5.396%,-4.357%,-140.423%,-39.956%,-28.739%,14.224%,-36.522%,-10.267%,4.017%,5.689%,-13.467%,-6.623%,-49.339%,-0.812%,-53.706%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"373,633","373,194","390,607","373,425","462,399","491,077","441,827","730,614",-,"506,743","319,498","431,161",-,"480,486","480,486","26,984","27,270","3,594,361","11,215","46,327",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,387,066","-1,762,804","788,443","-3,689,227","-1,068,279","-992,652","-863,745","-7,080,111","-2,793,280","-2,840,677","728,734","-2,411,423","-628,147","-49,252","142,930","-416,847","-203,175","-4,900,206","-25,161","-1,002,402",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-35.294%,-22.267%,9.963%,-62.790%,-18.850%,-10.680%,-8.920%,-156.581%,-39.956%,-34.978%,9.889%,-44.474%,-10.267%,-0.459%,1.304%,-14.400%,-7.649%,-185.147%,-1.465%,-56.308%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,1.869%,-,745.210%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,"105,006","111,943","133,897",-,"117,400","222,099","212,921",-,"253,665","535,058",-,-,"66,108","71,589",-,"44,276","268,987",-,"18,593","149,286",Upgrade,Financials in USD,Fiscal year is January - December
