Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"39,770,000","53,289,000","62,859,000","49,862,000","44,609,000","40,110,000","43,520,000","40,415,000","42,870,000","71,089,000","40,911,000","66,227,000","62,981,000","44,895,000","42,332,000","21,397,108","31,462,137","3,610,360","10,240,394","-2,139,353",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,"-2,036,000",-,-,-,-,-,-,-,"-812,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,"-57,372,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-67,000","-472,000","638,000","-17,458,000","724,000","-655,000","-479,000","-9,066,000","247,000","-8,018,000","4,510,000","-8,227,000","-4,075,000","18,288,000","392,000","19,653,822","7,284,213","198,572","-215,607","-2,597,986",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"239,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-5,467,000",-,-,-,"-32,550,000",-,-,-,"-4,744,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"1,283,000",-,-,-,-,-,-,"15,396,000","-763,000",-,"-9,882,000","-413,000","9,451,511","442,991","-194,154","-639,347","-4,642,404",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"39,703,000","52,817,000","63,497,000","28,220,000","45,333,000","39,455,000","43,041,000","-58,573,000","43,117,000","63,071,000","60,817,000","50,457,000","58,906,000","53,301,000","42,311,000","50,741,441","39,189,341","3,614,778","9,385,440","-10,191,743",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"30,922,000","31,899,000","32,149,000","24,703,000","34,526,000","25,765,000","33,636,000","-7,663,000","32,969,000","38,340,000","31,131,000","26,409,000","37,320,000","30,027,000","30,856,000","26,888,953","28,436,332","15,378,715","13,149,000","4,638,033",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"8,781,000","20,918,000","31,348,000","3,517,000","10,807,000","13,690,000","9,405,000","-50,910,000","10,148,000","24,731,000","29,686,000","24,048,000","21,586,000","23,274,000","11,455,000","23,852,488","10,753,009","-11,763,937","-3,763,560","-14,829,776",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-165,000","-206,000","-272,000","-301,000","-295,000","-290,000","-266,000","-317,000","-319,000","-294,000","-747,000","-1,242,000","-1,376,000","-1,223,000","-1,086,000","-1,387,648","-1,109,080","-1,145,568","-442,704","759,267",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"8,616,000","20,712,000","31,076,000","3,216,000","10,512,000","13,400,000","9,139,000","-51,227,000","9,829,000","24,437,000","28,939,000","22,806,000","20,210,000","22,051,000","10,369,000","22,464,840","9,643,929","-12,909,505","-4,206,264","-14,070,509",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"8,616,000","20,712,000","31,076,000","3,216,000","10,512,000","13,400,000","9,139,000","-51,227,000","9,829,000","24,437,000","28,939,000","22,806,000","20,210,000","22,051,000","10,369,000","22,464,840","9,643,929","-12,909,505","-4,206,264","-14,070,509",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-18.037%,54.567%,240.037%,-,6.949%,-45.165%,-68.420%,-,-51.366%,10.820%,179.092%,1.519%,109.562%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"236,303,348","237,416,373","236,759,731","236,934,348","239,459,783","238,000,135","237,398,253","237,208,543","237,002,873","236,783,625","235,838,947","230,916,901","226,529,671","220,323,622","216,210,429","213,249,477","211,990,405","209,902,732","208,468,356","215,172,575",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"238,295,887","240,137,922","240,561,864","239,162,831","240,289,959","238,423,288","237,686,092","237,208,543","237,804,799","237,762,903","238,225,420","233,927,531","230,879,437","224,843,155","221,616,157","217,178,771","214,212,292","209,902,732","208,468,356","215,172,575",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-0.830%,0.719%,1.210%,0.824%,1.045%,0.278%,-0.226%,1.403%,3.000%,5.746%,7.495%,7.712%,7.781%,7.118%,6.307%,0.932%,4.642%,15.165%,24.703%,39.622%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.036,0.087,0.131,0.014,0.044,0.056,0.038,-0.216,0.041,0.103,0.123,0.099,0.089,0.100,0.048,0.105,0.045,-0.062,-0.020,-0.065,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.036,0.087,0.130,0.010,0.044,0.050,0.038,-0.216,0.040,0.100,0.120,0.098,0.080,0.100,0.048,0.105,0.040,-0.062,-0.020,-0.068,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-16.655%,74.481%,237.695%,-,9.367%,-50.001%,-67.920%,-,-50.000%,-0.001%,150.222%,-6.726%,100.000%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"29,642,000","-101,000","69,312,000","34,655,000","6,642,000","-46,066,000","9,702,000","10,714,000","-433,000","-29,762,000","-1,455,000","-21,409,000","-38,533,000","-16,094,000","20,234,000","14,286,242","-4,381,611","12,414,880","13,801,489","-38,982,577",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.124,-0.000,0.288,0.145,0.028,-0.193,0.041,0.045,-0.002,-0.125,-0.006,-0.092,-0.167,-0.072,0.091,0.066,-0.020,0.059,0.066,-0.181,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,51.450%,53.729%,52.547%,51.284%,48.586%,49.638%,50.182%,47.821%,50.246%,49.466%,50.676%,52.810%,55.426%,55.397%,57.020%,56.724%,55.350%,53.238%,51.643%,53.556%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,14.859%,19.283%,25.623%,20.058%,17.802%,16.270%,17.785%,17.515%,18.668%,24.483%,22.486%,25.110%,24.850%,22.921%,26.505%,26.685%,23.686%,11.744%,7.361%,-6.991%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,3.004%,7.393%,11.267%,1.156%,3.817%,5.309%,3.677%,-19.758%,3.763%,9.609%,11.929%,9.363%,8.649%,9.939%,5.333%,12.676%,6.139%,-10.790%,-4.100%,-18.562%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,10.333%,-0.036%,25.131%,12.455%,2.412%,-18.252%,3.904%,4.132%,-0.166%,-11.703%,-0.600%,-8.789%,-16.490%,-7.254%,10.407%,8.061%,-2.789%,10.377%,13.451%,-51.427%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"71,116,000","82,005,000","98,446,000","83,234,000","74,655,000","65,297,000","67,703,000","70,368,000","73,279,000","86,461,000","77,542,000","82,383,000","75,242,000","65,927,000","66,528,000","61,318,494","48,746,061","28,290,616","20,257,829","8,654,419",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,24.791%,29.272%,35.694%,29.915%,27.108%,25.872%,27.241%,27.141%,28.055%,33.998%,31.963%,33.822%,32.199%,29.714%,34.217%,34.599%,31.028%,23.646%,19.744%,11.417%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"28,492,000","27,985,000","27,775,000","27,427,000","25,628,000","24,234,000","23,501,000","24,958,000","24,518,000","24,198,000","22,990,000","21,219,000","17,173,000","15,072,000","14,994,000","14,026,040","11,534,875","14,239,913","12,705,172","13,953,449",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"42,624,000","54,020,000","70,671,000","55,807,000","49,027,000","41,063,000","44,202,000","45,410,000","48,761,000","62,263,000","54,552,000","61,164,000","58,069,000","50,855,000","51,534,000","47,292,454","37,211,186","14,050,703","7,552,657","-5,299,030",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,14.858%,19.283%,25.623%,20.058%,17.802%,16.270%,17.785%,17.515%,18.668%,24.483%,22.486%,25.110%,24.850%,22.921%,26.505%,26.685%,23.686%,11.744%,7.361%,-6.991%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,77.883%,60.395%,50.631%,87.537%,76.161%,65.302%,78.149%,-,76.464%,60.789%,51.188%,52.340%,63.355%,56.335%,72.927%,52.992%,72.561%,425.440%,140.100%,-,Upgrade,Financials in USD,Fiscal year is January - December
