Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+18 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-89,731","-68,621","-89,106","-67,382","-120,005","-117,305","-48,562","-62,784","-119,243","-242,553",-,-,"-227,371","-208,339","-224,979","-260,051","-178,400","-187,164","-299,287","-217,202",Upgrade,Financials in CAD,Fiscal year is August - July
Interest & Investment Income,"88,377",-,-,-,"39,193","50,099",-,-,"22,439","39,652",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Other Non Operating Income (Expenses),"-36,164","-60,273",-,-,-,-,-,-,-,"64,196","-228,375","28,583","30,132","-244,407",-,"40,554","35,203","415,243",-,-,Upgrade,Financials in CAD,Fiscal year is August - July
EBT Excluding Unusual Items,"-361,666","1,080,953","-373,825","-1,210,202","-721,562","-863,307","-1,486,066","-1,053,778","-1,196,456","-781,177","-695,210","-1,123,688","-848,227","-888,427","-806,871","-846,031","-805,051","-1,244,979","-990,894","-1,316,682",Upgrade,Financials in CAD,Fiscal year is August - July
Pretax Income,"-361,666","1,080,953","-373,825","-1,210,202","-721,562","-863,307","-1,486,066","-1,053,778","-1,196,456","-781,177","-695,210","-1,123,688","-848,227","-888,427","-806,871","-846,031","-805,051","-1,244,979","-990,894","-1,316,682",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income,"-361,666","1,080,953","-373,825","-1,210,202","-721,562","-863,307","-1,486,066","-1,053,778","-1,196,456","-781,177","-695,210","-1,123,688","-848,227","-888,427","-806,871","-846,031","-805,051","-1,244,979","-990,894","-1,316,682",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income to Common,"-361,666","1,080,953","-373,825","-1,210,202","-721,562","-863,307","-1,486,066","-1,053,778","-1,196,456","-781,177","-695,210","-1,123,688","-848,227","-888,427","-806,871","-846,031","-805,051","-1,244,979","-990,894","-1,316,682",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Basic),"148,222,531","148,234,761","146,734,785","146,347,626","145,964,721","147,389,806","131,625,338","132,296,560","131,200,559","131,248,643","114,954,391","107,744,498","94,853,433","93,645,676","87,241,528","82,558,425","82,558,425","81,637,881","69,328,985","68,991,425",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Diluted),"148,222,531","148,234,761","146,734,785","146,347,626","145,964,721","147,389,806","131,625,338","132,296,560","131,200,559","131,248,643","114,954,391","107,744,498","94,853,433","93,645,676","87,241,528","82,558,425","82,558,425","81,637,881","69,328,985","68,991,425",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Change (YoY),1.547%,0.573%,11.479%,10.621%,11.253%,12.298%,14.502%,22.787%,38.319%,40.155%,31.766%,30.507%,14.892%,14.709%,25.837%,19.665%,21.126%,20.672%,2.928%,2.440%,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Basic),-0.002,0.007,-0.003,-0.008,-0.005,-0.006,-0.011,-0.008,-0.009,-0.006,-0.006,-0.010,-0.009,-0.009,-0.009,-0.010,-0.010,-0.015,-0.014,-0.019,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Diluted),-0.002,0.007,-0.003,-0.010,-0.005,-0.006,-0.011,-0.010,-0.009,-0.009,-0.006,-0.010,-0.009,-0.010,-0.009,-0.010,-0.010,-0.015,-0.014,-0.019,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow,"2,603,342","6,323,951","258,312","-344,626","-608,050","-1,225,602","-827,507","-1,058,562","-1,244,575","-1,154,347","-682,192","-600,657","-508,055","-241,206","-301,606","-680,295","-610,159","-1,169,118","-227,581","88,395",Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Per Share,0.018,0.043,0.002,-0.002,-0.004,-0.008,-0.006,-0.008,-0.009,-0.009,-0.006,-0.006,-0.005,-0.003,-0.003,-0.008,-0.007,-0.014,-0.003,0.001,Upgrade,Financials in CAD,Fiscal year is August - July
Gross Margin,29.164%,37.704%,24.425%,34.040%,40.554%,44.154%,34.635%,28.663%,35.758%,44.636%,38.516%,2.785%,-1.731%,-23.629%,-41.381%,-15.417%,-0.623%,-99.580%,5.365%,-14.842%,Upgrade,Financials in CAD,Fiscal year is August - July
Operating Margin,-5.540%,13.236%,-5.555%,-50.186%,-50.353%,-73.975%,-353.978%,-218.875%,-267.977%,-104.958%,-64.026%,-220.107%,-147.810%,-130.173%,-228.095%,-182.681%,-122.132%,-454.486%,-182.308%,-273.712%,Upgrade,Financials in CAD,Fiscal year is August - July
Profit Margin,-6.181%,11.826%,-7.293%,-53.145%,-56.703%,-80.220%,-365.936%,-232.742%,-291.568%,-127.618%,-95.347%,-214.647%,-192.594%,-265.444%,-316.285%,-246.680%,-148.556%,-384.116%,-261.200%,-327.784%,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Margin,44.494%,69.188%,5.040%,-15.134%,-47.783%,-113.886%,-203.769%,-233.798%,-303.294%,-188.581%,-93.561%,-114.738%,-115.356%,-72.067%,-118.226%,-198.356%,-112.592%,-360.711%,-59.990%,22.006%,Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA,"-235,003","1,526,707","-178,005","-1,035,866","-534,204","-715,521","-1,332,817","-883,758","-992,811","-559,532","-215,338","-900,634","-394,711","-191,377","-328,942","-369,963","-405,558","-1,213,943","-455,412","-839,465",Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA Margin,-4.016%,16.703%,-3.473%,-45.489%,-41.980%,-66.488%,-,-195.190%,-241.941%,-91.409%,-29.533%,-172.040%,-89.621%,-57.179%,-128.942%,-107.871%,-74.837%,-,-120.047%,-208.982%,Upgrade,Financials in CAD,Fiscal year is August - July
D&A For EBITDA,"89,145","316,860","106,714","106,954","106,546","80,580","104,687","107,236","106,841","82,940","251,497","251,637","256,277","244,304","252,950","256,571","256,296","259,115","236,195","260,015",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT,"-324,148","1,209,847","-284,719","-1,142,820","-640,750","-796,101","-1,437,504","-990,994","-1,099,652","-642,472","-466,835","-1,152,271","-650,988","-435,681","-581,892","-626,534","-661,854","-1,473,058","-691,607","-1,099,480",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT Margin,-5.540%,13.236%,-5.555%,-50.186%,-50.353%,-73.975%,-,-218.875%,-267.977%,-104.958%,-64.025%,-220.107%,-147.810%,-130.173%,-228.095%,-182.680%,-122.131%,-,-182.308%,-273.712%,Upgrade,Financials in CAD,Fiscal year is August - July
