Fiscal Quarter,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+18 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,-,-,"309,000","520,000","385,000","354,000","-54,000","-252,000","606,000","190,000","-60,000","-72,000","119,000","152,000","21,000","-29,000","-45,000","154,000","-258,000","-151,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-12,062,000","-8,700,000","-22,778,000","-11,514,000","-11,074,000","-11,819,000","-13,063,000","-10,652,000","-11,754,000","-13,981,000","-17,833,000","-12,951,000","-15,441,000","-23,259,000","-23,045,000","-17,795,000","-21,707,000","-20,217,000","-30,825,000","-52,825,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-12,062,000","-8,700,000","-22,778,000","-11,514,000","-11,074,000","-11,819,000","-13,063,000","-10,652,000","-11,754,000","-13,981,000","-17,833,000","-12,951,000","-15,441,000","-23,259,000","-23,045,000","-17,795,000","-21,707,000","-20,217,000","-30,825,000","-52,825,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,230,827","3,201,495","3,109,648","2,732,749","2,529,523","2,351,766","2,219,412","2,021,070","1,622,954","1,056,544","644,804","578,764","451,113","378,381","321,084","300,645","290,106","274,806","268,304","233,772",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,230,827","3,201,495","3,109,648","2,732,749","2,529,523","2,351,766","2,219,412","2,021,070","1,622,954","1,056,544","644,804","578,764","451,113","378,381","321,084","300,645","290,106","274,806","268,304","233,772",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),27.725%,36.132%,40.111%,35.213%,55.859%,122.590%,244.199%,249.205%,259.767%,179.228%,100.821%,92.507%,55.499%,37.690%,19.672%,28.606%,79.007%,86.125%,82.414%,107.633%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.733,-2.717,-7.325,-4.213,-4.378,-5.026,-5.886,-5.270,-7.242,-13.233,-27.656,-22.377,-34.229,-61.470,-71.772,-59.189,-74.824,-73.568,-114.888,-225.968,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.733,-2.717,-7.325,-4.213,-4.378,-5.026,-5.888,-5.270,-7.242,-13.233,-27.656,-22.377,-34.229,-61.470,-71.772,-59.189,-74.824,-73.568,-114.888,-225.968,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"511,000","-5,621,000","-1,634,000","-6,280,000","-13,103,000","-15,905,000","-6,126,000","-13,238,000","-18,473,000","-21,745,000","-13,382,000","-12,605,000","-17,277,000","-28,180,000","-15,451,000","-14,775,000","-21,060,000","-20,667,000","-22,251,000","-17,173,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.158,-1.756,-0.525,-2.298,-5.180,-6.763,-2.760,-6.550,-11.382,-20.581,-20.754,-21.779,-38.299,-74.475,-48.121,-49.144,-72.594,-75.206,-82.932,-73.460,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,24.071%,-120.339%,7.702%,7.050%,14.239%,17.320%,16.272%,17.858%,-55.397%,-30.325%,-171.960%,-,-,-,18.844%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-536.068%,-40.514%,-211.248%,-122.386%,-113.143%,-144.115%,-139.121%,-122.027%,-138.081%,-531.752%,-742.602%,-1023.780%,-2967.762%,-2558.682%,-6627.628%,-248.540%,-3866.667%,-1130.006%,-3859.598%,-4554.230%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-537.762%,-114.625%,-215.476%,-125.795%,-120.487%,-147.369%,-141.054%,-120.199%,-142.594%,-552.827%,-724.919%,-1003.176%,-3170.637%,-2947.909%,-6920.420%,-257.153%,-4134.667%,-1187.140%,-3867.629%,-11458.785%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,22.782%,-74.058%,-15.457%,-68.611%,-142.563%,-198.317%,-66.148%,-149.379%,-224.105%,-859.826%,-543.984%,-976.375%,-3547.639%,-3571.610%,-4639.940%,-213.512%,-4011.429%,-1213.564%,-2791.844%,-3725.163%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-12,006,000","-3,054,000","-22,306,000","-11,165,000","-10,322,000","-11,480,000","-12,798,000","-10,732,000","-11,293,000","-13,349,000","-18,166,000","-13,111,000","-14,347,000","-20,085,000","-21,836,000","-17,145,000","-20,180,000","-19,119,000","-30,642,000","-20,866,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-40.237%,-211.011%,-121.982%,-112.305%,-143.142%,-138.192%,-121.101%,-137.001%,-,-,-,-,-,-,-247.760%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"18,000","21,000","25,000","37,000","77,000","78,000","86,000","82,000","89,000","99,000","102,000","106,000","106,000","103,000","234,000","54,000","120,000","125,000","119,000","129,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-12,024,000","-3,075,000","-22,331,000","-11,202,000","-10,399,000","-11,558,000","-12,884,000","-10,814,000","-11,382,000","-13,448,000","-18,268,000","-13,217,000","-14,453,000","-20,188,000","-22,070,000","-17,199,000","-20,300,000","-19,244,000","-30,761,000","-20,995,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-40.514%,-211.248%,-122.386%,-113.143%,-144.115%,-139.121%,-122.027%,-138.081%,-,-,-,-,-,-,-248.540%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"2,243,000","7,590,000","10,571,000","9,153,000","9,191,000","8,020,000","9,261,000","8,862,000","8,243,000","2,529,000","2,460,000","1,291,000","487,000","789,000","333,000","6,920,000","525,000","1,703,000","797,000","461,000",Upgrade,Financials in USD,Fiscal year is January - December
