Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,"-11,319","27,247","-6,781",-211,"34,310","-6,217","-10,724","43,520","16,889","-17,503",-,-,-,929,"49,012",-,"49,985","-13,888","60,835","20,176",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-354,310","-358,815","-526,975","-713,004","-350,866","-746,848","-811,525","-614,739","-617,295","-904,492","-462,474","-855,440","-490,658","-780,159","-530,015","-403,643","-425,545","1,204,328","-2,611,979","-1,866,966",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,-,-237,-275,"-128,620",-,"1,196","-1,716","-129,321",-,273,213,"-55,463",-,"-1,138","-112,277",-,-,340,"-26,317",143,Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-354,310","-358,578","-526,700","-584,384","-350,866","-748,044","-809,809","-485,418","-617,295","-904,765","-462,687","-799,977","-490,658","-779,021","-417,738","-403,643","-425,545","1,203,988","-2,585,662","-1,867,109",Upgrade,Financials in USD,Fiscal year is July - June
Preferred Dividends & Other Adjustments,-,-,"15,800","34,585","142,575","57,716",-,"19,322","389,235","254,709","237,389","93,398","114,844","391,749",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-354,310","-358,578","-542,500","-618,969","-493,441","-805,760","-809,809","-504,740","-1,006,530","-1,159,474","-700,076","-893,375","-605,502","-1,170,770","-417,738","-403,643","-425,545","1,203,988","-2,585,662","-1,867,109",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"590,937,498","246,045,808","59,639,618","23,813,436","10,989,681","3,607,664","1,924,074","960,471","473,589","130,193","66,354","49,374","27,143",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"590,937,498","246,045,808","59,639,618","23,813,436","10,989,681","3,607,664","1,924,074","960,471","473,589","130,193","66,354","49,374","27,143",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),5277.203%,6720.087%,2999.653%,2379.350%,2220.510%,2671.012%,2799.711%,1845.297%,1644.792%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.001,-0.001,-0.009,-0.026,-0.045,-0.223,-0.421,-0.526,-2.125,-8.906,-10.551,-18.094,-22.308,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.001,-0.001,-0.009,-0.026,-0.045,-0.223,-0.421,-0.526,-2.125,-8.906,-10.551,-18.094,-22.308,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-235,515","-259,966","-102,810","-238,885","-333,457","-177,973","-192,736","-225,227","-509,315","-410,998","-314,213","-224,335","-486,758","-236,287","-468,002","-261,026","-179,949","-499,658","-207,054","-416,546",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.000,-0.001,-0.002,-0.010,-0.030,-0.049,-0.100,-0.234,-1.075,-3.157,-4.735,-4.544,-17.933,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-290,716","-259,899","-420,818","-437,950","-417,085","-209,282","-385,759","-607,582","-572,357","-598,702","-501,691","-402,963","-485,521","-726,410","-427,429","-273,588","-382,723","-593,460","-606,579","-1,382,966",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,74,-,49,114,134,320,450,422,473,490,490,504,509,526,523,506,438,614,589,634,Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-290,790","-259,899","-420,867","-438,064","-417,219","-209,602","-386,209","-608,004","-572,830","-599,192","-502,181","-403,467","-486,030","-726,936","-427,952","-274,094","-383,161","-594,074","-607,168","-1,383,600",Upgrade,Financials in USD,Fiscal year is July - June
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.028%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
