Fiscal Quarter,Q4 2008,Q3 2008,Q2 2008,Q1 2008,Q4 2007,Q3 2007,Q2 2007,Q1 2007,Q4 2006,Q3 2006,Q2 2006,Q1 2006,Q4 2005,Q3 2005,Q2 2005,Q1 2005,Q4 2004,Q3 2004,Q2 2004,Q1 2004,+12 Quarters,Currency,Fiscal_Year_period
Net Income,"-32,915,000","-10,283,000","-11,054,000","-13,482,000","-12,561,000","-14,001,000","-14,652,000","-12,515,000","-12,017,000","-12,742,000","-22,877,000","-13,453,000","-11,599,000","-9,711,000","-15,343,000","-7,973,000","-9,096,636","-6,318,640","-7,619,210","-6,924,562",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"241,000","390,000","528,000","528,000","561,000","561,000","561,000","593,000","594,000","593,000","593,000","601,000","656,000","731,000","1,032,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-33,156,000","-10,673,000","-11,582,000","-14,010,000","-13,122,000","-14,562,000","-15,213,000","-13,108,000","-12,611,000","-13,335,000","-23,470,000","-14,054,000","-12,255,000","-10,442,000","-16,375,000","-7,973,000","-9,096,636","-6,318,640","-7,619,210","-6,924,562",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,927,500","4,721,800","4,665,200","4,650,300","4,627,400","4,621,300","3,990,800","3,811,100","3,068,181","2,881,931","2,805,490","2,288,797","2,203,200","1,791,500","1,782,853","1,781,291","1,766,500","1,615,599","1,431,031","1,428,609",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"4,927,500","4,721,800","4,665,200","4,650,300","4,627,400","4,621,300","3,990,800","3,811,100","3,068,181","2,881,931","2,805,490","2,288,797","2,203,200","1,791,500","1,782,853","1,781,291","1,766,500","1,615,599","1,431,031","1,428,609",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),6.485%,2.175%,16.899%,22.020%,50.819%,60.354%,42.250%,66.511%,39.260%,60.867%,57.360%,28.491%,24.721%,10.888%,24.585%,24.687%,42.830%,722.523%,1080.650%,1088.220%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-6.729,-2.260,-2.483,-3.013,-2.836,-3.151,-3.812,-3.439,-4.110,-4.627,-8.366,-6.140,-5.562,-5.829,-9.185,-4.476,-5.150,-3.911,-5.324,-4.847,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-6.729,-2.260,-2.483,-3.013,-2.836,-3.151,-3.812,-3.439,-4.110,-4.627,-8.366,-6.140,-5.562,-5.829,-9.185,-4.476,-5.150,-3.911,-5.324,-4.847,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,"-6,679,000","-10,430,000","-59,000","-11,315,000","-10,806,000","-9,397,000","-11,185,000","-9,930,000","-8,307,000","-17,738,000","-13,204,000","-10,600,000","-18,682,000","-18,529,000","-15,849,000","-11,432,414","-4,344,003","-8,146,269","-7,579,637",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-1.415,-2.236,-0.013,-2.445,-2.338,-2.355,-2.935,-3.236,-2.882,-6.323,-5.769,-4.811,-10.428,-10.393,-8.897,-6.472,-2.689,-5.693,-5.306,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1034.709%,-2930.973%,-1260.422%,-1985.757%,-1872.114%,-2121.889%,-2030.585%,-1880.210%,-3152.402%,-107700.000%,-5811.789%,-1466.744%,-1326.107%,-1137.223%,-1197.900%,-999.767%,-1078.193%,-751.464%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-4023.786%,-3148.378%,-1356.206%,-2100.450%,-1967.316%,-2183.208%,-2280.810%,-1965.217%,-1893.544%,-111125.000%,-9540.650%,-1639.907%,-1428.322%,-1218.436%,-1910.735%,-930.338%,-1061.274%,-737.175%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-1970.206%,-1221.311%,-8.846%,-1696.402%,-1620.090%,-1408.846%,-1676.912%,-1490.991%,-69225.000%,-7210.569%,-1540.723%,-1235.431%,-2179.930%,-2162.077%,-1849.358%,-1333.781%,-506.800%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-6,022,000","-7,432,000","-8,245,000","-10,724,000","-9,832,000","-11,626,000","-11,013,000","-10,016,000","-18,394,000","-10,368,000","-11,751,000","-9,982,000","-9,209,000","-9,106,000","-9,596,000","-8,040,000","-8,815,917","-6,133,739","-7,423,802","-6,685,942",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,504,000","2,504,000","2,519,000","2,521,000","2,655,000","2,527,000","2,531,000","2,525,000","2,601,000","2,556,000","2,546,000","2,588,000","2,169,000","640,000","670,000","528,000","425,737","307,381","313,746","320,973",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,526,000","-9,936,000","-10,764,000","-13,245,000","-12,487,000","-14,153,000","-13,544,000","-12,541,000","-20,995,000","-12,924,000","-14,297,000","-12,570,000","-11,378,000","-9,746,000","-10,266,000","-8,568,000","-9,241,654","-6,441,120","-7,737,548","-7,006,915",Upgrade,Financials in USD,Fiscal year is January - December
