Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Assets,"-23,816",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-1,516,000","-1,516,000","-3,004,319","-3,010,420",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"894,080","273,911","-310,622","-348,428","-2,986,607","-939,623",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,285,006","-6,894,410","-9,275,628","-8,427,151","-7,427,685","-13,808,258",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,092,843","187,848","204,917",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-5,377,849","-7,082,258","-9,480,545","-8,427,151","-7,427,685","-13,808,258",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,"5,478","-442,228","-252,007","-1,675,539",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,377,849","-7,082,258","-9,475,067","-8,869,379","-7,679,692","-15,483,797",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"17,700","17,700","88,500",-,"830,494","2,341,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,395,549","-7,099,958","-9,563,567","-8,869,379","-8,510,186","-17,824,797",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"109,758,656","117,196,836","97,166,607","69,537,731","50,895,301","38,106,781",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"109,758,656","117,196,836","97,166,607","69,537,731","50,895,301","38,106,781",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-3.830%,20.614%,39.732%,36.629%,33.560%,9.067%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.049,-0.061,-0.098,-0.128,-0.167,-0.468,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.049,-0.061,-0.098,-0.128,-0.167,-0.468,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-544,182","-1,173,321","-2,111,468","-2,983,723","-5,315,159","-5,647,300",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.005,-0.010,-0.022,-0.043,-0.104,-0.148,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,40.233%,36.238%,36.201%,25.100%,41.745%,32.709%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-8.694%,-21.915%,-23.615%,-48.892%,-189.874%,-226.366%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-37.206%,-39.147%,-71.133%,-149.639%,-357.015%,-486.173%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-3.752%,-6.469%,-15.705%,-50.340%,-222.979%,-154.031%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-634,664","-3,100,246","-2,843,549","-2,397,358","-4,326,361","-8,183,670",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-4.376%,-17.094%,-21.150%,-40.447%,-181.497%,-223.210%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"626,121","874,412","331,376","500,574","199,683","115,696",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,260,785","-3,974,658","-3,174,925","-2,897,932","-4,526,044","-8,299,366",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-8.694%,-21.915%,-23.615%,-48.892%,-189.874%,-226.366%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"14,501,946","18,136,880","13,444,542","5,927,199","2,383,704","3,666,346",Upgrade,Financials in USD,Fiscal year is January - December
