Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+20 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,"-56,921",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,"-200,000",-,-,-,-,-,-,-,"-6,384,726",Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,"4,758",-,-,-,"718,582","-5,348",30,-,-,-,-,-,"45,363",-,-,-,"18,313",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-28,925","-120,828","-169,370","79,582","-240,650","-772,944","-510,094","501,619","-219,914","-695,260","-566,463","-501,973","-158,588","-275,054","-113,263","-187,370","-253,633","-1,509,715","-1,242,118","-6,792,880",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-28,925","-120,828","-169,370","79,582","-240,650","-772,944","-510,094","501,619","-219,914","-695,260","-566,463","-501,973","-158,588","-275,054","-113,263","-187,370","-253,633","-1,509,715","-1,242,118","-6,792,880",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-28,925","-120,828","-169,370","79,582","-240,650","-772,944","-510,094","501,619","-219,914","-695,260","-566,463","-501,973","-158,588","-275,054","-113,263","-187,370","-253,633","-1,509,715","-1,242,118","-6,792,880",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income Growth,-,-,-,-84.135%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"31,762,363","31,762,363","31,717,363","31,512,748","30,565,548","30,238,252","28,046,634","6,320,234","25,433,807","25,215,488","21,751,466","18,001,397","17,816,504","16,133,632","9,457,807","9,130,834","9,091,141","8,993,645","8,426,996","8,104,742",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"31,762,363","31,762,363","31,717,363","31,512,748","30,565,548","30,238,252","28,046,634","6,320,234","25,433,807","25,215,488","21,751,466","18,001,397","17,816,504","16,133,632","9,457,807","9,130,834","9,091,141","8,993,645","8,426,996","8,104,742",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),3.916%,5.040%,13.088%,398.601%,20.177%,19.919%,28.941%,-64.890%,42.754%,56.291%,129.984%,97.150%,95.977%,79.389%,12.232%,12.660%,41.941%,60.971%,61.284%,170.291%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.001,-0.004,-0.005,0.003,-0.008,-0.026,-0.018,0.079,-0.009,-0.028,-0.026,-0.028,-0.009,-0.017,-0.012,-0.021,-0.028,-0.168,-0.147,-0.838,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.001,-0.004,-0.005,0.003,-0.008,-0.026,-0.018,0.079,-0.009,-0.028,-0.026,-0.028,-0.009,-0.017,-0.012,-0.021,-0.028,-0.168,-0.147,-0.838,Upgrade,Financials in CAD,Fiscal year is January - December
EPS Growth,-,-,-,-96.819%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-5,584","-115,786","-24,993","7,157","8,590","-139,844","-186,966","-96,833","-47,852","-845,026","-492,255","95,009","-18,467","-396,888","-11,326","120,963","13,550","-306,227","-157,103","-353,369",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.004,-0.001,0.000,0.000,-0.005,-0.007,-0.015,-0.002,-0.034,-0.023,0.005,-0.001,-0.025,-0.001,0.013,0.001,-0.034,-0.019,-0.044,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,-,-,-,-177.056%,100.000%,100.000%,100.000%,88.971%,100.000%,-25.542%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-,100.000%,-,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-,-,-,1271.660%,-928.667%,-7475.452%,-5847.259%,-153.932%,-753.276%,-1543.007%,-1287.969%,-274.820%,-246.998%,-459.811%,-263.852%,-384.674%,-258.520%,-,-1799.794%,-,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-,-,-,1103.926%,-1042.271%,-7586.808%,-5912.762%,353.290%,-830.397%,-1609.845%,-1330.038%,-932.065%,-324.324%,-511.082%,-333.077%,-378.655%,-318.227%,-,-1896.334%,-,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,99.279%,37.204%,-1372.634%,-2167.219%,-68.199%,-180.689%,-1956.622%,-1155.799%,176.413%,-37.766%,-737.463%,-33.307%,244.454%,17.001%,-,-239.848%,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"1,861","-101,216","-145,623","108,629","-181,938","-728,204","-473,555","-194,874","-162,424","-628,727","-512,385","-120,492","-80,833","-207,519","-58,678","-142,418","-200,169","-1,432,663","-1,165,766","-335,114",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-,-,-,1506.852%,-,-,-,-137.250%,-,-,-,-223.730%,-165.309%,-,-172.557%,-287.812%,-251.147%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"13,838","13,838","13,838","16,955","32,482","33,395","30,888","23,687","37,066","37,667","36,161","27,515","39,944","39,942","31,045","47,930","5,877","13,117","13,117","12,289",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-11,977","-115,054","-159,461","91,674","-214,420","-761,599","-504,443","-218,561","-199,490","-666,394","-548,546","-148,007","-120,777","-247,461","-89,723","-190,348","-206,046","-1,445,780","-1,178,883","-347,403",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-,-,-,1271.660%,-,-,-,-153.932%,-,-,-,-274.820%,-246.998%,-,-263.852%,-,-258.520%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,"37,946","71,943","131,848",-,"5,382","40,385","142,491",-,"1,781",563,861,-,"2,957","4,761","3,415",-,Upgrade,Financials in CAD,Fiscal year is January - December
