Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,"-11,653",-,"24,872","87,966","117,603","103,899","87,651","-131,338",Upgrade,Financials in USD,Fiscal year is August - July
Currency Exchange Gain (Loss),16,"-1,268",-,-,"-1,153",199,"1,967",-,10,327,-13,95,-90,191,39,"63,195","23,199","1,914","-82,920","-198,704",Upgrade,Financials in USD,Fiscal year is August - July
Other Non Operating Income (Expenses),"9,826","9,215","67,298",-,"10,800","47,959","11,729",-,"18,952","-14,432","30,386","11,920","8,625","-235,285","81,846","-201,011","21,394","13,402","126,264","-42,094",Upgrade,Financials in USD,Fiscal year is August - July
EBT Excluding Unusual Items,"-1,470,816","-1,029,729","-2,937,296",-,"-1,738,154","-1,791,749","-1,458,743",-,"-1,640,786","-1,306,898","24,918","360,367","724,735","6,994","-476,568","-988,308","-1,251,349","-995,016","-896,797","-2,109,269",Upgrade,Financials in USD,Fiscal year is August - July
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,"-592,547",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
Asset Writedown,-,-,"-124,649",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,008",-,"-38,809",Upgrade,Financials in USD,Fiscal year is August - July
Other Unusual Items,"-690,534","2,385,652","4,170,819",-,"359,088",-,-,-,-,-,-,"-40,910",-,-,"208,176","-92,415",-,"-239,328",-,-,Upgrade,Financials in USD,Fiscal year is August - July
Pretax Income,"-2,161,350","1,355,923","1,108,874",-,"-1,379,066","-1,791,749","-1,458,743",-,"-1,640,786","-1,306,898","24,918","-273,090","724,735","6,994","-268,392","-1,080,723","-1,251,349","-1,235,352","-896,797","-2,148,078",Upgrade,Financials in USD,Fiscal year is August - July
Income Tax Expense,"388,351","532,459","837,947",-,"449,397","370,467","376,479",-,"821,317","1,415,650","702,172","-473,818","976,458","1,154,094","509,975","93,434","40,734",-,-,"-414,672",Upgrade,Financials in USD,Fiscal year is August - July
Earnings From Continuing Operations,"-2,549,701","823,464","270,927",-,"-1,828,463","-2,162,216","-1,835,222",-,"-2,462,103","-2,722,548","-677,254","200,728","-251,723","-1,147,100","-778,367","-1,174,157","-1,292,083","-1,235,352","-896,797","-1,733,406",Upgrade,Financials in USD,Fiscal year is August - July
Earnings From Discontinued Operations,"11,511","-992,264","-107,112",-,"-1,780,309","-578,832","-1,117,573",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
Net Income to Company,"-2,538,190","-168,800","163,815",-,"-3,608,772","-2,741,048","-2,952,795",-,"-2,462,103","-2,722,548","-677,254","200,728","-251,723","-1,147,100","-778,367","-1,174,157","-1,292,083","-1,235,352","-896,797","-1,733,406",Upgrade,Financials in USD,Fiscal year is August - July
Minority Interest in Earnings,"-58,701","-85,035","-79,668",-,"-150,064","-105,071","-102,046",-,"-67,961","-154,274","-111,835","-120,548","-101,914","-47,801","-14,178","122,338","135,505",-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
Net Income,"-2,596,891","-253,835","84,147",-,"-3,758,836","-2,846,119","-3,054,841",-,"-2,530,064","-2,876,822","-789,089","80,180","-353,637","-1,194,901","-792,545","-1,051,819","-1,156,578","-1,235,352","-896,797","-1,733,406",Upgrade,Financials in USD,Fiscal year is August - July
Net Income to Common,"-2,596,891","-253,835","84,147",-,"-3,758,836","-2,846,119","-3,054,841",-,"-2,530,064","-2,876,822","-789,089","80,180","-353,637","-1,194,901","-792,545","-1,051,819","-1,156,578","-1,235,352","-896,797","-1,733,406",Upgrade,Financials in USD,Fiscal year is August - July
Shares Outstanding (Basic),"147,416,354","145,524,361","146,636,974",-,"146,636,974","130,841,727","113,668,613",-,"113,349,464","112,370,886","109,748,878","109,084,535","108,818,789","108,367,050","107,600,058","105,563,760","102,031,951","101,841,511","101,149,232","91,430,335",Upgrade,Financials in USD,Fiscal year is August - July
Shares Outstanding (Diluted),"147,416,354","145,524,361","150,956,766",-,"146,636,974","130,841,727","113,668,613",-,"113,349,464","112,370,886","109,748,878","109,084,535","108,818,789","108,367,050","107,600,058","105,563,760","102,031,951","101,841,511","101,149,232","91,430,335",Upgrade,Financials in USD,Fiscal year is August - July
Shares Change (YoY),0.532%,11.222%,32.804%,-,29.367%,16.437%,3.572%,-,4.164%,3.695%,1.997%,3.335%,6.652%,6.408%,6.378%,15.458%,40.486%,52.692%,111.721%,98.682%,Upgrade,Financials in USD,Fiscal year is August - July
EPS (Basic),-0.018,-0.002,0.001,-,-0.026,-0.022,-0.027,-,-0.022,-0.026,-0.007,0.001,-0.003,-0.011,-0.007,-0.010,-0.011,-0.012,-0.009,-0.019,Upgrade,Financials in USD,Fiscal year is August - July
EPS (Diluted),-0.020,-0.002,0.001,-,-0.026,-0.022,-0.027,-,-0.022,-0.026,-0.007,0.001,-0.003,-0.011,-0.007,-0.010,-0.011,-0.012,-0.009,-0.019,Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow,"-1,349,895","187,943","-1,198,585",-,"-698,215","-1,558,584","-593,719",-,"-816,353","-601,628","240,861","189,068","33,271","-62,779","-267,054","437,933","-251,560","-1,740,272","-1,627,985","-2,519,514",Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow Per Share,-0.009,0.001,-0.008,-,-0.005,-0.012,-0.005,-,-0.007,-0.005,0.002,0.002,0.000,-0.001,-0.002,0.004,-0.002,-0.017,-0.016,-0.028,Upgrade,Financials in USD,Fiscal year is August - July
Gross Margin,22.471%,23.101%,15.486%,-,25.830%,20.879%,19.003%,-,17.238%,19.326%,30.490%,29.275%,48.944%,34.995%,23.134%,32.688%,-27.178%,18.421%,1.069%,-14.622%,Upgrade,Financials in USD,Fiscal year is August - July
Operating Margin,-30.390%,-19.059%,-21.316%,-,-30.747%,-32.331%,-23.945%,-,-17.007%,-12.064%,4.165%,4.697%,9.893%,3.538%,-13.009%,-99.220%,-161.778%,-80.206%,-90.578%,-96.855%,Upgrade,Financials in USD,Fiscal year is August - July
Profit Margin,-58.938%,-5.732%,1.542%,-,-90.111%,-64.194%,-65.944%,-,-32.121%,-35.752%,-10.423%,0.986%,-4.942%,-18.920%,-14.970%,-86.139%,-109.909%,-78.571%,-62.207%,-131.799%,Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow Margin,-30.637%,4.244%,-21.967%,-,-16.738%,-35.154%,-12.816%,-,-10.364%,-7.477%,3.181%,2.324%,0.465%,-0.994%,-5.044%,35.865%,-23.906%,-110.684%,-112.927%,-191.570%,Upgrade,Financials in USD,Fiscal year is August - July
EBITDA,"-1,180,058","-680,624","-999,185",-,"-986,535","-1,271,026","-662,778",-,"-712,380","-332,162","819,958","1,115,660","1,105,305","629,609","-337,498","-1,000,401","-1,615,274","-1,181,811","-1,227,195","-1,198,002",Upgrade,Financials in USD,Fiscal year is August - July
EBITDA Margin,-26.782%,-15.369%,-18.312%,-,-23.650%,-28.668%,-14.307%,-,-9.044%,-4.128%,10.831%,13.714%,15.446%,9.969%,-6.375%,-81.928%,-153.499%,-75.165%,-85.126%,-91.089%,Upgrade,Financials in USD,Fiscal year is August - July
D&A For EBITDA,"158,980","163,455","163,901","28,293","296,019","162,401","446,481","37,747","627,183","638,611","504,649","733,537","397,347","406,153","351,235","211,152","87,123","79,258","78,597","75,833",Upgrade,Financials in USD,Fiscal year is August - July
EBIT,"-1,339,038","-844,079","-1,163,086",-,"-1,282,554","-1,433,427","-1,109,259",-,"-1,339,563","-970,773","315,309","382,123","707,958","223,456","-688,733","-1,211,553","-1,702,397","-1,261,069","-1,305,792","-1,273,835",Upgrade,Financials in USD,Fiscal year is August - July
EBIT Margin,-30.390%,-19.059%,-21.316%,-,-30.747%,-32.331%,-23.945%,-,-17.007%,-12.064%,4.165%,4.697%,9.893%,3.538%,-13.009%,-99.220%,-161.778%,-80.206%,-90.578%,-96.855%,Upgrade,Financials in USD,Fiscal year is August - July
Effective Tax Rate,-,39.269%,75.567%,-,-,-,-,-,-,-,2817.931%,-,134.733%,16501.201%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
