Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+19 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),-897,286,-965,111,"1,677","1,060",-417,"1,334","-2,368","-3,559","1,094","-2,386",509,"-1,741","-2,181","-5,245","-3,949",479,"-3,294","-3,252",Upgrade,Financials in CAD,Fiscal year is August - July
Other Non Operating Income (Expenses),66,66,88,-756,366,325,344,366,268,366,168,66,66,581,75,"-4,458,042",76,65,5,"-2,110,729",Upgrade,Financials in CAD,Fiscal year is August - July
EBT Excluding Unusual Items,"-921,669","-978,102","-317,688","-1,402,550","-742,961","-1,539,297","33,701","-1,403,743","-1,319,503","-2,921,510","-692,177","-616,476","-295,717","88,191","688,925","-8,628,942","-452,909","-1,344,942","1,107,995","-3,208,291",Upgrade,Financials in CAD,Fiscal year is August - July
Gain (Loss) on Sale of Assets,-,-365,-,-,"455,381",-,-,-,-,-,-,-,-,-,-,"-2,066",548,-,"-1,154",-,Upgrade,Financials in CAD,Fiscal year is August - July
Other Unusual Items,"-13,543","-13,544","-13,790","-10,180","156,472","-7,719","-8,695","-22,321",-,-,-,"-26,513",-,-,-,"4,458,153","-4,458,153","-3,377,877",-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Pretax Income,"-935,212","-992,011","-331,478","-1,412,730","-131,108","-1,547,016","25,006","-1,426,064","-1,319,503","-2,921,510","-692,177","-642,989","-295,717","88,191","688,925","-4,172,855","-4,910,514","-4,722,819","1,106,841","-3,208,291",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income,"-935,212","-992,011","-331,478","-1,412,730","-131,108","-1,547,016","25,006","-1,426,064","-1,319,503","-2,921,510","-692,177","-642,989","-295,717","88,191","688,925","-4,172,855","-4,910,514","-4,722,819","1,106,841","-3,208,291",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income to Common,"-935,212","-992,011","-331,478","-1,412,730","-131,108","-1,547,016","25,006","-1,426,064","-1,319,503","-2,921,510","-692,177","-642,989","-295,717","88,191","688,925","-4,172,855","-4,910,514","-4,722,819","1,106,841","-3,208,291",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-37.758%,-,-,-,490.845%,-,Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Basic),"163,938,556","163,938,556","163,938,556","163,938,956","163,938,556","163,895,078","163,838,556","169,037,550","163,536,450","162,951,748","159,641,472","158,381,856","158,983,356","154,173,510","152,867,404","147,576,381","141,698,869","122,271,412","119,396,795","119,573,510",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Diluted),"163,938,556","163,938,556","163,938,556","163,938,956","163,938,556","163,895,078","163,838,556","169,037,550","163,536,450","162,951,748","159,641,472","158,381,856","158,983,356","154,173,510","152,867,404","147,576,381","141,698,869","122,271,412","119,396,795","119,573,510",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Change (YoY),-,0.027%,0.061%,-3.016%,0.246%,0.579%,2.629%,6.728%,2.864%,5.694%,4.431%,7.322%,12.198%,26.091%,28.033%,23.419%,23.158%,10.329%,14.029%,15.903%,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Basic),-0.006,-0.006,-0.002,-0.009,-0.001,-0.009,0.000,-0.008,-0.008,-0.018,-0.004,-0.004,-0.002,0.001,0.005,-0.028,-0.035,-0.039,0.009,-0.027,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Diluted),-0.006,-0.006,-0.002,-0.009,-0.001,-0.009,0.000,-0.008,-0.008,-0.018,-0.004,-0.004,-0.002,0.001,0.005,-0.028,-0.035,-0.039,0.009,-0.027,Upgrade,Financials in CAD,Fiscal year is August - July
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-51.392%,-,-,-,418.167%,-,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow,"38,557","-108,470","-233,688","-432,010","-643,494","-427,378","-745,260","-189,602","-510,956","-118,277","-584,584","4,746","-127,768","-19,655","-1,223,961","-1,870,483","-2,699,034","-2,310,368","-2,145,842","-3,183,510",Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Per Share,0.000,-0.001,-0.001,-0.003,-0.004,-0.003,-0.005,-0.001,-0.003,-0.001,-0.004,0.000,-0.001,-0.000,-0.008,-0.013,-0.019,-0.019,-0.018,-0.027,Upgrade,Financials in CAD,Fiscal year is August - July
Gross Margin,-97.059%,-61.354%,32.001%,-89.094%,-41.005%,-210.314%,86.253%,-76.769%,-25.892%,-221.842%,-18.890%,19.418%,68.661%,77.021%,158.915%,-,345.167%,82.539%,890.596%,-130.762%,Upgrade,Financials in CAD,Fiscal year is August - July
Operating Margin,-242.857%,-160.684%,-56.035%,-208.659%,-153.388%,-343.954%,4.092%,-202.512%,-118.740%,-285.560%,-150.569%,-81.718%,-42.564%,7.166%,66.156%,-1090.215%,-126.799%,-283.926%,398.107%,-667.746%,Upgrade,Financials in CAD,Fiscal year is August - July
Profit Margin,-245.062%,-162.899%,-58.622%,-210.269%,-26.780%,-345.367%,3.030%,-205.482%,-118.927%,-285.865%,-150.288%,-85.553%,-42.480%,7.074%,65.957%,-1092.096%,-1385.875%,-996.289%,396.518%,-1957.672%,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Margin,10.103%,-17.812%,-41.328%,-64.300%,-131.439%,-95.411%,-90.313%,-27.320%,-46.053%,-11.573%,-126.927%,0.631%,-18.354%,-1.577%,-117.180%,-489.532%,-761.737%,-487.377%,-768.733%,-1942.550%,Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA,"-734,878","-765,266","-168,940","-1,066,848","-676,419","-1,305,706","253,621","-1,314,679","-1,072,671","-2,672,620","-451,589","-483,532","-34,615","334,190","929,670","-4,007,011","-273,150","-1,197,897","1,214,566","-1,028,499",Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA Margin,-192.566%,-125.665%,-29.877%,-158.788%,-138.164%,-291.495%,30.734%,-189.433%,-96.680%,-261.512%,-98.051%,-64.337%,-4.972%,26.808%,89.005%,-,-77.090%,-252.699%,435.110%,-,Upgrade,Financials in CAD,Fiscal year is August - July
D&A For EBITDA,"191,921","213,256","147,908","335,069","74,531","234,983","219,852","90,769","244,754","245,767","241,882","130,631","261,687","244,853","238,666","158,658","176,132","148,031","103,290","65,823",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT,"-926,799","-978,522","-316,848","-1,401,917","-750,950","-1,540,689","33,769","-1,405,448","-1,317,425","-2,918,387","-693,471","-614,163","-296,302","89,337","691,004","-4,165,669","-449,282","-1,345,928","1,111,276","-1,094,322",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT Margin,-242.857%,-160.684%,-56.035%,-208.659%,-153.388%,-,4.092%,-202.512%,-118.740%,-285.560%,-150.569%,-81.718%,-42.564%,7.166%,66.156%,-,-126.799%,-283.926%,398.107%,-,Upgrade,Financials in CAD,Fiscal year is August - July
