Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-8,372,231","-10,466,545","-6,315,105","-17,882,863","-9,843,728","-8,532,230","-9,544,576","-25,333,729","-17,481,050","-15,922,295","-8,763,599","-12,050,374","-17,946,825","-12,055,273","-7,052,949","-45,399,988","8,636,433","-8,890,450","-8,941,890","-6,901,192",Upgrade,Financials in CAD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"416,655","-61,353","-1,319,344",-,"-521,808",-,-,-,"-140,020","-326,877",-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,"-6,011,097",-,-,-,-,"-16,123,601",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,"-232,500",-,-,-,-107,"-1,812","-4,567","-59,802","-309,534",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"141,593","22,832","-165,018",-,"279,746","29,016","-22,018",-,-,-,"-477,833","-16,422",-,-,"-453,951",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,-,"-1,044,315",-,-,-,"-61,954,656",-,"-687,798",-,"-25,153,976",-,-,-,-,"-18,676,399",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"-90,956","48,866","7,582,596",-,"-443,374","822,986","2,104,387","45,014","309,000",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-8,372,231","-10,324,952","-6,292,273","-17,175,541","-9,905,081","-9,571,828","-9,515,560","-87,923,167","-17,432,184","-9,027,497","-8,763,599","-44,509,174","-17,467,138","-9,950,886","-7,007,935","-45,545,046","-26,165,379","-8,895,017","-9,001,692","-7,210,726",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-8,372,231","-10,324,952","-6,292,273","-17,175,541","-9,905,081","-9,571,828","-9,515,560","-87,923,167","-17,432,184","-9,027,497","-8,763,599","-44,509,174","-17,467,138","-9,950,886","-7,007,935","-45,545,046","-26,165,379","-8,895,017","-9,001,692","-7,210,726",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-8,372,231","-10,324,952","-6,292,273","-17,175,541","-9,905,081","-9,571,828","-9,515,560","-87,923,167","-17,432,184","-9,027,497","-8,763,599","-44,509,174","-17,467,138","-9,950,886","-7,007,935","-45,545,046","-26,165,379","-8,895,017","-9,001,692","-7,210,726",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"308,387,453","308,387,453","308,387,453","309,105,593","307,429,741","307,015,601","317,185,333","307,153,861","304,363,421","303,976,702","303,976,702","304,791,982","249,530,542","221,254,043","212,188,324","210,513,910","210,261,715","205,690,146","201,118,578","124,294,550",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"308,387,453","308,387,453","308,387,453","309,105,593","307,429,741","307,015,601","317,185,333","307,153,861","304,363,421","303,976,702","303,976,702","304,791,982","249,530,542","221,254,043","212,188,324","210,513,910","210,261,715","205,690,146","201,118,578","124,294,550",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),0.312%,0.447%,-2.774%,0.635%,1.007%,1.000%,4.345%,0.775%,21.974%,37.388%,43.258%,44.785%,18.676%,7.567%,5.504%,69.367%,81.806%,77.626%,80.561%,12.543%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.027,-0.033,-0.020,-0.056,-0.032,-0.031,-0.030,-0.286,-0.057,-0.030,-0.029,-0.146,-0.070,-0.045,-0.033,-0.216,-0.124,-0.043,-0.045,-0.058,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.030,-0.033,-0.020,-0.056,-0.032,-0.031,-0.030,-0.286,-0.060,-0.030,-0.030,-0.146,-0.070,-0.045,-0.033,-0.216,-0.124,-0.043,-0.045,-0.058,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"1,002,724","-6,786,746","-1,820,495","1,579,856","-72,077","-5,368,892","-7,585,959","-7,534,787","-5,510,263","-10,128,250","-8,690,054","-8,464,556","-2,703,149","-4,508,303","-14,780,497","-5,995,666","-5,376,687","-7,732,481","-17,616,224","-11,235,145",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.003,-0.022,-0.006,0.005,-0.000,-0.017,-0.024,-0.025,-0.018,-0.033,-0.029,-0.028,-0.011,-0.020,-0.070,-0.028,-0.026,-0.038,-0.088,-0.090,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,30.083%,12.880%,46.862%,-58.108%,27.876%,30.062%,33.757%,-142.705%,-59.175%,-19.861%,15.605%,-21.340%,-95.312%,8.548%,30.376%,-,192.621%,-75.390%,-4.780%,6.667%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-12.233%,-38.048%,2.997%,-114.469%,-39.878%,-24.724%,-33.614%,-239.423%,-134.904%,-109.470%,-39.825%,-97.147%,-143.256%,-99.172%,-44.483%,-863.250%,74.526%,-168.247%,-62.879%,-207.913%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-87.711%,-111.464%,-49.543%,-172.532%,-113.200%,-94.080%,-80.410%,-1010.369%,-173.019%,-93.156%,-70.538%,-419.878%,-161.900%,-93.837%,-68.183%,-897.147%,-414.461%,-151.807%,-73.877%,-252.978%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,10.505%,-73.267%,-14.334%,15.870%,-0.824%,-52.770%,-64.105%,-86.586%,-54.691%,-104.515%,-69.946%,-79.850%,-25.055%,-42.513%,-143.806%,-118.103%,-85.167%,-131.966%,-144.576%,-394.169%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-1,027,447","-3,385,406","510,307","-11,166,370","-3,422,059","-2,492,338","-3,913,136","-20,454,883","-11,767,850","-8,605,768","-3,425,759","-6,722,725","-14,987,406","-9,744,495","-3,297,786","-38,234,607","5,506,611","-9,466,856","-7,441,806","-5,856,315",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-10.764%,-36.547%,4.018%,-112.168%,-39.109%,-24.497%,-33.068%,-235.057%,-116.799%,-88.804%,-27.574%,-63.419%,-138.916%,-91.891%,-32.086%,-,87.225%,-161.566%,-61.075%,-205.461%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"140,209","139,051","129,703","229,036","67,277","23,153","64,627","379,870","1,824,118","2,002,608","1,522,135","3,575,306","468,173","772,169","1,274,205","5,589,613","801,713","391,473","219,883","69,890",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-1,167,656","-3,524,457","380,604","-11,395,406","-3,489,336","-2,515,491","-3,977,763","-20,834,753","-13,591,968","-10,608,376","-4,947,894","-10,298,031","-15,455,579","-10,516,664","-4,571,991","-43,824,220","4,704,898","-9,858,329","-7,661,689","-5,926,205",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-12.233%,-38.048%,2.997%,-114.469%,-39.878%,-24.724%,-33.614%,-239.423%,-134.904%,-109.469%,-39.825%,-97.147%,-143.256%,-99.172%,-44.483%,-,74.526%,-168.247%,-62.879%,-207.913%,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"9,545,263","9,263,065","12,700,685","9,955,017","8,750,103","10,174,126","11,833,736","8,702,084","10,075,302","9,690,712","12,423,970","10,600,507","10,788,812","10,604,447","10,278,068","5,076,652","6,313,117","5,859,442","12,184,779","2,850,334",Upgrade,Financials in CAD,Fiscal year is January - December
