Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+19 Quarters,Currency,Fiscal_Year_period
Operating Income,"-1,367,463","-1,397,953","-692,205","-772,914","-1,420,384","-1,711,191","-1,283,584","-1,730,107","-1,711,578","-2,595,791","-2,673,535","-2,703,459","-2,436,874","-2,669,525","-3,355,614","-2,133,170","-1,729,501","-2,336,222","-2,523,507","-2,412,488",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-17,"-3,716","-1,790","-1,747","-2,523","-4,205",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"117,245","75,645","90,240","94,747","95,534","98,999","98,112","43,282","9,615","1,561",863,682,266,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-868,945","-3,268,588","1,291,301","1,050,800","-255,300","1,898,100","-1,202,500","873,200","5,357,600","-2,682,500",1,-,-,-,"-18,459","11,892","2,856","-8,944","33,795","31,322",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,119,163","-4,590,896","689,336","372,633","-1,580,150","285,908","-2,387,972","-813,625","3,655,637","-5,276,730","-2,672,671","-2,702,777","-2,436,608","-2,669,525","-3,374,090","-2,124,994","-1,728,435","-2,346,913","-2,492,235","-2,385,371",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,"-2,103,680",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,"-11,893,134",-,-,-,-,-,-,-,"-1,563,520",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-13,863","-3,366","-264,616",-,-,-,-161,"-9,287",-,-,"-128,254","-31,883",-,-,-,"-18,500","-30,948",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,"-10,065,833",-,-,"-24,257","280,176","-280,176",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,"-106,477",-,-,-,-,-,"1,052,223",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,133,026","-4,594,262","424,720","372,633","-1,580,150","285,908","-12,453,966","-822,912","3,655,637","-5,300,987","-14,520,360","-3,014,836","-4,540,288","-2,669,525","-3,374,090","-2,143,494","-707,160","-2,346,913","-4,055,755","-2,385,371",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-2,133,026","-4,594,262","424,720","372,633","-1,580,150","285,908","-12,453,966","-822,912","3,655,637","-5,300,987","-14,520,360","-3,014,836","-4,540,288","-2,669,525","-3,374,090","-2,143,494","-707,160","-2,346,913","-4,055,755","-2,385,371",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"12,457,356","-152,481",-,-,"407,739","247,183",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"10,324,330","-4,746,743","424,720","372,633","-1,172,411","533,091","-12,453,966","-822,912","3,655,637","-5,300,987","-14,520,360","-3,014,836","-4,540,288","-2,669,525","-3,374,090","-2,143,494","-707,160","-2,346,913","-4,055,755","-2,385,371",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,"941,585",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"10,324,330","-4,746,743","424,720","372,633","-1,172,411","533,091","-13,395,551","-822,912","3,655,637","-5,300,987","-14,520,360","-3,014,836","-4,540,288","-2,669,525","-3,374,090","-2,143,494","-707,160","-2,346,913","-4,055,755","-2,385,371",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,284,156","1,280,326","1,263,637","1,273,486","1,267,340","1,267,340","1,232,228","1,232,016","1,231,063","783,018","490,305","488,540","488,540","427,028","295,244","294,402","288,557","262,101","221,403","120,118",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,284,156","1,280,326","1,263,637","1,273,486","1,268,103","1,268,629","1,232,228","1,232,016","1,231,063","783,018","490,305","488,540","488,540","427,028","295,244","294,402","288,557","262,101","221,403","120,118",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.266%,0.922%,2.549%,3.366%,3.009%,62.018%,151.319%,152.183%,151.988%,83.365%,66.068%,65.943%,69.305%,62.925%,33.351%,145.094%,284.097%,279.680%,227.733%,78.704%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),8.040,-3.707,0.336,0.293,-0.925,0.421,-10.871,-0.668,2.969,-6.770,-29.615,-6.171,-9.294,-6.251,-11.428,-7.281,-2.451,-8.954,-18.318,-19.859,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),8.040,-3.707,0.336,0.290,-0.928,0.421,-10.877,-0.670,2.969,-6.770,-29.615,-6.171,-9.294,-6.251,-11.428,-7.281,-2.451,-8.954,-18.318,-19.859,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,"-754,611","-1,317,593","-766,581",-,"-1,880,864","-1,363,906","-1,285,306","-2,574,292","-2,228,877","-1,564,027","-1,868,485","-4,866,426","-2,420,070","-2,173,247","-1,819,951","-2,285,321","-1,776,143","-1,848,925","-1,799,525",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-0.589,-1.043,-0.602,-,-1.483,-1.107,-1.043,-2.091,-2.847,-3.190,-3.825,-9.961,-5.667,-7.361,-6.182,-7.920,-6.777,-8.351,-14.981,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,49.845%,45.554%,45.973%,43.757%,-8.716%,27.250%,34.339%,40.855%,42.731%,45.980%,40.481%,44.084%,45.640%,42.985%,-,54.929%,45.875%,55.597%,66.522%,55.946%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1875.344%,-1723.336%,-23.578%,-23.161%,-1783.663%,-1815.761%,-47.080%,-64.955%,-52.259%,-108.856%,-101.752%,-85.862%,-199.137%,-1144.260%,-1677.606%,-842.524%,-145.225%,-950.754%,-1059.104%,-1496.934%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,14158.822%,-5851.580%,14.467%,11.166%,-1472.268%,565.668%,-491.329%,-30.895%,111.615%,-222.299%,-552.633%,-95.751%,-371.023%,-1144.260%,-1686.843%,-846.602%,-59.380%,-955.105%,-1702.182%,-1480.108%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-930.252%,-44.879%,-22.971%,-,-1995.802%,-50.026%,-48.255%,-78.599%,-93.469%,-59.526%,-59.343%,-397.675%,-1037.334%,-1086.493%,-718.814%,-191.897%,-722.823%,-775.985%,-1116.594%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,362,892","-1,393,163","-687,305","-768,016","-1,415,556","-1,706,399","-981,192","-1,417,890","-1,394,448","-2,278,741","-2,348,397","-2,385,952","-2,316,297","-2,649,827","-3,335,690","-2,117,986","-1,705,996","-2,313,108","-2,255,974","-2,339,803",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-23.411%,-23.014%,-,-,-35.989%,-53.233%,-42.576%,-95.560%,-89.378%,-75.778%,-189.283%,-,-,-,-143.251%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,571","4,790","4,900","4,898","4,828","4,792","302,392","312,217","317,130","317,050","325,138","317,507","120,577","19,698","19,924","15,184","23,505","23,114","267,533","72,685",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,367,463","-1,397,953","-692,205","-772,914","-1,420,384","-1,711,191","-1,283,584","-1,730,107","-1,711,578","-2,595,791","-2,673,535","-2,703,459","-2,436,874","-2,669,525","-3,355,614","-2,133,170","-1,729,501","-2,336,222","-2,523,507","-2,412,488",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-23.578%,-23.161%,-,-,-47.080%,-64.955%,-52.258%,-108.856%,-101.752%,-85.862%,-199.137%,-,-,-,-145.225%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,"2,935,855","3,337,190",-,-,"2,726,390","2,663,550","3,275,213","2,384,619","2,627,490","3,148,612","1,223,720","233,297","200,024","253,188","1,190,909","245,723","238,268","161,162",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,"279,457",400,-,-,"385,010","292,368","587,361",-,"513,701",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
