Fiscal Quarter,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,Q3 2010,Q2 2010,Q1 2010,Q4 2009,Q3 2009,+6 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,122,122,415,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
EBT Excluding Unusual Items,"-297,172","-578,017","-489,314","-344,979","-229,634","-193,080","-193,081","64,838","21,760","-15,079",587,"-29,604","-4,823","-5,012","-9,937","-23,252","-93,363","-189,856","-670,820","-372,057",Upgrade,Financials in USD,Fiscal year is August - July
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,"-3,600",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
Other Unusual Items,-,"-3,770,237","3,770,237",-,-,"5,877,163","-5,877,163",-,-,-,-,"195,860",-,"27,402",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
Pretax Income,"-297,172","-4,348,254","3,280,923","-344,979","-229,634","5,684,083","-6,070,244","64,838","21,760","-15,079",587,"162,656","-4,823","22,390","-9,937","-23,252","-93,363","-189,856","-670,820","-372,057",Upgrade,Financials in USD,Fiscal year is August - July
Net Income,"-297,172","-4,348,254","3,280,923","-344,979","-229,634","5,684,083","-6,070,244","64,838","21,760","-15,079",587,"162,656","-4,823","22,390","-9,937","-23,252","-93,363","-189,856","-670,820","-372,057",Upgrade,Financials in USD,Fiscal year is August - July
Net Income to Common,"-297,172","-4,348,254","3,280,923","-344,979","-229,634","5,684,083","-6,070,244","64,838","21,760","-15,079",587,"162,656","-4,823","22,390","-9,937","-23,252","-93,363","-189,856","-670,820","-372,057",Upgrade,Financials in USD,Fiscal year is August - July
Net Income Growth,-,-,-,-,-,-,-,-60.138%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
Shares Outstanding (Basic),"512,867,867","511,594,586","511,621,968","275,342,337","366,469,029","596,416,881","334,541,793","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,367,999","26,081,333","25,558,000",Upgrade,Financials in USD,Fiscal year is August - July
Shares Outstanding (Diluted),"512,867,867","511,594,586","795,993,616","275,342,337","366,469,029","596,416,881","334,541,793","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,368,000","26,367,999","26,081,333","25,558,000",Upgrade,Financials in USD,Fiscal year is August - July
Shares Change (YoY),39.948%,-14.222%,137.935%,944.229%,1289.825%,2161.897%,1168.742%,-,-,-,-,-,-,0.000%,1.099%,3.169%,26.498%,31.827%,-67.389%,255454.445%,Upgrade,Financials in USD,Fiscal year is August - July
EPS (Basic),-0.001,-0.008,0.006,-0.001,-0.001,0.010,-0.018,0.002,0.001,-0.001,0.000,0.006,-0.000,0.001,-0.000,-0.001,-0.004,-0.007,-0.026,-0.015,Upgrade,Financials in USD,Fiscal year is August - July
EPS (Diluted),-0.001,-0.010,0.005,-0.001,-0.001,0.010,-0.020,0.002,0.001,-0.001,0.000,0.006,-0.000,0.001,-0.000,-0.001,-0.004,-0.007,-0.026,-0.015,Upgrade,Financials in USD,Fiscal year is August - July
EPS Growth,-,-,-,-,-,-,-,-60.149%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow,"-289,280","-243,939","-243,940","-250,182","-229,757","-153,320","-153,321","-6,955","-3,667","-5,149","-14,768","45,849",-,"-18,990",162,-351,"-69,204","-141,376","79,786","-324,331",Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow Per Share,-0.001,-0.000,-0.000,-0.001,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,0.002,-,-0.001,0.000,-0.000,-0.003,-0.005,0.003,-0.013,Upgrade,Financials in USD,Fiscal year is August - July
Gross Margin,100.000%,95.414%,95.414%,-110.890%,-80.769%,100.000%,100.000%,100.000%,100.000%,99.936%,74.029%,100.000%,100.000%,100.000%,100.000%,97.442%,81.217%,66.038%,84.615%,8.348%,Upgrade,Financials in USD,Fiscal year is August - July
Operating Margin,-24292.030%,-24711.359%,-20909.216%,-32530.114%,-19950.524%,-12133.706%,-12133.706%,68.663%,66.644%,17.791%,36.787%,-26481.013%,82.059%,81.441%,62.529%,-130.911%,-4139.130%,-14699.743%,-29102.594%,-62267.462%,Upgrade,Financials in USD,Fiscal year is August - July
Profit Margin,-24418.406%,-186380.369%,140631.076%,-32668.466%,-20072.902%,374199.013%,-399621.066%,47.054%,40.380%,-28.410%,2.258%,205893.671%,-17.863%,82.926%,-36.394%,-725.265%,-5412.348%,-16282.676%,-30000.894%,-63382.794%,Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow Margin,-23769.926%,-10456.022%,-10456.065%,-23691.477%,-20083.654%,-10093.483%,-10093.548%,-5.047%,-6.805%,-9.701%,-56.804%,58036.709%,-,-70.333%,0.593%,-10.948%,-4011.826%,-12124.871%,3568.247%,-55252.300%,Upgrade,Financials in USD,Fiscal year is August - July
EBITDA,"-295,447","-576,452","-487,748",-,-,-,-,"94,644","35,944","9,474","10,469","-16,476","26,600","26,433","21,516",248,"-66,687","-170,687","-649,843","-364,798",Upgrade,Financials in USD,Fiscal year is August - July
EBITDA Margin,-,-,-,-,-,-,-,68.685%,66.701%,17.850%,40.268%,-,98.519%,97.900%,78.802%,7.735%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
D&A For EBITDA,187,64,64,-,-,-,-,31,31,31,905,"4,444","4,444","4,444","4,443","4,445","4,713",712,891,712,Upgrade,Financials in USD,Fiscal year is August - July
EBIT,"-295,634","-576,516","-487,812","-343,518","-228,234","-184,311","-184,311","94,613","35,913","9,443","9,564","-20,920","22,156","21,989","17,073","-4,197","-71,400","-171,399","-650,734","-365,510",Upgrade,Financials in USD,Fiscal year is August - July
EBIT Margin,-,-,-,-,-,-,-,68.663%,66.644%,17.791%,36.787%,-,82.059%,81.441%,62.529%,-130.911%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
