Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Impairment of Goodwill,-,"-307,590,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-9,559,000","-9,559,000","-73,655,000","-1,732,000",-,"-67,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"12,798,000","2,895,000","-1,892,000","-3,639,000","-63,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-2,224,000","5,937,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"64,438,000","-284,537,000","-19,238,000","176,247,000","157,449,000","103,681,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"195,443,000","151,358,000","163,380,000","145,722,000","94,451,000","50,586,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-131,005,000","-435,895,000","-182,618,000","30,525,000","62,998,000","53,095,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-2,800,000","-96,048,000","-67,440,000","-13,080,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-133,805,000","-531,943,000","-250,058,000","17,445,000","62,998,000","53,095,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"5,054,000","5,147,000","3,994,000","587,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-128,751,000","-526,796,000","-246,064,000","18,032,000","62,998,000","53,095,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-128,751,000","-526,796,000","-246,064,000","18,032,000","62,998,000","53,095,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-71.377%,18.651%,387.423%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"189,757,781","188,974,176","187,995,317","139,366,940","113,572,379","110,206,103",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"189,757,781","188,974,176","187,995,317","146,757,286","118,325,724","115,317,942",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.373%,0.521%,28.099%,24.028%,2.608%,11.741%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.679,-2.788,-1.309,0.129,0.555,0.482,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.679,-2.788,-1.309,0.121,0.530,0.460,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-77.194%,15.218%,329.456%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"283,078,000","166,857,000","-161,319,000","-297,232,000","-46,217,000","-55,803,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.492,0.883,-0.858,-2.025,-0.391,-0.484,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,58.225%,52.128%,56.654%,65.215%,74.276%,75.879%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,10.442%,8.204%,12.437%,28.590%,42.959%,44.830%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-10.983%,-46.652%,-20.199%,1.935%,12.079%,21.001%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,24.147%,14.777%,-13.242%,-31.894%,-8.862%,-22.072%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"288,316,000","263,298,000","325,834,000","338,611,000","253,143,000","126,409,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,24.594%,23.317%,26.747%,36.334%,48.538%,50.000%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"165,903,000","170,657,000","174,317,000","72,169,000","29,098,000","13,071,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"122,413,000","92,641,000","151,517,000","266,442,000","224,045,000","113,338,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,10.442%,8.204%,12.437%,28.590%,42.959%,44.830%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,303.304%,-,-,82.680%,59.988%,48.790%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"12,100,000","8,200,000","7,500,000","2,100,000","1,900,000",Upgrade,Financials in USD,Fiscal year is January - December
