Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+11 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"89,464,064","41,625,331","41,625,331","41,625,331","41,625,331","41,625,331","41,625,331","41,606,068","41,974,977","44,031,131","45,836,802","45,527,707","41,646,716","41,621,644","41,549,431","41,498,269","38,682,615","30,540,917","28,004,953","26,216,232",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"89,464,064","41,625,331","41,625,331","41,625,331","41,625,331","41,625,331","41,625,331","41,606,068","41,974,977","44,031,131","45,836,802","45,527,707","41,646,716","41,621,644","41,549,431","41,498,269","38,682,615","30,540,917","28,004,953","26,216,232",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),114.927%,-,-,0.046%,-0.833%,-5.464%,-9.188%,-8.614%,0.788%,5.789%,10.319%,9.710%,7.663%,36.282%,48.365%,58.292%,68.749%,96.694%,86.510%,77.312%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.014,-0.037,-0.025,-0.057,-0.026,-0.017,-0.033,-0.093,-0.036,-0.017,-0.025,-0.054,-0.038,-0.030,-0.056,-0.106,-0.093,-0.044,-0.065,-0.082,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.014,-0.040,-0.025,-0.057,-0.026,-0.020,-0.033,-0.093,-0.040,-0.020,-0.030,-0.059,-0.040,-0.030,-0.056,-0.106,-0.093,-0.044,-0.065,-0.082,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-598,999","-506,259","60,679","-600,075","-1,028,384","-1,180,368","-1,093,463","-495,935","-2,010,708","-1,439,835","-889,603","-508,849","-478,166","-946,453","-1,123,645","-4,556,837","-4,899,192","-2,489,976","-1,709,587","-2,345,528",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.007,-0.012,0.001,-0.014,-0.025,-0.028,-0.026,-0.012,-0.048,-0.033,-0.019,-0.011,-0.011,-0.023,-0.027,-0.110,-0.127,-0.082,-0.061,-0.089,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,22.345%,-227.635%,23.585%,-,-263.230%,-18.574%,24.252%,-212.585%,49.248%,27.857%,32.291%,27.169%,60.849%,54.691%,41.376%,51.576%,40.718%,51.270%,41.145%,60.623%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-355.910%,-699.514%,-357.447%,-1844.227%,-822.123%,-484.023%,-283.396%,-408.211%,-231.128%,-264.078%,-99.083%,-173.973%,-104.814%,-53.401%,-200.830%,-278.180%,-295.247%,-44.593%,-119.351%,-343.454%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-523.708%,-894.985%,-486.139%,-2065.392%,-1077.844%,-257.689%,-328.230%,-430.169%,-269.685%,-130.043%,-129.991%,-176.255%,-107.709%,-55.583%,-201.442%,-278.041%,-295.697%,-44.862%,-119.804%,-269.089%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-253.877%,-298.038%,28.924%,-521.537%,-1026.280%,-430.898%,-259.787%,-54.960%,-361.723%,-257.141%,-100.151%,-36.468%,-32.599%,-42.838%,-97.343%,-288.440%,-402.957%,-83.800%,-112.109%,-292.435%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-791,673","-1,134,293","-699,501","-2,014,603","-710,062","-1,207,952","-1,072,798","-3,558,002","-1,172,808","-1,311,883","-785,381","-2,306,294","-1,408,500","-1,021,460","-2,218,985","-4,270,475","-3,488,465","-1,229,857","-1,736,022","-2,674,632",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-254.878%,-,-210.986%,-234.290%,-88.418%,-165.287%,-96.024%,-46.233%,-192.234%,-270.313%,-286.925%,-41.391%,-113.843%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"48,064","53,929","50,379","107,346","113,746","117,943","120,037","125,509","111,963","166,796","94,732","121,189","128,942","158,380","99,220","124,282","101,174","95,168","83,998","80,099",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-839,737","-1,188,222","-749,880","-2,121,949","-823,808","-1,325,895","-1,192,835","-3,683,511","-1,284,771","-1,478,679","-880,113","-2,427,483","-1,537,442","-1,179,840","-2,318,205","-4,394,757","-3,589,639","-1,325,025","-1,820,020","-2,754,731",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-283.396%,-,-231.128%,-264.078%,-99.083%,-173.972%,-104.814%,-53.401%,-200.830%,-278.180%,-295.247%,-44.593%,-119.351%,-,Upgrade,Financials in USD,Fiscal year is January - December
