Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),-,-,-,-,-,"2,587",-,197,-,250,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-275,613","-260,895","-314,118","-269,087","-301,529","-464,915","-440,620","-900,926","-1,134,125","-1,011,982","-972,494","-318,408","-114,183","-246,940","-281,135","-202,106","-86,927","-3,454,734","-592,856","-416,405",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-289,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"-96,700",-,-,-,"884,751",-,-,-,-,-,-,"-89,595",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-275,613","-260,895","-314,118","-269,087","-301,529","-464,915","-440,620","-997,626","-1,134,125","-1,011,982","-972,494","566,343","-114,183","-246,940","-281,135","-202,106","-86,927","-3,454,734","-682,740","-416,405",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-275,613","-260,895","-314,118","-269,087","-301,529","-464,915","-440,620","-997,626","-1,134,125","-1,011,982","-972,494","566,343","-114,183","-246,940","-281,135","-202,106","-86,927","-3,454,734","-682,740","-416,405",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-275,613","-260,895","-314,118","-269,087","-301,529","-464,915","-440,620","-997,626","-1,134,125","-1,011,982","-972,494","566,343","-114,183","-246,940","-281,135","-202,106","-86,927","-3,454,734","-682,740","-416,405",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"10,635,068","10,168,220","10,168,220","10,176,874","10,168,220","10,168,220","10,107,108","14,297,388","8,353,245","7,812,084","6,992,070","5,937,543","5,486,404","5,345,169","5,345,169","4,320,073","3,535,642","2,486,890","2,423,444","2,003,589",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"10,635,068","10,168,220","10,168,220","10,176,874","10,168,220","10,168,220","10,107,108","14,297,388","8,353,245","7,812,084","6,992,070","5,937,543","5,486,404","5,345,169","5,345,169","4,320,073","3,535,642","2,486,890","2,423,444","2,003,589",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),4.591%,-,0.605%,-28.820%,21.728%,30.160%,44.551%,140.796%,52.254%,46.152%,30.811%,37.441%,55.174%,114.934%,120.561%,115.617%,103.393%,67.464%,109.185%,94.912%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.026,-0.026,-0.031,-0.026,-0.030,-0.046,-0.044,-0.070,-0.136,-0.130,-0.139,0.095,-0.021,-0.046,-0.053,-0.047,-0.025,-1.389,-0.282,-0.208,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.026,-0.026,-0.031,-0.031,-0.030,-0.046,-0.044,-0.070,-0.136,-0.130,-0.139,0.095,-0.021,-0.046,-0.053,-0.047,-0.025,-1.389,-0.282,-0.208,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-28,346","-28,125","-97,191","-19,768","7,010","-195,372","-207,068","-193,407","-174,187","-210,680","-226,995","357,160","-39,404","-298,604","-335,499","-198,891","-57,698","-64,856","-216,708","-125,978",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.003,-0.003,-0.010,-0.002,0.001,-0.019,-0.020,-0.014,-0.021,-0.027,-0.032,0.060,-0.007,-0.056,-0.063,-0.046,-0.016,-0.026,-0.089,-0.063,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,41.444%,38.149%,39.389%,61.934%,40.264%,37.736%,11.626%,-,-,-,72.329%,-,-19.709%,58.887%,76.200%,72.848%,61.710%,-,-,37.493%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-94.593%,-89.963%,-116.271%,-100.429%,-121.188%,-248.345%,-498.079%,-,-,-292552.601%,-31776.380%,-,-1196.385%,-1732.183%,-4891.006%,-2680.806%,-1376.516%,-,-,-22918.976%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-99.330%,-93.792%,-120.616%,-102.011%,-123.371%,-246.971%,-494.990%,-,-,-292480.347%,-31770.467%,-,-1196.385%,-1732.183%,-4891.006%,-2680.806%,-1376.516%,-,-,-23945.083%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-10.216%,-10.111%,-37.320%,-7.494%,2.868%,-103.785%,-232.619%,-,-,-60890.173%,-7415.714%,-,-412.867%,-2094.585%,-5836.795%,-2638.162%,-913.666%,-,-,-7244.278%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-259,850","-249,291","-299,353","-263,129","-293,575","-464,721","-441,585",-,-,-,-,-,"-113,372","-246,129","-280,324","-201,295",-,"-3,211,735","-316,339","-397,725",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-93.649%,-89.620%,-114.947%,-99.752%,-120.117%,-246.868%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,618",952,"3,450","1,785","2,617","2,781","1,785",-,-,-,-,-,811,811,811,811,-,811,861,836,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-262,468","-250,243","-302,803","-264,914","-296,192","-467,502","-443,370","-901,176","-1,134,572","-1,012,232","-972,675","-317,223","-114,183","-246,940","-281,135","-202,106","-86,927","-3,212,546","-317,200","-398,561",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-94.593%,-89.963%,-116.271%,-100.429%,-121.188%,-248.345%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
