Fiscal Quarter,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,-,"13,000","1,000","13,000","14,000","2,000","1,000",-,"1,000",-,"1,000","151,000",-,"17,000","3,000","401,000","1,000","17,000","19,000","32,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,027,000","-2,528,000","-2,759,000","-2,864,000","-2,924,000","-2,744,000","-2,676,000","-2,584,000","-2,686,000","-3,012,000","-2,005,000","-2,191,000","-2,261,000","-1,277,000","-1,660,000","-1,650,000","-2,457,000","-2,661,000","-2,807,000","-2,604,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"1,148,000",-,-,-,-,-,-,-,"151,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,027,000","-1,380,000","-2,759,000","-2,864,000","-2,924,000","-2,744,000","-2,676,000","-2,584,000","-2,686,000","-2,861,000","-2,005,000","-2,191,000","-2,261,000","-1,277,000","-1,660,000","-1,650,000","-2,457,000","-2,661,000","-2,807,000","-2,604,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,"-3,000","-3,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,027,000","-1,380,000","-2,759,000","-2,864,000","-2,924,000","-2,744,000","-2,676,000","-2,584,000","-2,686,000","-2,858,000","-2,002,000","-2,191,000","-2,261,000","-1,277,000","-1,660,000","-1,650,000","-2,457,000","-2,661,000","-2,807,000","-2,604,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,027,000","-1,380,000","-2,759,000","-2,864,000","-2,924,000","-2,744,000","-2,676,000","-2,584,000","-2,686,000","-2,858,000","-2,002,000","-2,191,000","-2,261,000","-1,277,000","-1,660,000","-1,650,000","-2,457,000","-2,661,000","-2,807,000","-2,604,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"174,658,096","174,658,096","174,658,096","174,655,638","174,646,196","174,646,195","174,621,253","154,898,476","154,595,511","153,282,930","150,590,729","131,771,509","111,722,199","110,309,381","110,259,652","110,259,652","102,908,037","93,527,474","93,527,473","93,527,473",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"174,658,096","174,658,096","174,658,096","174,655,638","174,646,196","174,646,195","174,621,253","154,898,476","154,595,511","153,282,930","150,590,729","131,771,509","111,722,199","110,309,381","110,259,652","110,259,652","102,908,037","93,527,474","93,527,473","93,527,473",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.007%,0.007%,0.021%,12.755%,12.970%,13.937%,15.958%,17.551%,38.375%,38.957%,36.578%,19.510%,8.565%,17.943%,17.890%,17.890%,10.040%,5.570%,31.386%,35.788%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.023,-0.008,-0.016,-0.016,-0.017,-0.016,-0.015,-0.017,-0.017,-0.019,-0.013,-0.017,-0.020,-0.012,-0.015,-0.015,-0.024,-0.028,-0.030,-0.028,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.023,-0.008,-0.016,-0.016,-0.017,-0.016,-0.015,-0.017,-0.017,-0.020,-0.013,-0.017,-0.020,-0.012,-0.015,-0.015,-0.024,-0.028,-0.030,-0.028,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,856,000","-589,000","-1,446,000","-2,334,000","-2,336,000","-2,577,000","-2,220,000","-2,639,000","-2,351,000","-2,108,000","-1,781,000","-1,911,000","-1,481,000","-533,000","-1,566,000","-1,564,000","-2,225,000","-2,218,000","-1,598,000","-2,445,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.016,-0.003,-0.008,-0.013,-0.013,-0.015,-0.013,-0.017,-0.015,-0.014,-0.012,-0.015,-0.013,-0.005,-0.014,-0.014,-0.022,-0.024,-0.017,-0.026,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-178.161%,-26.995%,11.006%,-228.571%,-191.358%,-175.722%,-202.113%,-21.105%,-98.312%,-33.198%,15.852%,-195.062%,-117.133%,44.937%,52.157%,-,-136.634%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1859.195%,-462.676%,-745.283%,-1903.008%,-1616.667%,-1461.272%,-1683.803%,-548.744%,-974.684%,-507.490%,-276.728%,-1177.160%,-673.776%,-123.165%,-272.353%,-4169.048%,-1064.851%,-3488.235%,-4132.787%,-1186.802%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2314.368%,-323.944%,-867.610%,-2153.383%,-1804.938%,-1586.127%,-1884.507%,-649.246%,-1133.333%,-578.543%,-337.605%,-1352.469%,-790.559%,-161.646%,-325.490%,-3928.571%,-1216.337%,-3913.235%,-4601.639%,-1321.827%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1641.379%,-138.263%,-454.717%,-1754.887%,-1441.975%,-1489.595%,-1563.380%,-663.065%,-991.983%,-426.721%,-300.337%,-1179.630%,-517.832%,-67.468%,-307.059%,-3723.810%,-1101.485%,-3261.765%,-2619.672%,-1241.117%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,033,000","-1,792,000","-2,170,000","-2,336,000","-2,427,000","-2,338,000","-2,195,000","-1,988,000","-2,115,000","-2,305,000","-1,442,000","-1,709,000","-1,735,000","-775,000","-1,207,000","-1,576,000","-1,972,000","-2,177,000","-2,341,000","-2,166,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-243.170%,-,-,-98.101%,-236.667%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"202,000","179,000","200,000","195,000","192,000","190,000","196,000","196,000","195,000","202,000","199,000","198,000","192,000","198,000","182,000","175,000","179,000","195,000","180,000","172,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,235,000","-1,971,000","-2,370,000","-2,531,000","-2,619,000","-2,528,000","-2,391,000","-2,184,000","-2,310,000","-2,507,000","-1,641,000","-1,907,000","-1,927,000","-973,000","-1,389,000","-1,751,000","-2,151,000","-2,372,000","-2,521,000","-2,338,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-276.728%,-,-,-123.165%,-272.353%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"174,000","426,000","318,000","133,000","162,000","173,000","142,000","398,000","237,000","494,000","593,000","162,000","286,000","790,000","510,000","42,000","202,000","68,000","61,000","197,000",Upgrade,Financials in USD,Fiscal year is January - December
