Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Legal Settlements,-,-,-,"-75,655,000","-14,195,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"37,013,000","57,782,000","-21,757,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-96,026,000","-168,898,000","-432,694,000","-146,714,000","-135,846,000","-99,671,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"26,446,000","5,389,000","-11,213,000","139,000","-16,197,000","1,503,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-122,472,000","-174,287,000","-421,481,000","-146,853,000","-119,649,000","-101,174,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-1,586,000","-1,425,000","5,476,000","3,756,000","23,862,000","4,909,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-124,058,000","-175,712,000","-416,005,000","-143,097,000","-95,787,000","-96,265,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-124,058,000","-175,712,000","-416,005,000","-143,097,000","-95,787,000","-96,265,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"442,913,637","402,776,616","392,571,102","338,754,694","232,576,117","209,992,187",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"442,913,637","402,776,616","392,571,102","338,754,694","232,576,117","209,992,187",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),9.578%,2.600%,15.887%,45.653%,10.755%,25.294%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.280,-0.436,-1.060,-0.422,-0.412,-0.458,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.280,-0.436,-1.060,-0.422,-0.412,-0.458,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-24,147,000","-2,495,000","-184,142,000","-118,029,000","-92,535,000","-144,492,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.055,-0.006,-0.469,-0.348,-0.398,-0.688,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,36.261%,35.196%,39.371%,43.835%,36.352%,25.410%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-0.063%,-3.838%,-14.839%,-6.602%,-42.952%,-134.141%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-25.269%,-34.364%,-81.318%,-31.103%,-53.362%,-124.279%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-4.918%,-0.488%,-35.995%,-25.654%,-51.551%,-186.540%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"54,128,000","43,106,000","8,873,000","22,628,000","-57,450,000","-95,214,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,11.025%,8.430%,1.734%,4.918%,-32.005%,-122.922%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"54,436,000","62,729,000","84,788,000","53,002,000","19,651,000","8,690,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-308,000","-19,623,000","-75,915,000","-30,374,000","-77,101,000","-103,904,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-0.063%,-3.838%,-14.839%,-6.602%,-42.952%,-134.141%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"5,386,000","14,173,000","16,255,000","6,083,000","5,792,000",Upgrade,Financials in USD,Fiscal year is January - December
