Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+12 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-197,661","-174,962","-196,100","-350,574","-1,282,529","-150,237","-165,909","-308,308","-158,103","-688,558","-332,841","-4,262,904","-4,518,498","-895,831","-124,395","-174,397","-87,985","-118,312","-161,037","-1,756,026",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"1,208,971,891","1,127,083,775","1,004,027,756","937,629,146","843,524,583","773,432,215","755,602,522","702,736,574","637,492,475","600,796,122","573,434,634","536,098,952","476,727,678","469,027,746","446,984,874","421,881,881","345,243,279","235,768,659","190,202,931","146,953,112",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"1,208,971,891","1,127,083,775","1,004,027,756","937,629,146","843,524,583","773,432,215","755,602,522","702,736,574","637,492,475","600,796,122","573,434,634","536,098,952","476,727,678","469,027,746","446,984,874","421,881,881","345,243,279","235,768,659","190,202,931","146,953,112",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),43.324%,45.725%,32.878%,33.425%,32.319%,28.735%,31.768%,31.083%,33.723%,28.094%,28.289%,27.073%,38.085%,98.936%,135.004%,187.086%,228.604%,154.742%,153.905%,123.658%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.000,-0.000,-0.000,-0.000,-0.002,-0.000,-0.000,-0.000,-0.000,-0.001,-0.001,-0.008,-0.009,-0.002,-0.000,-0.000,-0.000,-0.001,-0.001,-0.012,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.000,-0.000,-0.000,-0.000,-0.002,-0.000,-0.000,-0.000,-0.000,-0.001,-0.001,-0.008,-0.009,-0.002,-0.000,-0.000,-0.000,-0.001,-0.001,-0.012,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-20,404","-12,384","-42,800","-72,695","-40,176","-53,747","-39,142","-38,647","-47,964","-110,849","-129,535","-420,766","-138,412","-146,874","-45,180","-69,377","-37,912","-50,478","-83,750","-64,324",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81.818%,21.600%,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-96406.494%,-49464.000%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-209138.961%,-1404820.800%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-108766.234%,-51459.200%,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,-,-,-,-,-,-,-,"-299,524","-136,299","-661,991","-165,975","-4,085,362","-4,478,111","-469,288","-60,193","-129,326","-48,426","-51,263","-73,327","-61,712",Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,-,-,-,-,-,-,-,319,319,319,319,-,-,"1,115",160,160,137,126,906,118,Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-193,357","-167,583","-155,871","-287,787","-1,279,283","-142,059","-155,241","-299,843","-136,618","-662,310","-166,294","-4,085,362","-4,478,111","-470,403","-60,353","-129,486","-48,563","-51,389","-74,233","-61,830",Upgrade,Financials in USD,Fiscal year is October - September
