Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+20 Quarters,Currency,Fiscal_Year_period
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-16,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,"146,438",-,-,-,-,-,"-7,000","-67,000","-35,000","230,827",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-578,167","-540,091","-708,781","-653,155","-790,640","-871,886","-855,755","-959,517","-912,789","-924,050","-375,380","-71,652","-6,751","-6,546","-5,721","-15,479","-92,620","-480,288","-679,909","368,461",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-578,167","-540,091","-708,781","-653,155","-790,640","-871,886","-855,755","-959,517","-912,789","-924,050","-375,380","-71,652","-6,751","-6,546","-5,721","-15,479","-92,620","-480,288","-679,909","368,461",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,"795,592",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-578,167","-540,091","-708,781","-653,155","-790,640","-871,886","-855,755","-959,517","-912,789","-924,050","-375,380","-867,244","-6,751","-6,546","-5,721","-15,479","-92,620","-480,288","-679,909","368,461",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"45,613,912","44,657,742","44,241,516","42,567,300","42,142,141","41,799,016","41,799,016","41,818,771","41,134,252","39,779,055","37,124,205","30,409,272","30,258,744","30,258,744","30,258,744","24,247,400","23,722,400","23,722,400","23,722,400","23,727,277",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"45,613,912","44,657,742","44,241,516","42,567,300","42,142,141","41,799,016","41,799,016","41,818,771","41,134,252","39,779,055","37,124,205","30,409,272","30,258,744","30,258,744","30,258,744","24,247,400","23,722,400","23,722,400","23,722,400","23,727,277",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),8.238%,6.839%,5.843%,1.790%,2.450%,5.078%,12.592%,37.520%,35.942%,31.463%,22.689%,25.413%,27.553%,27.553%,27.553%,2.192%,-,3.450%,4.401%,4.011%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.013,-0.012,-0.016,-0.015,-0.019,-0.021,-0.020,-0.023,-0.022,-0.023,-0.010,-0.029,-0.000,-0.000,-0.000,-0.001,-0.004,-0.020,-0.029,0.016,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.013,-0.012,-0.016,-0.015,-0.019,-0.021,-0.020,-0.023,-0.022,-0.023,-0.010,-0.029,-0.000,-0.000,-0.000,-0.001,-0.004,-0.020,-0.030,0.009,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-638,329","-695,267","-562,449","-671,407","-796,782","-905,890","-800,947","-826,335","-1,012,285","-1,178,320","-749,178","-106,953","-3,155","-5,679","-4,168",-,"8,292","-176,278","-451,613","386,756",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.014,-0.016,-0.013,-0.016,-0.019,-0.022,-0.019,-0.020,-0.025,-0.030,-0.020,-0.004,-0.000,-0.000,-0.000,-,0.000,-0.007,-0.019,0.016,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,72.906%,82.089%,78.433%,79.003%,76.827%,82.663%,82.948%,82.812%,83.020%,-,-,-,-,-,-,-,40.036%,23.854%,26.842%,96.194%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-155.647%,-148.581%,-302.351%,-330.993%,-339.971%,-737.438%,-1399.661%,-1301.601%,-2383.961%,-,-,-,-,-,-,-,-66.845%,-888.588%,-1559.645%,19.393%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-155.861%,-148.062%,-302.153%,-331.526%,-340.439%,-737.830%,-1400.581%,-1296.645%,-2386.376%,-,-,-,-,-,-,-,-160.012%,-1087.486%,-1733.180%,45.374%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-172.079%,-190.603%,-239.772%,-340.790%,-343.084%,-766.605%,-1310.879%,-1116.669%,-2646.497%,-,-,-,-,-,-,-,14.325%,-399.135%,-1151.222%,47.626%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-573,402","-538,214","-705,479","-648,338","-785,881","-867,636","-851,092","-960,417","-909,162","-923,048",-,-,-,-,-,"16,211","-14,810","-366,166","-586,628","182,685",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-154.576%,-147.548%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-25.586%,-,-,22.496%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,971","3,768","3,767","3,767","3,672","3,787","4,101","2,768","2,703",678,-,-,-,-,-,"22,465","23,882","26,279","25,205","25,204",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-577,373","-541,982","-709,246","-652,105","-789,553","-871,423","-855,193","-963,185","-911,865","-923,726","-521,818","-71,652","-6,751","-6,546","-5,721","-6,254","-38,692","-392,445","-611,833","157,481",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-155.647%,-148.581%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-66.845%,-,-,19.393%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"370,951","364,773","234,577","197,015","232,241","118,169","61,100","74,000","38,250",-,-,-,-,-,-,-,"57,883","44,165","39,229","812,062",Upgrade,Financials in USD,Fiscal year is January - December
