Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+20 Quarters,Currency,Fiscal_Year_period
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,143,200",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-116,934",-,-,-,-,-,-,-,-,-,-,"-2,912,610",-,-,-,-,-,-,-,"-10,517",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-87,312",-,"62,583","-1,850,000",-,"5,009,590",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,736,248","-7,003,391","-9,014,608","-3,400,989","-4,271,209","-8,335,454","-10,189,754","-7,811,910","-5,168,406","-7,696,555","-13,862,268","-11,869,093","-10,001,983",-,"-7,246,369","-3,881,454","-6,999,751","-7,735,587","-8,887,305","-13,180,097",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"2,000",-,-,-,796,-,-,-,"2,400",-,-,-,"8,672",-,-,-,"-369,340",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,736,248","-7,003,391","-9,014,608","-3,402,989","-4,271,209","-8,335,454","-10,189,754","-7,812,706","-5,168,406","-7,696,555","-13,862,268","-11,871,493","-10,001,983",-,"-7,246,369","-3,890,126","-6,999,751","-7,735,587","-8,887,305","-12,810,757",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"348,202","-1,570,731","71,701","75,453","-127,692","-61,767","-164,861","-961,480","-7,192,642","-1,617,175","-1,516,966","-5,987,316","-1,359,215",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,388,046","-8,574,122","-8,942,907","-3,327,536","-4,398,901","-8,397,221","-10,354,615","-8,774,186","-12,361,048","-9,313,730","-15,379,234","-17,858,809","-11,361,198",-,"-7,246,369","-3,890,126","-6,999,751","-7,735,587","-8,887,305","-12,810,757",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,"172,697",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,388,046","-8,746,819","-8,942,907","-3,327,536","-4,398,901","-8,397,221","-10,354,615","-8,774,186","-12,361,048","-9,313,730","-15,379,234","-17,858,809","-11,361,198",-,"-7,246,369","-3,890,126","-6,999,751","-7,735,587","-8,887,305","-12,810,757",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,065,673","2,569,400","2,184,522","2,142,640","2,142,618","2,140,224","2,137,391","2,131,130","2,126,944","2,126,944","1,849,483","1,340,942","1,086,355",-,"949,996","883,181","804,055","679,131","675,878","676,879",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"7,065,673","2,569,400","2,184,522","2,142,640","2,142,618","2,140,224","2,137,391","2,131,130","2,126,944","2,126,944","1,849,483","1,340,942","1,086,355",-,"949,996","883,181","804,055","679,131","675,878","676,879",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),229.768%,20.053%,2.205%,0.540%,0.737%,0.624%,15.567%,58.928%,95.787%,-,94.683%,51.831%,35.110%,-,40.557%,30.478%,33.736%,42.377%,41.696%,41.675%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.196,-3.404,-4.094,-1.553,-2.053,-3.924,-4.845,-4.117,-5.812,-4.379,-8.315,-13.318,-10.458,-,-7.628,-4.405,-8.706,-11.390,-13.149,-18.926,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.196,-3.404,-4.167,-1.553,-2.053,-3.924,-4.977,-4.117,-5.812,-4.379,-8.315,-13.318,-10.458,-,-7.628,-4.405,-8.706,-11.390,-13.149,-18.926,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,737,240","-2,568,534","-1,547,538","-1,585,380","-7,705,834","-10,248,888","-7,012,664","-6,860,638","-9,887,442","-16,957,282","-5,234,821","-5,152,924",-,-,"-4,514,246","-3,239,545","-4,618,771","-4,954,165","-9,939,605","-12,640,016",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.529,-1.000,-0.708,-0.740,-3.596,-4.789,-3.281,-3.219,-4.649,-7.973,-2.830,-3.843,-,-,-4.752,-3.668,-5.744,-7.295,-14.706,-18.674,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-23.060%,-15.395%,-9.424%,-,-26.770%,-,-106.053%,-40.829%,-32.456%,-97.075%,-62.899%,-,20.933%,23.877%,27.282%,36.416%,26.098%,26.816%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-34740.355%,-48444.766%,-442.373%,-201.877%,-307.370%,-20518.280%,-685.422%,-,-1344.881%,-599.932%,-446.483%,-1847.370%,-633.866%,-,-152.576%,-102.122%,-118.727%,-134.378%,-182.187%,-319.299%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-15317.215%,-125944.118%,-615.479%,-154.720%,-292.153%,-21073.659%,-896.881%,-,-1626.535%,-730.217%,-1103.960%,-2627.103%,-1308.778%,-,-155.394%,-70.216%,-118.580%,-134.184%,-181.160%,-308.403%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-41240.786%,-36983.931%,-106.506%,-73.715%,-511.783%,-25720.601%,-607.413%,-,-1301.044%,-1329.489%,-375.769%,-758.016%,-,-,-96.806%,-58.473%,-78.245%,-85.937%,-202.610%,-304.292%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,080,978","-3,277,140","-6,318,211","-3,969,735","-4,229,032","-7,807,564","-7,569,134","-7,552,573","-9,845,625","-7,283,021","-5,892,029","-11,982,910","-4,655,054",-,"-6,247,737","-5,015,582","-6,459,756","-6,985,022","-8,145,735","-12,484,619",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-184.580%,-280.871%,-,-,-,-,-,-,-,-,-,-133.979%,-90.530%,-109.432%,-121.165%,-166.044%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"67,193","87,349","109,470","372,005","398,985","368,355","344,155","363,914","374,963","368,960","327,907","575,348","847,387","928,105","867,200","642,199","548,649","761,728","791,940","778,768",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,148,171","-3,364,489","-6,427,681","-4,341,740","-4,628,017","-8,175,919","-7,913,289","-7,916,487","-10,220,588","-7,651,981","-6,219,936","-12,558,258","-5,502,441",-,"-7,114,937","-5,657,781","-7,008,405","-7,746,750","-8,937,675","-13,263,387",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-201.877%,-,-,-,-,-,-,-,-,-,-,-152.576%,-102.122%,-118.727%,-134.378%,-182.187%,-,Upgrade,Financials in USD,Fiscal year is January - December
