Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+19 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),"-2,371","1,660",649,"2,541","-6,953","-13,086","-2,612","7,783","-16,511","12,027","3,692","14,891","3,061","5,723","-30,622","43,220","5,057","-4,044","-6,343","-4,480",Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,"24,521",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-97,247","-138,095","-111,683","-217,731","-104,780","-229,019","-219,164","-363,558","-330,061","-341,181","-437,397","-547,791","-632,687","-354,829","-417,240","-342,100","-288,149","-436,249","-546,370","-693,230",Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,"12,305",-,-,-,-,-,-,"-100,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-97,247","-138,095","-99,378","-217,731","-104,780","-229,019","-219,164","-363,558","-330,061","-441,181","-437,397","-547,791","-632,687","-354,829","-417,240","-342,100","-288,149","-436,249","-546,370","-693,230",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-97,247","-138,095","-99,378","-217,731","-104,780","-229,019","-219,164","-363,558","-330,061","-441,181","-437,397","-547,791","-632,687","-354,829","-417,240","-342,100","-288,149","-436,249","-546,370","-693,230",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-97,247","-138,095","-99,378","-217,731","-104,780","-229,019","-219,164","-363,558","-330,061","-441,181","-437,397","-547,791","-632,687","-354,829","-417,240","-342,100","-288,149","-436,249","-546,370","-693,230",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"178,424,267","178,424,267","178,123,444","166,232,087","166,124,267","166,124,267","166,124,267","166,207,117","161,486,684","153,957,890","152,590,678","150,036,048","145,962,477","144,158,600","133,303,655","120,749,999","120,698,600","113,020,029","109,494,156","108,679,436",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"178,424,267","178,424,267","178,123,444","166,232,087","166,124,267","166,124,267","166,124,267","166,207,117","161,486,684","153,957,890","152,590,678","150,036,048","145,962,477","144,158,600","133,303,655","120,749,999","120,698,600","113,020,029","109,494,156","108,679,436",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),7.404%,7.404%,7.223%,0.015%,2.872%,7.902%,8.869%,10.778%,10.636%,6.798%,14.468%,24.253%,20.931%,27.551%,21.745%,11.107%,20.837%,13.156%,11.525%,23.030%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.002,-0.002,-0.003,-0.003,-0.004,-0.004,-0.002,-0.003,-0.003,-0.002,-0.004,-0.005,-0.006,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.002,-0.002,-0.003,-0.003,-0.004,-0.004,-0.002,-0.003,-0.003,-0.002,-0.004,-0.005,-0.006,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-5,897","-49,421","-148,751","-60,617","-54,141","-63,213","7,126","-201,760","-245,753","-305,793","-394,948","-224,974","-274,375","-192,838","-939,515","-46,670","-588,528","-240,059","-365,659","-646,620",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.000,-0.001,-0.000,-0.000,-0.000,0.000,-0.001,-0.002,-0.002,-0.003,-0.001,-0.002,-0.001,-0.007,-0.000,-0.005,-0.002,-0.003,-0.006,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,62.147%,77.484%,65.212%,-179.575%,-41.207%,-2.752%,-1.531%,-,-,2.254%,-,-139.220%,4.996%,-41.917%,70.599%,1.581%,6.225%,2.709%,0.705%,0.462%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-3430.414%,-4643.091%,-3631.814%,-430.446%,-1898.816%,-94.668%,-124.936%,-1529.961%,-,-640.145%,-,-8537.126%,-1062.644%,-7463.300%,-11593.018%,-23351.733%,-827.051%,-3048.850%,-1193.034%,-2791.297%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-3563.466%,-4620.107%,-3212.997%,-425.480%,-2033.773%,-100.406%,-126.442%,-1405.109%,-,-801.856%,-,-8311.197%,-1057.528%,-7344.835%,-12556.124%,-20796.353%,-812.786%,-3077.377%,-1207.047%,-2811.494%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-216.086%,-1653.429%,-4809.279%,-118.455%,-1050.873%,-27.714%,4.111%,-779.779%,-,-555.785%,-,-3413.352%,-458.614%,-3991.679%,-28273.097%,-2837.082%,-1660.070%,-1693.418%,-807.818%,-2622.460%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-85,944","-131,081","-104,632","-210,956","-88,511","-206,618","-207,236","-384,585","-302,271","-340,932","-429,812","-550,290","-623,486","-358,899","-384,241","-382,877","-291,947","-430,946","-538,769","-682,872",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-90.585%,-119.561%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"7,672","7,701","7,700","9,316","9,316","9,315","9,316","11,277","11,279","11,276","11,277","12,392","12,262","1,653",995,"1,259","1,259","1,259","1,258","5,378",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-93,616","-138,782","-112,332","-220,272","-97,827","-215,933","-216,552","-395,862","-313,550","-352,208","-441,089","-562,682","-635,748","-360,552","-385,236","-384,136","-293,206","-432,205","-540,027","-688,250",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-94.668%,-124.936%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,-,"20,013","15,430",-,"20,621","14,174","16,740",-,"22,542","65,346","76,349",-,"84,853","23,932","65,491",-,Upgrade,Financials in CAD,Fiscal year is January - December
