Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Minority Interest in Earnings,-,"1,433,000","9,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-80,198,000","-62,384,000","-107,455,000","-35,126,000","-105,757,000","-133,374,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-80,198,000","-62,384,000","-107,455,000","-35,126,000","-105,757,000","-133,374,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"386,609,485","379,578,134","375,502,610","370,002,378","364,562,929","355,837,933",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"386,609,485","379,578,134","375,502,610","370,002,378","364,562,929","355,837,933",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.298%,1.085%,1.487%,1.492%,2.452%,1083.347%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.207,-0.164,-0.286,-0.095,-0.290,-0.375,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.207,-0.164,-0.286,-0.095,-0.290,-0.375,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"3,361,000","4,654,000","-6,530,000","-11,663,000","7,745,000","-58,849,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.009,0.012,-0.017,-0.032,0.021,-0.165,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,14.271%,11.313%,20.949%,22.516%,26.495%,37.259%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-23.342%,-21.785%,-17.450%,-6.885%,-10.605%,-61.426%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-62.367%,-37.591%,-61.689%,-17.329%,-66.762%,-90.771%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,2.614%,2.804%,-3.749%,-5.754%,4.889%,-40.051%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-10,380,000","-14,602,000","-6,465,000","8,481,000","2,144,000","-67,944,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-8.072%,-8.799%,-3.712%,4.184%,1.353%,-46.241%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"19,636,000","21,552,000","23,931,000","22,438,000","18,943,000","22,313,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-30,016,000","-36,154,000","-30,396,000","-13,957,000","-16,799,000","-90,257,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-23.342%,-21.785%,-17.450%,-6.885%,-10.605%,-61.426%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"1,163,000","2,450,000","922,000","611,000","1,927,000",Upgrade,Financials in USD,Fiscal year is January - December
