Fiscal Quarter,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,Q4 2017,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"1,013,446","8,984","5,552,866","2,800,257","16,138,020","3,920,532","-32,940,471","-3,182,608","845,975","-1,224,465","2,465,742","-3,592,094","-194,473","-1,276,161","-129,417","-531,946","193,325","-849,376","-1,133,488","-624,249",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"577,229","-531,800","5,051,021","2,169,031","15,489,724","3,373,418","-33,597,959","-3,642,800","587,768","-1,506,489","2,205,044","-4,071,088","-487,072","-1,668,207","-457,696","-765,986","-927,815","-1,350,419","-1,746,233","-991,924",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-114,000","-37,559",-,"-56,339","-11,200","-418,297","1,609,293",-,-,"-22,000","35,368",-,-,"57,253","177,535","-40,100","19,677","748,646",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"577,229","-645,800","5,013,462","2,169,031","15,433,385","3,362,218","-34,016,256","-2,033,507","587,768","-1,506,489","2,183,044","-4,035,720","-487,072","-1,668,207","-400,443","-588,451","-967,915","-1,330,742","-997,587","-991,924",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"577,229","-645,800","5,013,462","2,169,031","15,433,385","3,362,218","-34,016,256","-2,033,507","587,768","-1,506,489","2,183,044","-4,035,720","-487,072","-1,668,207","-400,443","-588,451","-967,915","-1,330,742","-997,587","-991,924",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"577,229","-645,800","5,013,462","2,169,031","15,433,385","3,362,218","-34,016,256","-2,033,507","587,768","-1,506,489","2,183,044","-4,035,720","-487,072","-1,668,207","-400,443","-588,451","-967,915","-1,330,742","-997,587","-991,924",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-96.260%,-,-,-,2525.761%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,592,286,997","7,468,989,577","7,349,511,658","7,326,874,916","7,289,196,290","7,248,545,868","7,063,264,603","6,892,675,910","6,639,683,067","6,623,845,012","6,272,328,529","5,113,333,363","5,057,898,285","4,612,987,869","4,112,446,110","4,109,062,645","3,709,263,480","2,723,756,675","2,188,127,298","346,550,614",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"15,597,613,916","7,468,989,577","14,495,098,095","7,326,874,916","12,670,053,386","11,761,879,558","7,063,264,603","6,892,675,910","13,075,446,759","6,623,845,012","12,293,204,022","5,113,333,363","5,057,898,285","4,612,987,869","4,112,446,110","4,109,062,645","3,709,263,480","2,723,756,675","2,188,127,298","346,550,614",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),23.106%,-36.498%,105.218%,6.299%,-3.100%,77.569%,-42.543%,34.798%,158.515%,43.591%,198.927%,24.440%,36.359%,69.361%,87.944%,1085.703%,159.431%,483.963%,584.983%,30.509%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.000,-0.000,0.001,0.000,0.002,0.000,-0.005,-0.000,0.000,-0.000,0.000,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.003,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.000,-0.000,0.000,0.000,0.001,0.000,-0.005,-0.000,-0.000,-0.000,-0.000,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.003,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-165,341","-284,825","-316,227","-237,955","-417,524","-523,750","-604,283","-358,728","-137,054","-172,654","-215,555","-308,721","-151,235","-192,199","-91,504","-136,047","-162,931","-352,657","-348,314","-235,500",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,62.409%,32.730%,35.102%,-150.063%,49.943%,70.432%,74.418%,-64.223%,76.772%,40.946%,69.157%,-,84.522%,63.054%,62.187%,-121.505%,14.914%,43.603%,81.959%,88.463%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-216.586%,-377.399%,-1389.422%,-1909.493%,-2659.140%,-1440.336%,-2457.444%,-2341.736%,-1374.162%,-3187.051%,-1093.153%,-3836.304%,-560.464%,-3209.457%,-602.435%,-1337.137%,-1942.981%,-1143.082%,-1039.093%,-838.945%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,528.579%,-714.554%,22585.197%,8346.600%,80106.846%,11038.504%,-154457.867%,-13405.676%,4395.513%,-24142.452%,12754.405%,-37045.346%,-1160.745%,-16330.954%,-969.079%,-2239.756%,-2201.508%,-4529.260%,-3071.767%,-3026.742%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-151.406%,-315.149%,-1424.574%,-915.669%,-2167.155%,-1719.525%,-2743.872%,-2364.876%,-1024.933%,-2766.891%,-1259.377%,-2833.863%,-360.409%,-1881.537%,-221.441%,-517.821%,-370.584%,-1200.289%,-1072.527%,-718.601%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-230,623","-335,188","-303,132","-493,314","-509,517","-436,700","-539,830","-353,916","-182,648","-198,160","-186,392","-417,215","-234,367","-326,741","-247,833","-350,201","-853,146","-334,024","-335,528","-273,074",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-211.185%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,898","5,898","5,292","2,906","2,793","2,012","1,373","1,302","1,105",712,712,712,815,"1,105","1,105","1,105","1,105","1,825","1,928","1,865",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-236,521","-341,086","-308,424","-496,220","-512,310","-438,712","-541,203","-355,218","-183,753","-198,872","-187,104","-417,927","-235,182","-327,846","-248,938","-351,306","-854,251","-335,849","-337,456","-274,939",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-216.586%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
