Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"188,421","6,901,628","-12,392,921","222,524","-564,368","-1,840,560","-943,366","-3,423,335","-1,110,118","-1,315,916","-1,751,739","-893,654","-582,879","-958,435","1,480,263","-4,402,132","-2,381,890","-1,490,967","-1,408,208","-2,273,573",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,"-167,199","-209,500",-,-,"46,318","-68,984","18,488","-1,881,126","30,620",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-7,962,694",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"-171,364",-,-,-,-,"-78,760",-,-,-,-,"-6,672,019",-,-,-,-,-,-,-,"-7,070,841",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,"623,553",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-1,368,000","677,288","7,322,457",-,"-39,024","-390,447","-216,126","-203,130","-190,413","-320,243","-226,140","-237,226","-706,974","-282,289","768,324","-201,916",-,"-925,484",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"188,421","5,362,264","-11,715,633","7,544,981","-564,368","-1,879,584","-1,412,573","-3,639,461","-1,313,248","-1,506,329","-2,071,982","-7,335,459","-1,029,605","-1,665,409","1,197,974","-11,550,184","-2,652,790","-1,472,479","-4,214,818","-9,313,794",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"188,421","5,362,264","-11,715,633","7,544,981","-564,368","-1,879,584","-1,412,573","-3,639,461","-1,313,248","-1,506,329","-2,071,982","-7,335,459","-1,029,605","-1,665,409","1,197,974","-11,550,184","-2,652,790","-1,472,479","-4,214,818","-9,313,794",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"188,421","5,362,264","-11,715,633","7,544,981","-564,368","-1,879,584","-1,412,573","-3,639,461","-1,313,248","-1,506,329","-2,071,982","-7,335,459","-1,029,605","-1,665,409","1,197,974","-11,550,184","-2,652,790","-1,472,479","-4,214,818","-9,313,794",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"662,501,405","657,980,212","350,519,674","357,738,464","295,096,003","299,656,064","292,889,614","253,018,833","241,098,037","199,835,266","149,215,596","108,953,208","84,415,273","57,235,013","48,043,065","35,048,854","39,720,700","40,002,473","36,486,999","36,366,205",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"662,501,405","657,980,212","350,519,674","357,738,464","295,096,003","299,656,064","292,889,614","253,018,833","241,098,037","199,835,266","149,215,596","108,953,208","84,415,273","57,235,013","48,043,065","35,048,854","39,720,700","40,002,473","36,486,999","36,366,205",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),124.504%,119.578%,19.676%,41.388%,22.397%,49.952%,96.286%,132.227%,185.609%,249.149%,210.587%,210.861%,112.522%,43.079%,31.672%,-3.622%,17.097%,23.832%,66.017%,102.355%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.000,0.008,-0.033,0.021,-0.002,-0.006,-0.005,-0.014,-0.005,-0.008,-0.014,-0.067,-0.012,-0.029,0.025,-0.330,-0.067,-0.037,-0.116,-0.256,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.000,0.008,-0.033,0.019,-0.002,-0.006,-0.005,-0.014,-0.005,-0.008,-0.014,-0.067,-0.012,-0.029,0.020,-0.330,-0.067,-0.037,-0.116,-0.256,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-540,897","-427,616","-548,829","-1,306,174","119,698","-555,979","-612,631","-1,100,581","282,144","-354,162","-391,762","-327,320","-1,031,489","-256,545","-805,565","268,749","-158,965","-307,677","-365,680","-980,875",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.001,-0.001,-0.002,-0.004,0.000,-0.002,-0.002,-0.004,0.001,-0.002,-0.003,-0.003,-0.012,-0.004,-0.017,0.008,-0.004,-0.008,-0.010,-0.027,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-114.093%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-159.514%,-,-4138.268%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,60.360%,-,-45340.892%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-173.273%,-,-2124.033%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-433,709","-282,325","-1,046,246","737,493","-455,523","-886,835","-714,451","-3,126,947","-565,240","-506,728","-714,616","-536,580","-560,947","-795,298","-720,938","-1,870,457","-1,207,498","-774,879","-656,834","-911,911",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-138.936%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"64,237","64,237","23,041","31,962","211,974","6,104","5,826","73,345","23,235","197,412",942,762,756,782,408,"29,055","36,308","31,093","32,049","33,026",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-497,946","-346,562","-1,069,287","705,531","-667,497","-892,939","-720,277","-3,200,292","-588,475","-704,140","-715,558","-537,342","-561,703","-796,080","-721,346","-1,899,512","-1,243,806","-805,972","-688,883","-944,937",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-159.514%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
