Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-84,573","-85,076","-92,026","-112,472","-80,392","-115,577","-107,038","-583,657","-370,042","-442,153","-517,592","-394,154","-1,402,018","-403,735","-133,074","-581,814","-1,687,484","-2,205,927","-3,169,265","-2,454,270",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"364,849,717","353,972,460","333,102,754","339,185,398","335,630,151","335,630,151","325,457,929","331,834,797","290,989,603","290,989,603","299,216,892","305,133,710","290,414,046","290,414,046","281,390,520","282,761,307","279,648,342","276,557,768","275,400,259","274,240,962",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"364,849,717","353,972,460","333,102,754","339,185,398","335,630,151","335,630,151","325,457,929","331,834,797","290,989,603","290,989,603","299,216,892","305,133,710","290,414,046","290,414,046","281,390,520","282,761,307","279,648,342","276,557,768","275,400,259","274,240,962",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),8.706%,5.465%,2.349%,2.215%,15.341%,15.341%,8.770%,8.751%,0.198%,0.198%,6.335%,7.912%,3.850%,5.010%,2.175%,3.107%,2.504%,3.010%,5.809%,6.418%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.002,-0.001,-0.002,-0.002,-0.001,-0.005,-0.001,-0.000,-0.002,-0.006,-0.008,-0.012,-0.009,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.000,-0.000,-0.010,-0.009,-0.000,-0.000,-0.010,-0.005,-0.001,-0.002,-0.002,-0.001,-0.005,-0.001,-0.000,-0.002,-0.006,-0.008,-0.012,-0.009,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-39,117","-80,855","-57,836","-77,466","-69,899","-143,759","-84,865","-147,169","-157,553","-163,635","-336,312","-233,725","-156,959","-344,201","-155,006","-131,652","-252,744","-179,112","-317,800","-193,906",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.000,-0.001,-0.001,-0.001,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-69,453","-72,052","-80,709","-97,666","-69,206","-104,014","-96,335","-527,457","-369,292","-441,403","-516,842","-393,404","-1,401,269","-402,985","-132,324","-581,064","-1,686,734","-2,205,177","-3,168,515","-2,453,625",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"15,120","13,024","11,317","14,806","11,186","11,563","10,703","56,200",750,750,750,750,750,750,750,750,750,750,750,750,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-84,573","-85,076","-92,026","-112,472","-80,392","-115,577","-107,038","-583,657","-370,042","-442,153","-517,592","-394,154","-1,402,019","-403,735","-133,074","-581,814","-1,687,484","-2,205,927","-3,169,265","-2,454,375",Upgrade,Financials in USD,Fiscal year is January - December
