Fiscal Quarter,Q2 2022,Q1 2022,Q2 2021,Q1 2021,Q4 2020,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,Q3 2010,Q2 2010,Q1 2010,Q4 2009,Q3 2009,Q2 2009,Q1 2009,Q4 2008,Q3 2008,+20 Quarters,Currency,Fiscal_Year_period
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-600,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-66,570","138,037","7,105","-13,991","-25,870","-21,888","-17,980","-31,290","-38,172","-39,524","112,722","162,207","23,094","-12,736","-79,251","-128,128",-716,"22,676","-744,222","-122,299",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-66,570","138,037","7,105","-13,991","-25,870","-21,888","-17,980","-31,290","-38,172","-39,524","112,722","162,207","23,094","-12,736","-79,251","-128,128",-716,"22,676","-744,222","-122,299",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-66,570","138,037","7,105","-13,991","-25,870","-21,888","-17,980","-31,290","-38,172","-39,524","112,722","162,207","23,094","-12,736","-79,251","-128,128",-716,"22,676","-744,222","-122,299",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"312,136,648","312,136,648","348,389,208","349,089,208","349,089,208","315,493,353","315,493,353","315,493,353","323,826,686","307,160,020","303,826,685","295,493,353","295,493,353","295,493,353","186,770,189","236,993,353","295,493,353","295,493,353","342,512,523","205,238,187",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"312,136,648","312,136,648","348,389,208","349,089,208","349,089,208","315,493,353","315,493,353","315,493,353","323,826,686","335,493,353","303,826,685","295,493,353","295,493,353","295,493,353","186,770,189","236,993,353","295,493,353","295,493,353","342,512,523","205,238,187",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-10.585%,-1.064%,10.427%,10.649%,7.801%,-5.961%,3.840%,6.768%,9.588%,13.537%,62.674%,24.684%,-,-,-45.471%,15.472%,43.976%,75.536%,103.467%,27.381%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.001,0.000,-0.000,-0.000,-0.001,-0.000,0.000,-0.002,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.001,0.000,-0.000,-0.000,-0.001,-0.000,0.000,-0.002,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-11,639","185,836","3,688","-9,836","2,247","2,487","-44,940","-27,322","-38,764","-30,766","399,401","-50,581","7,072",-503,"-5,752,433",7,"-1,452",351,"-42,860","-626,176",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,0.001,0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,0.001,-0.000,0.000,-0.000,-0.031,0.000,-0.000,0.000,-0.000,-0.003,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,100.000%,-,-,-,17.726%,112.868%,-,-,-,37.123%,98.833%,100.000%,98.731%,100.000%,-,-,100.000%,-,82.813%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,70.607%,-,-,-,-45.241%,-189.939%,-,-,-,20.857%,90.106%,83.978%,-85.534%,-1105.010%,-,-,90.704%,-,-1253.412%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,70.607%,-,-,-,-46.769%,-201.006%,-,-,-,20.874%,90.115%,83.978%,-85.534%,-792.510%,-,-,90.704%,-,-1528.738%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,95.057%,-,-,-,5.314%,-502.404%,-,-,-,73.963%,-28.101%,25.716%,-3.378%,-57524.330%,-,-,1.404%,-,-7827.200%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,-,-,-,"1,573","-12,250","-18,908","-19,685","131,189",-,"41,656","5,826","-73,001","-90,628","36,784","60,176","-169,610","-46,773",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,17.585%,-,-,-,24.294%,-,151.476%,39.127%,-,-,-,240.704%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,-,-,-,"18,563","18,563","18,563","18,563","18,563",-,"18,562","18,562","37,500","37,500","37,500","37,500","31,500","53,500",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-66,570","138,037","7,105","-13,991","-29,870","-21,173","-16,990","-30,813","-37,471","-38,248","112,626","162,190","23,094","-12,736","-110,501","-128,128",-716,"22,676","-201,110","-100,273",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,70.607%,-,-,-,-45.241%,-189.939%,-,-,-,20.857%,90.106%,83.978%,-85.534%,-,-,-,90.704%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,"180,000","27,500","14,890",-,-,-,"25,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
