Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Asset Writedown,"-642,000","-1,774,000","3,926,000","17,516,000","-24,790,000",-,-,"6,907,000",-,-,-,"-5,720,000","-5,672,000",-,-,"-23,659,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"245,000",-,"-2,368,000","1,134,000",-,"3,300,000","205,000","-1,000","10,000,000","1,000","-21,348,000",-,"4,000",-,"2,269,000",-,-,"2,269,000","-9,583,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-11,782,000","-17,162,000","-11,487,000","-60,626,000","-35,954,000","-24,637,000","-3,148,000","-137,748,000","8,549,000","35,252,000","7,459,000","-40,372,000","-35,748,000","-1,967,000","15,890,000","11,486,000","9,814,000","11,698,000","-2,203,000","-15,126,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"32,566,000","31,391,000","40,090,000","49,000","31,860,000","41,951,000","40,732,000","38,639,000","49,972,000","48,761,000","41,450,000","35,128,000","50,790,000","35,819,000","30,708,000","42,022,000","18,745,000","13,534,000","13,249,000","12,026,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-44,348,000","-48,553,000","-51,577,000","-60,675,000","-67,814,000","-66,588,000","-43,880,000","-176,387,000","-41,423,000","-13,509,000","-33,991,000","-75,500,000","-86,538,000","-37,786,000","-14,818,000","-30,536,000","-8,931,000","-1,836,000","-15,452,000","-27,152,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"1,620,000","-1,277,000","567,000","-4,972,000","-25,915,000","-7,904,000","-12,589,000","-86,365,000","-12,733,000","-8,251,000","-4,273,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-42,728,000","-49,830,000","-51,010,000","-65,647,000","-93,729,000","-74,492,000","-56,469,000","-262,752,000","-54,156,000","-21,760,000","-38,264,000","-75,500,000","-86,538,000","-37,786,000","-14,818,000","-30,536,000","-8,931,000","-1,836,000","-15,452,000","-27,152,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"2,032,000","945,000","2,697,000","2,419,000","1,382,000","3,250,000","2,089,000","2,418,000","2,767,000","-127,000","1,775,000","2,541,000","3,220,000","2,941,000",-,"-165,000","-412,000","-193,000","363,000","1,492,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-40,696,000","-48,885,000","-48,313,000","-63,228,000","-92,347,000","-71,242,000","-54,380,000","-260,334,000","-51,389,000","-21,887,000","-36,489,000","-72,959,000","-83,318,000","-34,845,000","-14,818,000","-30,701,000","-9,343,000","-2,029,000","-15,089,000","-25,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"9,371,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-50,067,000","-48,885,000","-48,313,000","-63,228,000","-92,347,000","-71,242,000","-54,380,000","-260,334,000","-51,389,000","-21,887,000","-36,489,000","-72,959,000","-83,318,000","-34,845,000","-14,818,000","-30,701,000","-9,343,000","-2,029,000","-15,089,000","-25,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"742,535,355","740,787,287","736,147,618","733,514,919","725,319,477","719,269,057","718,117,628","715,796,271","709,638,533","710,872,819","708,897,273","707,450,310","703,545,262","701,904,684","682,041,420","660,398,593","625,228,556","533,192,806","507,700,498","468,445,941",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"742,535,355","740,787,287","736,147,618","733,514,919","725,319,477","719,269,057","718,117,628","715,796,271","709,638,533","710,872,819","708,897,273","707,450,310","703,545,262","701,904,684","682,041,420","660,398,593","625,228,556","533,192,806","507,700,498","468,445,941",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.374%,2.992%,2.511%,2.475%,2.210%,1.181%,1.301%,1.180%,0.866%,1.278%,3.938%,7.125%,12.526%,31.642%,34.339%,40.976%,34.726%,15.581%,11.937%,7.442%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.067,-0.066,-0.066,-0.086,-0.127,-0.099,-0.076,-0.364,-0.072,-0.031,-0.051,-0.103,-0.118,-0.050,-0.022,-0.046,-0.015,-0.004,-0.030,-0.055,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.068,-0.066,-0.066,-0.086,-0.127,-0.101,-0.076,-0.364,-0.072,-0.031,-0.051,-0.103,-0.118,-0.050,-0.022,-0.046,-0.015,-0.004,-0.030,-0.055,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"14,577,000","4,602,000","30,780,000","-13,791,000","31,460,000","-3,853,000","-15,422,000","-17,562,000","1,979,000","-95,844,000","23,187,000","-66,475,000","-11,291,000","-115,061,000","-37,408,000","-36,912,000","-47,309,000","-5,375,000","-24,322,000","-33,331,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.020,0.006,0.042,-0.019,0.043,-0.005,-0.021,-0.025,0.003,-0.135,0.033,-0.094,-0.016,-0.164,-0.055,-0.056,-0.076,-0.010,-0.048,-0.071,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,48.563%,46.880%,47.474%,45.238%,45.037%,44.036%,48.233%,35.167%,51.469%,56.732%,54.487%,47.534%,45.304%,44.738%,54.093%,54.489%,63.475%,69.141%,70.510%,60.027%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,2.792%,2.205%,3.748%,4.046%,4.566%,-1.275%,5.405%,-9.435%,9.979%,12.204%,8.893%,3.398%,-0.015%,3.865%,13.867%,12.759%,8.975%,18.464%,5.174%,1.320%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-15.147%,-14.282%,-14.254%,-18.313%,-27.718%,-21.231%,-16.348%,-76.527%,-15.773%,-6.984%,-12.325%,-23.636%,-26.392%,-11.194%,-5.692%,-13.334%,-5.122%,-1.727%,-15.637%,-34.007%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,4.410%,1.344%,9.081%,-3.994%,9.443%,-1.148%,-4.636%,-5.162%,0.607%,-30.585%,7.832%,-21.536%,-3.577%,-36.962%,-14.370%,-16.031%,-25.936%,-4.575%,-25.205%,-44.173%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"63,842,000","59,331,000","64,648,000","65,351,000","62,495,000","47,642,000","63,275,000","11,992,000","70,725,000","75,339,000","62,910,000","44,862,000","25,873,000","52,223,000","56,159,000","49,225,000","40,868,000","45,468,000","16,199,000","8,415,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,19.315%,17.334%,19.074%,18.927%,18.758%,14.198%,19.022%,3.525%,21.707%,24.042%,21.250%,14.534%,8.195%,16.776%,21.573%,21.379%,22.405%,38.703%,16.787%,11.152%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"54,613,000","51,784,000","51,946,000","51,383,000","47,282,000","51,919,000","45,296,000","44,088,000","38,211,000","37,097,000","36,582,000","34,372,000","25,921,000","40,190,000","20,061,000","19,846,000","24,497,000","23,777,000","11,206,000","7,419,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"9,229,000","7,547,000","12,702,000","13,968,000","15,213,000","-4,277,000","17,979,000","-32,096,000","32,514,000","38,242,000","26,328,000","10,490,000","-48,000","12,033,000","36,098,000","29,379,000","16,371,000","21,691,000","4,993,000","996,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,2.792%,2.205%,3.748%,4.045%,4.566%,-1.275%,5.405%,-9.435%,9.979%,12.204%,8.893%,3.398%,-0.015%,3.865%,13.867%,12.759%,8.975%,18.463%,5.174%,1.320%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,584.536%,138.321%,555.705%,-,-,-,193.254%,365.854%,191.003%,115.695%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"330,530,000","342,286,000","338,932,000","345,269,000","333,172,000","335,551,000","332,640,000","340,188,000","325,813,000","313,366,000","296,053,000","308,675,000","315,699,000","311,293,000","260,320,000","230,252,000","182,408,000","117,480,000","96,496,000","75,456,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,"5,000,000","5,300,000","4,000,000",-,"3,600,000","3,000,000","2,500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
