Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Minority Interest in Earnings,"5,500,000","5,500,000","1,500,000","4,200,000","500,000","-400,000",Upgrade,Financials in GBP,Fiscal year is July - June
Net Income,"7,900,000","7,900,000","33,300,000","40,900,000","47,300,000","35,300,000",Upgrade,Financials in GBP,Fiscal year is July - June
Net Income to Common,"7,900,000","7,900,000","33,300,000","40,900,000","47,300,000","35,300,000",Upgrade,Financials in GBP,Fiscal year is July - June
Net Income Growth,-76.276%,-76.276%,-18.582%,-13.531%,33.994%,352.564%,Upgrade,Financials in GBP,Fiscal year is July - June
Shares Outstanding (Basic),"65,686,000","65,686,000","65,557,000","65,395,000","65,108,000","64,908,000",Upgrade,Financials in GBP,Fiscal year is July - June
Shares Outstanding (Diluted),"66,174,000","66,174,000","65,998,000","65,714,000","65,662,000","65,427,000",Upgrade,Financials in GBP,Fiscal year is July - June
Shares Change (YoY),0.267%,0.267%,0.432%,0.079%,0.359%,0.188%,Upgrade,Financials in GBP,Fiscal year is July - June
EPS (Basic),0.120,0.120,0.508,0.625,0.726,0.544,Upgrade,Financials in GBP,Fiscal year is July - June
EPS (Diluted),0.119,0.119,0.505,0.622,0.720,0.540,Upgrade,Financials in GBP,Fiscal year is July - June
EPS Growth,-76.436%,-76.436%,-18.810%,-13.611%,33.333%,353.782%,Upgrade,Financials in GBP,Fiscal year is July - June
Free Cash Flow,"15,000,000","15,000,000","24,500,000","-7,800,000","38,800,000","35,500,000",Upgrade,Financials in GBP,Fiscal year is July - June
Free Cash Flow Per Share,0.227,0.227,0.371,-0.119,0.591,0.543,Upgrade,Financials in GBP,Fiscal year is July - June
Dividend Per Share,0.320,0.320,0.320,0.320,0.320,0.291,Upgrade,Financials in GBP,Fiscal year is July - June
Dividend Growth,0%,0%,0%,0%,9.966%,5.054%,Upgrade,Financials in GBP,Fiscal year is July - June
Gross Margin,38.173%,38.173%,37.785%,38.086%,40.432%,38.375%,Upgrade,Financials in GBP,Fiscal year is July - June
Operating Margin,8.059%,8.059%,8.801%,9.538%,10.709%,8.234%,Upgrade,Financials in GBP,Fiscal year is July - June
Profit Margin,1.181%,1.181%,4.828%,6.892%,8.236%,6.402%,Upgrade,Financials in GBP,Fiscal year is July - June
Free Cash Flow Margin,2.243%,2.243%,3.552%,-1.314%,6.756%,6.438%,Upgrade,Financials in GBP,Fiscal year is July - June
EBITDA,"78,100,000","78,100,000","86,900,000","79,800,000","82,000,000","68,000,000",Upgrade,Financials in GBP,Fiscal year is July - June
EBITDA Margin,11.678%,11.678%,12.600%,13.448%,14.278%,12.332%,Upgrade,Financials in GBP,Fiscal year is July - June
D&A For EBITDA,"24,200,000","24,200,000","26,200,000","23,200,000","20,500,000","22,600,000",Upgrade,Financials in GBP,Fiscal year is July - June
EBIT,"53,900,000","53,900,000","60,700,000","56,600,000","61,500,000","45,400,000",Upgrade,Financials in GBP,Fiscal year is July - June
EBIT Margin,8.059%,8.059%,8.801%,9.538%,10.709%,8.233%,Upgrade,Financials in GBP,Fiscal year is July - June
Effective Tax Rate,56.364%,56.364%,19.289%,24.174%,16.129%,22.894%,Upgrade,Financials in GBP,Fiscal year is July - June
