Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Other Unusual Items,-,-,"2,000,000",-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-4,033,000","-3,623,000","43,790,000","95,129,000","145,606,000","-21,654,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"-4,655,000","-4,760,000","-5,566,000","2,270,000","8,344,000","-12,474,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Continuing Operations,"622,000","1,137,000","49,356,000","92,859,000","137,262,000","-9,180,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,"-2,217,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Company,"622,000","1,137,000","49,356,000","92,859,000","137,262,000","-11,397,000",Upgrade,Financials in EUR,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,"18,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"622,000","1,137,000","49,356,000","92,859,000","137,262,000","-11,379,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"622,000","1,137,000","49,356,000","92,859,000","137,262,000","-11,379,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income Growth,-95.539%,-97.696%,-46.848%,-32.349%,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"17,538,907","17,900,000","18,050,000","18,070,000","18,293,000","18,436,999",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"17,538,907","17,916,000","18,063,000","18,085,000","18,325,000","18,466,916",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),-,-0.814%,-0.122%,-1.310%,-0.768%,0.291%,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),0.035,0.064,2.734,5.139,7.504,-0.617,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),0.032,0.060,2.730,5.130,7.490,-0.617,Upgrade,Financials in EUR,Fiscal year is January - December
EPS Growth,-,-97.802%,-46.784%,-31.509%,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"-17,667,000","-29,402,000","29,469,000","17,874,000","275,940,000","-28,171,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,-1.007,-1.641,1.631,0.988,15.058,-1.525,Upgrade,Financials in EUR,Fiscal year is January - December
Dividend Per Share,0.650,0.650,0.650,0.650,0.600,0.480,Upgrade,Financials in EUR,Fiscal year is January - December
Dividend Growth,0%,0%,0%,8.333%,25.000%,-,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,94.419%,93.922%,93.053%,92.848%,94.918%,93.908%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,-2.122%,-2.420%,21.427%,40.224%,58.025%,-20.363%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,0.372%,0.719%,25.138%,40.403%,50.845%,-13.259%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,-10.579%,-18.591%,15.009%,7.777%,102.215%,-32.826%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"-477,000","-1,146,000","44,877,000","94,986,000","159,089,000","-15,150,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,-0.286%,-0.725%,22.856%,41.329%,58.930%,-17.653%,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"3,066,000","2,681,000","2,806,000","2,539,000","2,445,000","2,325,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"-3,543,000","-3,827,000","42,071,000","92,447,000","156,644,000","-17,475,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,-2.122%,-2.420%,21.427%,40.224%,58.025%,-20.363%,Upgrade,Financials in EUR,Fiscal year is January - December
Effective Tax Rate,-,-,-,2.386%,5.731%,-,Upgrade,Financials in EUR,Fiscal year is January - December
Revenue as Reported,"167,003,000","158,153,000","196,343,000","229,831,000","269,961,000","85,819,000",Upgrade,Financials in EUR,Fiscal year is January - December
