Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+20 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),"287,000","-80,000",-,"-300,000","631,000","117,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"568,000","-2,102,000","-477,000","1,559,000","2,402,000","499,000","162,000","-36,000","45,000","-27,000","121,000","-288,000","-225,000","-35,000","115,000","62,000","327,000","213,000","304,000","226,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-6,206,000","-15,520,000","-7,796,000","-10,596,000","-13,680,000","-23,648,000","-22,216,000","-24,011,000","-16,177,000","-22,099,000","-24,168,000","-22,206,000","-22,543,000","-18,372,000","-15,644,000","-9,923,000","-12,015,000","-9,688,000","-12,956,000","-11,555,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-30,000","-16,000","-15,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-467,000",-,-,-,"11,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-900,000",-,-,"-1,805,000",-,-,-,-,-,"-500,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"3,832,000","2,612,000",-,-,-,-,-,"2,300,000",-,-,"-2,300,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,771,000","-12,924,000","-7,811,000","-13,001,000","-13,669,000","-23,648,000","-22,216,000","-21,711,000","-16,177,000","-22,599,000","-26,468,000","-22,206,000","-22,543,000","-18,372,000","-15,644,000","-9,923,000","-12,015,000","-9,688,000","-12,956,000","-11,321,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,771,000","-12,924,000","-7,811,000","-13,001,000","-13,669,000","-23,648,000","-22,216,000","-21,711,000","-16,177,000","-22,599,000","-26,468,000","-22,206,000","-22,543,000","-18,372,000","-15,644,000","-9,923,000","-12,015,000","-9,688,000","-12,956,000","-11,321,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,771,000","-12,924,000","-7,811,000","-13,001,000","-13,669,000","-23,648,000","-22,216,000","-21,711,000","-16,177,000","-22,599,000","-26,468,000","-22,206,000","-22,543,000","-18,372,000","-15,644,000","-9,923,000","-12,015,000","-9,688,000","-12,956,000","-11,321,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"24,492,000","20,700,000","18,292,000","15,709,000","11,855,000","10,383,000","9,768,000","9,475,280","9,169,000","8,897,440","8,327,680","7,931,400","7,893,720","7,652,680","6,508,600","6,296,840","6,123,840","6,006,520","5,838,560","5,692,600",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"24,492,000","20,700,000","18,292,000","15,709,000","11,855,000","10,383,000","9,768,000","9,475,280","9,169,000","8,897,440","8,327,680","7,931,400","7,893,720","7,652,680","6,508,600","6,296,840","6,123,840","6,006,520","5,838,560","5,692,600",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),106.596%,99.364%,87.265%,65.789%,29.294%,16.696%,17.296%,19.465%,16.156%,16.266%,27.949%,25.958%,28.901%,27.406%,11.476%,10.614%,10.197%,7.740%,15.026%,18.982%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.154,-0.624,-0.427,-0.828,-1.153,-2.278,-2.274,-2.291,-1.764,-2.540,-3.178,-2.800,-2.856,-2.401,-2.404,-1.576,-1.962,-1.613,-2.219,-1.989,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.154,-0.624,-0.430,-0.828,-1.153,-2.278,-2.274,-2.291,-1.764,-2.540,-3.178,-2.800,-2.856,-2.401,-2.404,-1.576,-1.962,-1.613,-2.219,-2.044,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,847,000","-4,585,000","-5,966,000","-10,313,000","-10,603,000","-18,077,000","-20,354,000","-19,540,000","-20,053,000","-20,745,000","-17,207,000","-17,702,000","-19,872,000","-12,948,000","-12,450,000","-10,298,000","-8,248,000","-11,780,000","-5,579,000","-4,729,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.157,-0.221,-0.326,-0.657,-0.894,-1.741,-2.084,-2.062,-2.187,-2.332,-2.066,-2.232,-2.517,-1.692,-1.913,-1.635,-1.347,-1.961,-0.956,-0.831,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-258.139%,-,-,-,-,-,-,-,-,-161.356%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-26473.469%,-,-38241.935%,-25712.308%,-1047.409%,-768.475%,-3320.637%,-338.523%,-,-,-1725.827%,-25951.163%,-21829.762%,-,-3479.094%,-,-232.309%,-917.647%,-778.652%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-26375.510%,-,-41938.710%,-21029.231%,-1021.071%,-762.912%,-3007.064%,-337.583%,-,-,-1748.504%,-26212.791%,-21871.429%,-,-3457.491%,-,-227.311%,-896.609%,-748.249%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-9357.143%,-,-33267.742%,-16312.308%,-780.527%,-698.970%,-2706.371%,-418.468%,-,-,-1393.858%,-23106.977%,-15414.286%,-,-3588.153%,-,-276.396%,-386.090%,-312.558%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-6,773,000","-12,929,000","-7,267,000","-11,500,000","-16,496,000","-23,640,000","-22,131,000","-23,735,000","-15,502,000","-21,849,000","-24,045,000","-21,673,000","-22,085,000","-18,115,000","-15,569,000","-9,795,000","-12,175,000","-9,744,000","-13,076,000","-11,499,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-228.625%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"77,000","43,000","52,000","355,000","217,000","618,000","247,000","240,000","720,000","223,000","244,000","245,000","233,000","222,000","190,000","190,000","167,000","157,000","184,000","282,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,850,000","-12,972,000","-7,319,000","-11,855,000","-16,713,000","-24,258,000","-22,378,000","-23,975,000","-16,222,000","-22,072,000","-24,289,000","-21,918,000","-22,318,000","-18,337,000","-15,759,000","-9,985,000","-12,342,000","-9,901,000","-13,260,000","-11,781,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-232.309%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,"49,000",-,"31,000","65,000","2,316,000","2,912,000","722,000","4,792,000",-,-,"1,270,000","86,000","84,000",-,"287,000","-361,000","4,262,000","1,445,000","1,513,000",Upgrade,Financials in USD,Fiscal year is January - December
