Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-1,300,549","-1,175,025","-780,147","-590,789","-780,360","-962,719","-589,982","-490,508","-632,449","-463,159","-411,067","-468,341","-489,009","-636,984","-338,053","-415,932","715,172","-269,928","-692,479","-614,306",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Basic),"701,730,591","701,687,744","701,730,591","698,088,400","697,445,660","697,445,660","697,445,660","697,445,660","697,445,660","697,445,660","697,445,660","697,445,660","661,375,816","658,042,830","658,664,320","658,664,320","658,364,320","658,364,320","658,364,320","658,364,320",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Diluted),"701,730,591","701,687,744","701,730,591","698,088,400","697,445,660","697,445,660","697,445,660","697,445,660","697,445,660","697,445,660","697,445,660","697,445,660","661,375,816","658,042,830","658,664,320","658,664,320","658,364,320","658,364,320","658,364,320","658,364,320",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Change (YoY),0.614%,0.608%,0.614%,0.092%,-,-,-,-,5.454%,5.988%,5.888%,5.888%,0.457%,-0.049%,0.046%,0.046%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Basic),-0.002,-0.002,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.001,-0.000,-0.001,-0.001,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Diluted),-0.002,-0.002,-0.001,-0.001,-0.001,-0.002,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.001,-0.000,-0.001,-0.001,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow,"-999,649","-1,505,086","-950,255","-540,039","-686,476","-297,757","-479,196","-145,205","-346,859","112,072","-430,739","-991,244","-643,762","-625,545","190,715","-393,761","287,405","19,627","65,690","-347,831",Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Per Share,-0.001,-0.002,-0.001,-0.001,-0.001,-0.000,-0.001,-0.000,-0.000,0.000,-0.001,-0.001,-0.001,-0.001,0.000,-0.001,0.000,0.000,0.000,-0.001,Upgrade,Financials in CAD,Fiscal year is August - July
Gross Margin,-293.892%,-,-177.558%,-89.054%,-114.873%,-,-97.200%,-55.907%,-85.448%,-69.885%,-27.251%,-47.131%,-96.054%,-138.707%,-257.957%,-14.722%,70.532%,29.859%,-21.328%,-38.599%,Upgrade,Financials in CAD,Fiscal year is August - July
Operating Margin,-1714.928%,-1335.004%,-739.556%,-343.814%,-507.454%,-1261.555%,-596.563%,-216.848%,-412.260%,-317.906%,-91.345%,-120.884%,-192.438%,-554.401%,-235.453%,-74.371%,55.112%,-7.974%,-610.790%,-455.256%,Upgrade,Financials in CAD,Fiscal year is August - July
Profit Margin,-2107.074%,-1822.818%,-956.672%,-397.313%,-662.096%,-2734.143%,-556.534%,-287.624%,-523.681%,-360.278%,-126.902%,-157.433%,-241.891%,-577.297%,-403.092%,-119.712%,44.620%,-41.673%,-794.064%,-646.556%,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Margin,-1619.573%,-2334.842%,-1165.271%,-363.183%,-582.440%,-845.636%,-452.029%,-85.145%,-287.206%,87.178%,-132.975%,-333.208%,-318.440%,-566.930%,227.407%,-113.331%,17.931%,3.030%,75.327%,-366.092%,Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA,"-978,494","-849,809","-547,893","-454,734","-541,779","-436,867","-579,182","-316,511","-444,716","-401,498","-242,719","-306,555","-336,137","-605,655","-146,308","-206,762","935,590","-49,239","-484,976","-384,840",Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA Margin,-,-,-,-,-,-,-,-185.595%,-,-,-74.931%,-103.049%,-166.272%,-,-174.457%,-59.510%,58.371%,-7.602%,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
D&A For EBITDA,"80,011","10,761","55,200","56,503","56,317","7,339","53,234","53,298","53,171","7,189","53,171","53,056","52,897","6,066","51,155","51,636","52,240","2,409","47,676","47,708",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT,"-1,058,505","-860,570","-603,093","-511,237","-598,096","-444,206","-632,416","-369,809","-497,887","-408,687","-295,890","-359,611","-389,034","-611,721","-197,463","-258,398","883,350","-51,648","-532,652","-432,548",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT Margin,-,-,-,-,-,-,-,-216.848%,-,-,-91.345%,-120.884%,-192.438%,-,-235.453%,-74.371%,55.112%,-7.974%,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
