Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Net Income to Common,"-17,530,600","-17,530,600","-20,823,584","-20,347,439","-15,869,978","-19,363,089",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Basic),"37,012,466","37,012,466","2,947,178","2,566,211","1,906,115","1,382,195",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Diluted),"37,012,466","37,012,466","2,947,178","2,566,211","1,906,115","1,382,195",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Change (YoY),1155.861%,1155.861%,14.846%,34.630%,37.905%,14.312%,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Basic),-0.474,-0.474,-7.066,-7.929,-8.326,-14.009,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Diluted),-0.474,-0.474,-7.100,-7.929,-8.326,-14.034,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow,"-14,802,614","-14,802,614","-12,175,046","-14,851,325","-15,316,717","-10,918,964",Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Per Share,-0.400,-0.400,-4.131,-5.787,-8.036,-7.900,Upgrade,Financials in AUD,Fiscal year is July - June
Gross Margin,-34.133%,-34.133%,39.876%,11.895%,36.705%,8.401%,Upgrade,Financials in AUD,Fiscal year is July - June
Operating Margin,-2024.694%,-2024.694%,-448.909%,-327.540%,-398.480%,-542.803%,Upgrade,Financials in AUD,Fiscal year is July - June
Profit Margin,-1967.336%,-1967.336%,-614.706%,-429.996%,-529.696%,-931.290%,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Margin,-1661.194%,-1661.194%,-359.404%,-313.848%,-511.230%,-525.160%,Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA,"-16,965,216","-16,965,216","-14,667,600","-15,400,026","-11,598,661","-10,964,842",Upgrade,Financials in AUD,Fiscal year is July - June
D&A For EBITDA,"1,076,489","1,076,489","539,498","99,204","340,024","320,943",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT,"-18,041,705","-18,041,705","-15,207,098","-15,499,230","-11,938,685","-11,285,785",Upgrade,Financials in AUD,Fiscal year is July - June
