Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"-142,513",-261,-1,-,"-250,000",-,"35,948","2,115,805","-243,289","66,907,817","-66,634,284","2,964,938","281,199","-6,871,286","530,335","1,794,776","1,386,272","3,441,227","-3,767,325","3,506,496",Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-264,899","-130,120","-122,473","-144,913","-325,027","-99,218","-54,978","1,634,580","-376,198","66,796,438","-66,775,185","2,801,190","32,572","-6,973,664","442,183","1,666,367","1,202,852","3,205,945","-4,077,145","3,082,780",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,-,-,-,"-204,847",-,-,-,-,"-1,828","161,729","-6,405","-123,891","-641,604","-515,450",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,"-800,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Other Unusual Items,-,-,-,-,-,-,-,"1,150","300,000",-,"-300,000","-32,319","24,365",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-264,899","-130,120","-122,473","-349,760","-325,027","-99,218","-54,978","1,635,730","-78,026","66,958,167","-67,081,590","2,644,980","-1,384,667","-7,489,114","442,183","1,666,367","1,202,852","3,205,945","-4,077,145","3,082,780",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Continuing Operations,"-264,899","-130,120","-122,473","-349,760","-325,027","-99,218","-54,978","1,635,730","-78,026","66,958,167","-67,081,590","2,644,980","-1,384,667","-7,489,114","442,183","1,666,367","1,202,852","3,205,945","-4,077,145","3,082,780",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-264,899","-130,120","-122,473","-349,760","-325,027","-99,218","-54,978","1,635,730","-78,026","66,958,167","-67,081,590","2,644,980","-1,384,667","-7,489,114","442,183","1,666,367","1,202,852","3,205,945","-4,077,145","3,082,780",Upgrade,Financials in USD,Fiscal year is October - September
Preferred Dividends & Other Adjustments,-,"-13,012",-,-,"-44,785",-,-,"187,291","-10,442","6,026,236","-6,053,215","253,918",-,1,"60,137","280,950","-442,313","641,190",-,"668,975",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-264,899","-117,108","-122,473","-349,760","-280,242","-99,218","-54,978","1,448,439","-67,584","60,931,931","-61,028,375","2,391,062","-1,384,667","-7,489,115","382,046","1,385,417","1,645,165","2,564,755","-4,077,145","2,413,805",Upgrade,Financials in USD,Fiscal year is October - September
Net Income Growth,-,-,-,-,-,-,-,-38.157%,-,-,-,58.727%,-,-,-,-45.946%,-35.704%,-,-,1157.985%,Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"9,035,516","8,427,222","7,882,026","7,192,054","8,075,632","6,762,732","3,312,858","6,721,080","5,910,258","6,378,374","6,788,834","6,009,302","5,628,405","4,764,476","3,276,872","2,358,784","2,083,133","2,140,011","2,100,883","1,114,615",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"9,035,516","8,427,222","7,882,026","7,192,054","8,075,632","6,762,732","3,312,858","6,721,080","5,910,258","6,378,374","6,788,834","6,009,302","5,628,405","4,764,476","3,276,872","2,358,784","2,083,133","2,140,011","2,100,883","1,114,615",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),11.886%,24.613%,137.922%,7.007%,36.638%,6.026%,-51.201%,11.845%,5.008%,33.874%,107.174%,154.763%,170.189%,122.638%,55.976%,111.623%,-78.580%,1769.087%,432.884%,294.581%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.029,-0.014,-0.016,-0.049,-0.035,-0.015,-0.017,0.216,-0.011,9.553,-8.990,0.398,-0.246,-1.572,0.117,0.587,0.790,1.198,-1.941,2.166,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.029,-0.014,-0.016,-0.049,-0.035,-0.015,-0.017,0.216,-0.011,9.553,-8.990,0.398,-0.246,-1.572,0.117,0.587,0.790,1.198,-1.941,2.166,Upgrade,Financials in USD,Fiscal year is October - September
EPS Growth,-,-,-,-,-,-,-,-45.838%,-,-,-,-32.255%,-,-,-,-72.878%,310.537%,-,-,149.632%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-148,895","-172,589","-209,321","-162,336","-23,405","-87,008","-53,041","-10,463","-85,287","-123,681","-118,818","-279,135","-1,067,017","-63,921",-,-,-,-,"-5,657","24,302",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.016,-0.020,-0.027,-0.023,-0.003,-0.013,-0.016,-0.002,-0.014,-0.019,-0.018,-0.046,-0.190,-0.013,-,-,-,-,-0.003,0.022,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-145.487%,-182.792%,-171.117%,-207.876%,-99.528%,-144.172%,-133.482%,-785.348%,-164.705%,-100.329%,-131.052%,-180.178%,-212.387%,-75.031%,-47.304%,-67.384%,-68.200%,-59.566%,-143.420%,-491.296%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-446.213%,-198.270%,-207.353%,-592.161%,-472.058%,-167.981%,-93.081%,2452.280%,-113.843%,103772.214%,-104556.143%,4048.188%,-2318.831%,-13224.409%,1393.057%,5051.657%,5933.654%,9351.887%,-14866.527%,8801.477%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-250.809%,-292.202%,-354.391%,-274.843%,-39.425%,-147.309%,-89.801%,-17.714%,-143.663%,-210.639%,-203.564%,-472.590%,-1786.879%,-112.873%,-,-,-,-,-20.627%,88.613%,Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-86,370","-107,966","-101,070","-122,782","-59,086","-85,155","-78,841","-463,866","-97,779","-58,910","-76,494","-106,422","-126,825","-42,491","-12,973","-18,480","-18,909","-16,336","-39,333","-134,738",Upgrade,Financials in USD,Fiscal year is October - September
EBIT Margin,-145.487%,-182.792%,-171.117%,-207.876%,-99.528%,-144.172%,-133.482%,-,-164.705%,-100.329%,-131.052%,-180.178%,-212.387%,-75.031%,-47.303%,-67.384%,-68.200%,-59.566%,-143.420%,-,Upgrade,Financials in USD,Fiscal year is October - September
Revenue as Reported,"59,366","59,065","59,065","59,065","59,366","59,065","59,065","59,065","59,366","58,717","58,369","59,065","59,714","56,631","27,425","27,425","27,726","27,425",-,-,Upgrade,Financials in USD,Fiscal year is October - September
