Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"30,440","14,494","-1,837","91,046","-62,460","16,765","-26,202","-47,714","-59,072","80,018","75,774","-191,322","8,618","-17,732","155,931","-179,640","37,972","-121,819","215,647","-368,233",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,035,427","-463,557","-764,268","-561,855","-602,857","-648,002","-577,881","-1,139,118","-945,662","-1,190,757","-600,923","-1,321,681","-814,799","-637,242","-186,923","-843,037","-499,996","-889,004","32,136","-647,920",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"82,599",-,"85,546",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,035,427","-463,557","-764,268","-479,256","-602,857","-562,456","-577,881","-1,139,118","-945,662","-1,190,757","-600,923","-1,321,681","-814,799","-637,242","-186,923","-843,037","-499,996","-889,004","32,136","-647,920",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,800,-,"1,450",-,800,-,800,800,-,-,800,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-2,035,427","-464,357","-764,268","-480,706","-602,857","-563,256","-577,881","-1,139,918","-946,462","-1,190,757","-600,923","-1,322,481","-814,799","-637,242","-186,923","-843,037","-499,996","-889,004","32,136","-647,920",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-2,035,427","-464,357","-764,268","-480,706","-602,857","-563,256","-577,881","-1,139,918","-946,462","-1,190,757","-600,923","-1,322,481","-814,799","-637,242","-186,923","-843,037","-499,996","-889,004","32,136","-647,920",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"1,027,893","74,311","179,127","53,214",816,856,-,"64,079",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,007,534","-390,046","-585,141","-427,492","-602,041","-562,400","-577,881","-1,075,839","-946,462","-1,190,757","-600,923","-1,322,481","-814,799","-637,242","-186,923","-843,037","-499,996","-889,004","32,136","-647,920",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,007,534","-390,046","-585,141","-427,492","-602,041","-562,400","-577,881","-1,075,839","-946,462","-1,190,757","-600,923","-1,322,481","-814,799","-637,242","-186,923","-843,037","-499,996","-889,004","32,136","-647,920",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,913,103,351","4,511,799,474","3,953,546,003","3,713,223,330","3,286,909,395","2,976,127,083","2,692,056,744","2,608,901,831","2,565,663,048","2,541,429,204","2,393,701,868","2,293,042,694","2,267,469,428","2,250,426,426","2,240,039,437","2,205,684,799","2,092,537,522","1,723,008,195","1,621,008,777","1,502,519,152",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"4,913,103,351","4,511,799,474","3,953,546,003","3,713,223,330","3,286,909,395","2,976,127,083","2,692,056,744","2,608,901,831","2,565,663,048","2,541,429,204","2,393,701,868","2,293,042,694","2,267,469,428","2,250,426,426","2,240,039,437","2,205,684,799","2,092,537,522","1,723,008,195","1,895,283,682","1,502,519,152",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),49.475%,51.600%,46.860%,42.329%,28.111%,17.104%,12.464%,13.775%,13.151%,12.931%,6.860%,3.961%,8.360%,30.610%,18.190%,46.799%,49.910%,50.591%,73.708%,53.869%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,0.000,-0.000,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,0.000,-0.000,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"70,841","-143,413","-205,509","-206,027","-327,239","-337,104","-201,078","-384,685","-201,888","-236,489","-214,865","-150,828","-150,418","-232,943","-445,298","-228,217","-280,373","-107,871","-52,066","-52,791",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,77.582%,66.373%,65.664%,55.729%,72.592%,59.332%,63.387%,-,88.208%,77.525%,81.227%,66.155%,78.302%,82.571%,47.386%,76.876%,76.002%,82.433%,82.115%,88.469%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-9963.497%,-2019.685%,-3086.279%,-2336.135%,-1777.439%,-2062.133%,-1859.045%,-11167.689%,-964.864%,-2775.254%,-620.390%,-2078.782%,-1225.329%,-1806.121%,-1238.906%,-3172.796%,-4320.386%,-4794.223%,-627.119%,-4494.338%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5122.967%,-1949.743%,-2682.410%,-1793.698%,-2339.841%,-2137.753%,-2499.161%,-12540.378%,-1269.720%,-3073.001%,-707.818%,-2994.749%,-1422.211%,-2718.145%,-887.531%,-4737.494%,-4404.863%,-6340.518%,164.682%,-13436.748%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,360.202%,-716.886%,-942.097%,-864.461%,-1271.819%,-1281.374%,-869.602%,-4484.031%,-270.842%,-610.310%,-253.086%,-341.549%,-262.551%,-993.615%,-2114.325%,-1282.478%,-2470.029%,-769.353%,-266.814%,-1094.795%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,882,607","-327,124","-596,327","-475,735","-380,421","-465,592","-352,953","-908,126","-631,669","-975,108","-519,843","-908,917","-697,636","-420,643","-259,083","-562,757","-488,630","-670,485","-120,728","-215,069",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"76,914","76,914","76,914","81,036","76,914","76,914","76,914","49,950","87,550","100,275","6,856","9,073","4,367","2,784","1,843","1,842","1,777","1,713","1,648","1,648",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,959,521","-404,038","-673,241","-556,771","-457,335","-542,506","-429,867","-958,076","-719,219","-1,075,383","-526,699","-917,990","-702,003","-423,427","-260,926","-564,599","-490,407","-672,198","-122,376","-216,717",Upgrade,Financials in USD,Fiscal year is January - December
