Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+20 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-5,359,000","-7,568,000","-1,371,000","-9,840,000","-17,067,000","-18,089,000","-20,157,000","-4,399,000","-5,292,000","-5,396,000","-5,195,000","-6,405,000","3,444,000","-17,617,000","-7,578,000","-10,355,484","-5,359,118","-8,666,906","11,587,015","5,935,696",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,359,000","-7,568,000","-1,371,000","-9,840,000","-17,067,000","-18,089,000","-20,157,000","-4,399,000","-5,292,000","-5,396,000","-5,195,000","-6,405,000","3,444,000","-17,617,000","-7,578,000","-10,355,484","-5,359,118","-8,666,906","11,587,015","5,935,696",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,359,000","-7,568,000","-1,371,000","-9,840,000","-17,067,000","-18,089,000","-20,157,000","-4,399,000","-5,292,000","-5,396,000","-5,195,000","-6,405,000","3,444,000","-17,617,000","-7,578,000","-10,355,484","-5,359,118","-8,666,906","11,587,015","5,935,696",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"10,704,803","3,901,839","1,975,476","609,590","491,626","491,626","491,626","491,659","491,659","491,659","362,045","347,626","347,615","249,899","191,651","116,251","99,262","99,262","99,262","99,262",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"10,704,803","3,901,839","1,975,476","609,590","491,626","491,626","491,626","491,659","491,659","491,659","362,045","347,626","363,489","249,899","191,651","116,251","99,262","99,262","99,262","99,577",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2077.428%,693.660%,301.825%,23.986%,-0.007%,-0.007%,35.791%,41.433%,35.261%,96.743%,88.908%,199.031%,266.191%,151.757%,93.076%,16.745%,2.534%,7.808%,7.810%,8.154%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.501,-1.940,-0.694,-16.142,-34.715,-36.794,-41.001,-8.947,-10.764,-10.975,-14.349,-18.425,9.908,-70.496,-39.541,-89.079,-53.990,-87.313,116.732,59.798,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.501,-1.940,-0.694,-16.142,-34.715,-36.794,-41.001,-8.947,-10.764,-10.975,-14.349,-18.568,-14.809,-70.496,-39.541,-89.079,-53.990,-87.313,116.732,59.609,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,669,000","-8,166,000","-8,803,000","-10,011,000","-9,673,000","-14,585,000","-11,767,000","-8,568,000","-11,053,000","-12,445,000","-9,059,000","-7,515,000","-7,978,000","-10,145,000","-7,549,000","-7,638,039","-3,675,550","-8,789,578","-7,344,725","-7,056,786",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.810,-2.093,-4.456,-16.423,-19.676,-29.667,-23.935,-17.427,-22.481,-25.312,-25.022,-21.618,-21.948,-40.596,-39.389,-65.703,-37.029,-88.549,-73.993,-70.868,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-6,638,000","-7,934,000","-8,818,000","-6,665,000","-14,141,000","-19,988,000","-15,941,000","-14,043,000","-11,649,000","-10,670,000","-10,755,000","-10,657,000","-7,272,000","-8,120,000","-8,022,000","-6,428,288","-7,584,202","-7,365,106","-6,319,693","-8,803,483",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"39,000","41,000","40,000","39,000","39,000","38,000","38,000","38,000","37,000","42,000","31,000","42,000","41,000","43,000","42,000","42,373","42,373","42,373","42,040","41,029",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,677,000","-7,975,000","-8,858,000","-6,704,000","-14,180,000","-20,026,000","-15,979,000","-14,081,000","-11,686,000","-10,712,000","-10,786,000","-10,699,000","-7,313,000","-8,163,000","-8,064,000","-6,470,661","-7,626,575","-7,407,479","-6,361,733","-8,844,512",Upgrade,Financials in USD,Fiscal year is January - December
