Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-1,258,722",-,"-141,606","-6,367,170","-570,452",-,"-1,234,326","-8,133,893","-1,975,307","-4,830,823","-3,980,225","-3,587,394","-5,543,914","-6,012,139","-7,272,918","-6,190,643","-7,788,186","-4,834,193","-7,367,096","-29,815,549",Upgrade,Financials in CAD,Fiscal year is December - November
Income Tax Expense,-,-,"-20,060","-104,489","1,376",-,"4,371","9,186","-31,284","-281,114","78,959","-36,502","106,369","-15,268","108,524","171,285","45,309","8,180","24,568","-148,120",Upgrade,Financials in CAD,Fiscal year is December - November
Earnings From Continuing Operations,"-1,258,722",-,"-121,546","-6,262,681","-571,828",-,"-1,238,697","-8,143,079","-1,944,023","-4,549,709","-4,059,184","-3,550,892","-5,650,283","-5,996,871","-7,381,442","-6,361,928","-7,833,495","-4,842,373","-7,391,664","-29,667,429",Upgrade,Financials in CAD,Fiscal year is December - November
Earnings From Discontinued Operations,"4,141,569",-,"-2,330,227",-,"-1,797,574",-,"-2,065,004",-,-,"3,772,478","-511,982","-445,351","-403,139","-372,771",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Net Income to Company,"2,882,847",-,"-2,451,773","-6,262,681","-2,369,402",-,"-3,303,701","-8,143,079","-1,944,023","-777,231","-4,571,166","-3,996,243","-6,053,422","-6,369,642","-7,381,442","-6,361,928","-7,833,495","-4,842,373","-7,391,664","-29,667,429",Upgrade,Financials in CAD,Fiscal year is December - November
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"116,265","13,980","9,978","40,002","36,075",Upgrade,Financials in CAD,Fiscal year is December - November
Net Income,"2,882,847",-,"-2,451,773","-6,262,681","-2,369,402",-,"-3,303,701","-8,143,079","-1,944,023","-777,231","-4,571,166","-3,996,243","-6,053,422","-6,369,642","-7,381,442","-6,245,663","-7,819,515","-4,832,395","-7,351,662","-29,631,354",Upgrade,Financials in CAD,Fiscal year is December - November
Net Income to Common,"2,882,847",-,"-2,451,773","-6,262,681","-2,369,402",-,"-3,303,701","-8,143,079","-1,944,023","-777,231","-4,571,166","-3,996,243","-6,053,422","-6,369,642","-7,381,442","-6,245,663","-7,819,515","-4,832,395","-7,351,662","-29,631,354",Upgrade,Financials in CAD,Fiscal year is December - November
Shares Outstanding (Basic),"30,435,250",-,"27,404,951","27,744,943","23,708,603",-,"22,269,223","21,346,473","20,730,540","20,772,536","20,422,856","18,294,464","19,301,216","19,862,488","18,048,267","16,197,722","16,197,724","16,197,724","16,197,559","16,154,072",Upgrade,Financials in CAD,Fiscal year is December - November
Shares Outstanding (Diluted),"30,435,250",-,"27,404,951","27,744,943","23,708,603",-,"22,269,223","21,346,473","20,730,540","20,772,536","20,422,856","18,294,464","19,301,216","19,862,488","18,048,267","16,197,722","16,197,724","16,197,724","16,197,559","16,154,072",Upgrade,Financials in CAD,Fiscal year is December - November
Shares Change (YoY),28.372%,-,23.062%,29.974%,14.366%,-,9.041%,16.683%,7.405%,4.582%,13.157%,12.945%,19.160%,22.625%,11.426%,0.270%,0.259%,0.803%,3.567%,40.354%,Upgrade,Financials in CAD,Fiscal year is December - November
EPS (Basic),0.095,-,-0.089,-0.226,-0.100,-,-0.148,-0.381,-0.094,-0.037,-0.224,-0.218,-0.314,-0.321,-0.409,-0.386,-0.483,-0.298,-0.454,-1.834,Upgrade,Financials in CAD,Fiscal year is December - November
EPS (Diluted),0.095,-,-0.089,-0.226,-0.100,-,-0.148,-0.381,-0.094,-0.037,-0.224,-0.218,-0.314,-0.321,-0.409,-0.386,-0.483,-0.298,-0.454,-1.834,Upgrade,Financials in CAD,Fiscal year is December - November
Free Cash Flow,"-1,079,990",-,"391,007","551,286","-991,020",-,"-2,226,991","61,838","-3,421,266","-9,174,786","-3,505,998","-5,142,080","-5,169,490",-,"-2,521,984","-4,022,464","-6,700,991","-6,507,506","-10,744,958","-10,536,340",Upgrade,Financials in CAD,Fiscal year is December - November
Free Cash Flow Per Share,-0.035,-,0.014,0.020,-0.042,-,-0.100,0.003,-0.165,-0.442,-0.172,-0.281,-0.268,-,-0.140,-0.248,-0.414,-0.402,-0.663,-0.652,Upgrade,Financials in CAD,Fiscal year is December - November
Gross Margin,31.413%,-,50.179%,15.705%,55.235%,-,47.320%,25.891%,44.250%,-11.723%,16.586%,4.230%,9.144%,-2.086%,-3.088%,-1.062%,7.335%,7.847%,10.822%,-24.036%,Upgrade,Financials in CAD,Fiscal year is December - November
Operating Margin,-57.759%,-,-1.283%,-93.649%,-11.759%,-,-15.287%,-74.699%,-21.768%,-117.988%,-84.219%,-104.893%,-101.955%,-119.711%,-122.128%,-96.831%,-110.576%,-86.232%,-133.717%,-179.421%,Upgrade,Financials in CAD,Fiscal year is December - November
Profit Margin,140.145%,-,-35.889%,-132.535%,-49.679%,-,-44.644%,-130.628%,-28.443%,-18.783%,-94.017%,-69.252%,-112.456%,-130.572%,-133.849%,-86.912%,-137.550%,-69.769%,-138.524%,-750.728%,Upgrade,Financials in CAD,Fiscal year is December - November
Free Cash Flow Margin,-52.502%,-,5.724%,11.667%,-20.779%,-,-30.094%,0.992%,-50.056%,-221.726%,-72.109%,-89.108%,-96.035%,-,-45.732%,-55.975%,-117.875%,-93.953%,-202.462%,-266.944%,Upgrade,Financials in CAD,Fiscal year is December - November
EBITDA,"-1,164,452",-,"149,518","-4,164,157","-313,394",-,"-823,217","-4,586,598","-1,155,599","-4,483,355","-3,705,791","-5,794,211","-5,195,028","-5,496,831","-6,260,286","-6,655,874","-5,832,435","-5,466,480","-6,370,308","-7,035,759",Upgrade,Financials in CAD,Fiscal year is December - November
EBITDA Margin,-56.608%,-,2.189%,-88.125%,-6.571%,-,-11.124%,-73.576%,-16.907%,-108.349%,-76.218%,-100.409%,-96.509%,-112.680%,-113.519%,-92.621%,-102.596%,-78.923%,-120.032%,-178.255%,Upgrade,Financials in CAD,Fiscal year is December - November
D&A For EBITDA,"23,678","38,527","237,147","261,023","247,441","275,096","308,022","69,962","332,213","398,885","388,994","258,739","293,118","342,990","474,771","302,536","453,662","506,188","726,281","46,006",Upgrade,Financials in CAD,Fiscal year is December - November
EBIT,"-1,188,130",-,"-87,629","-4,425,180","-560,835",-,"-1,131,239","-4,656,560","-1,487,812","-4,882,240","-4,094,785","-6,052,950","-5,488,146","-5,839,821","-6,735,057","-6,958,410","-6,286,097","-5,972,668","-7,096,589","-7,081,765",Upgrade,Financials in CAD,Fiscal year is December - November
EBIT Margin,-57.759%,-,-1.283%,-93.649%,-11.759%,-,-15.287%,-74.698%,-21.768%,-117.988%,-84.219%,-104.893%,-101.955%,-119.711%,-122.128%,-96.831%,-110.576%,-86.231%,-133.717%,-179.421%,Upgrade,Financials in CAD,Fiscal year is December - November
Revenue as Reported,"2,057,044",-,"6,831,528","4,725,290","4,769,386",-,"7,400,105","6,233,801","6,834,916","4,137,896","4,862,069","5,770,612","5,382,931","4,878,269","5,514,735","7,186,169","5,684,847","6,926,311","5,307,155","3,947,018",Upgrade,Financials in CAD,Fiscal year is December - November
